Model Year,Regulatory Class,Vehicle Type,Reported quantity,Reported value
2000,Car,Car SUV,Real-world city CO2 emissions (g/mi),565.881
2001,All,All,Real-world city CO2 emissions (g/mi),528.793
2001,Car,All Car,Real-world city CO2 emissions (g/mi),465.504
2001,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),458.887
2001,Truck,All Truck,Real-world city CO2 emissions (g/mi),618.445
2001,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),617.729
2001,Truck,Pickup,Real-world city CO2 emissions (g/mi),638.465
2001,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),579.101
2001,Car,Car SUV,Real-world city CO2 emissions (g/mi),540.345
2002,All,All,Real-world city CO2 emissions (g/mi),534.239
2002,Car,All Car,Real-world city CO2 emissions (g/mi),462.493
2002,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),457.546
2002,Truck,All Truck,Real-world city CO2 emissions (g/mi),622.817
2002,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),629.555
2002,Truck,Pickup,Real-world city CO2 emissions (g/mi),645.515
2002,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),559.914
2002,Car,Car SUV,Real-world city CO2 emissions (g/mi),530.645
2003,All,All,Real-world city CO2 emissions (g/mi),532.951
2003,Car,All Car,Real-world city CO2 emissions (g/mi),460.204
2003,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),456.137
2003,Truck,All Truck,Real-world city CO2 emissions (g/mi),617.881
2003,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),628.724
2003,Truck,Pickup,Real-world city CO2 emissions (g/mi),633.871
2003,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),554.341
2003,Car,Car SUV,Real-world city CO2 emissions (g/mi),516.241
2004,All,All,Real-world city CO2 emissions (g/mi),543.889
2004,Car,All Car,Real-world city CO2 emissions (g/mi),466.428
2004,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),461.609
2004,Truck,All Truck,Real-world city CO2 emissions (g/mi),627.956
2004,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),630.895
2004,Truck,Pickup,Real-world city CO2 emissions (g/mi),650.266
2004,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),556.743
2004,Car,Car SUV,Real-world city CO2 emissions (g/mi),523.3
2005,All,All,Real-world city CO2 emissions (g/mi),529.49
2005,Car,All Car,Real-world city CO2 emissions (g/mi),459.279
2005,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),453.674
2005,Truck,All Truck,Real-world city CO2 emissions (g/mi),617.485
2005,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),621.748
2005,Truck,Pickup,Real-world city CO2 emissions (g/mi),652.964
2005,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),552.951
2005,Car,Car SUV,Real-world city CO2 emissions (g/mi),514.632
2006,All,All,Real-world city CO2 emissions (g/mi),523.494
2006,Car,All Car,Real-world city CO2 emissions (g/mi),462.932
2006,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),458.586
2006,Truck,All Truck,Real-world city CO2 emissions (g/mi),606.761
2006,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),605.528
2006,Truck,Pickup,Real-world city CO2 emissions (g/mi),639.677
2006,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),548.172
2006,Car,Car SUV,Real-world city CO2 emissions (g/mi),509.161
2007,All,All,Real-world city CO2 emissions (g/mi),511.357
2007,Car,All Car,Real-world city CO2 emissions (g/mi),448.063
2007,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),441.539
2007,Truck,All Truck,Real-world city CO2 emissions (g/mi),602.15
2007,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),589.861
2007,Truck,Pickup,Real-world city CO2 emissions (g/mi),642.125
2007,Car,Car SUV,Real-world city CO2 emissions (g/mi),505.418
2007,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),550.518
2008,All,All,Real-world city CO2 emissions (g/mi),502.903
2008,Car,All Car,Real-world city CO2 emissions (g/mi),444.904
2008,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),438.926
2008,Truck,All Truck,Real-world city CO2 emissions (g/mi),587.428
2008,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),573.535
2008,Truck,Pickup,Real-world city CO2 emissions (g/mi),631.689
2008,Car,Car SUV,Real-world city CO2 emissions (g/mi),492.256
2008,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),540.943
2009,All,All,Real-world city CO2 emissions (g/mi),470.104
2009,Car,All Car,Real-world city CO2 emissions (g/mi),423.367
2009,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),418.169
2009,Truck,All Truck,Real-world city CO2 emissions (g/mi),565.126
2009,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),541.787
2009,Truck,Pickup,Real-world city CO2 emissions (g/mi),617.504
2009,Car,Car SUV,Real-world city CO2 emissions (g/mi),471.535
2009,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),532.988
2010,All,All,Real-world city CO2 emissions (g/mi),465.332
2010,Car,All Car,Real-world city CO2 emissions (g/mi),410.499
2010,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),404.048
2010,Truck,All Truck,Real-world city CO2 emissions (g/mi),557.702
2010,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),529.471
2010,Truck,Pickup,Real-world city CO2 emissions (g/mi),620.388
2010,Car,Car SUV,Real-world city CO2 emissions (g/mi),453.233
2010,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),531.015
2011,All,All,Real-world city CO2 emissions (g/mi),472.118
2011,Car,All Car,Real-world city CO2 emissions (g/mi),417.003
2011,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),411.356
2011,Truck,All Truck,Real-world city CO2 emissions (g/mi),547.676
2011,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),526.022
2011,Truck,Pickup,Real-world city CO2 emissions (g/mi),607.363
2011,Car,Car SUV,Real-world city CO2 emissions (g/mi),443.882
2011,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),505.813
2012,All,All,Real-world city CO2 emissions (g/mi),445.797
2012,Car,All Car,Real-world city CO2 emissions (g/mi),391.624
2012,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),381.92
2012,Truck,All Truck,Real-world city CO2 emissions (g/mi),543.721
2012,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),521.682
2012,Truck,Pickup,Real-world city CO2 emissions (g/mi),609.355
2012,Car,Car SUV,Real-world city CO2 emissions (g/mi),448.322
2012,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),501.507
2013,All,All,Real-world city CO2 emissions (g/mi),433.74
2013,Car,All Car,Real-world city CO2 emissions (g/mi),379.768
2013,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),370.572
2013,Truck,All Truck,Real-world city CO2 emissions (g/mi),530.06
2013,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),500.361
2013,Truck,Pickup,Real-world city CO2 emissions (g/mi),600.709
2013,Car,Car SUV,Real-world city CO2 emissions (g/mi),429.732
2013,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),507.088
2014,All,All,Real-world city CO2 emissions (g/mi),434.904
2014,Car,All Car,Real-world city CO2 emissions (g/mi),379.968
2014,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),370.396
2014,Truck,All Truck,Real-world city CO2 emissions (g/mi),515.087
2014,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),483.023
2014,Truck,Pickup,Real-world city CO2 emissions (g/mi),581.574
2014,Car,Car SUV,Real-world city CO2 emissions (g/mi),426.65
2014,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),501.074
2015,All,All,Real-world city CO2 emissions (g/mi),424.683
2015,Car,All Car,Real-world city CO2 emissions (g/mi),371.293
2015,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),362.413
2015,Truck,All Truck,Real-world city CO2 emissions (g/mi),496.497
2015,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),474.783
2015,Truck,Pickup,Real-world city CO2 emissions (g/mi),557.525
2015,Car,Car SUV,Real-world city CO2 emissions (g/mi),412.523
2015,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),485.8
2016,All,All,Real-world city CO2 emissions (g/mi),422.455
2016,Car,All Car,Real-world city CO2 emissions (g/mi),366.396
2016,Truck,All Truck,Real-world city CO2 emissions (g/mi),491.79
2016,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),359.71
2016,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),467.038
2016,Truck,Pickup,Real-world city CO2 emissions (g/mi),553.376
2016,Car,Car SUV,Real-world city CO2 emissions (g/mi),391.889
2016,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),491.649
2017,All,All,Real-world city CO2 emissions (g/mi),419.804
2017,Car,All Car,Real-world city CO2 emissions (g/mi),357.11
2017,Truck,All Truck,Real-world city CO2 emissions (g/mi),489.439
2017,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),346.017
2017,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),465.91
2017,Truck,Pickup,Real-world city CO2 emissions (g/mi),553.271
2017,Car,Car SUV,Real-world city CO2 emissions (g/mi),396.321
2017,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),482.556
2018,All,All,Real-world city CO2 emissions (g/mi),412.66
2018,Truck,All Truck,Real-world city CO2 emissions (g/mi),474.509
2018,Car,All Car,Real-world city CO2 emissions (g/mi),345.586
2018,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),336.807
2018,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),446.432
2018,Truck,Pickup,Real-world city CO2 emissions (g/mi),546.37
2018,Car,Car SUV,Real-world city CO2 emissions (g/mi),374.056
2018,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),469.515
2019,All,All,Real-world city CO2 emissions (g/mi),415.694
2019,Truck,All Truck,Real-world city CO2 emissions (g/mi),472.836
2019,Car,All Car,Real-world city CO2 emissions (g/mi),344.222
2019,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),440.322
2019,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),334.797
2019,Truck,Pickup,Real-world city CO2 emissions (g/mi),548.007
2019,Car,Car SUV,Real-world city CO2 emissions (g/mi),370.536
2019,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),476.642
2020,All,All,Real-world city CO2 emissions (g/mi),396.049
2020,Truck,All Truck,Real-world city CO2 emissions (g/mi),452.843
2020,Car,All Car,Real-world city CO2 emissions (g/mi),320.233
2020,Truck,Truck SUV,Real-world city CO2 emissions (g/mi),426.751
2020,Car,Sedan/Wagon,Real-world city CO2 emissions (g/mi),316.73
2020,Truck,Pickup,Real-world city CO2 emissions (g/mi),531.821
2020,Car,Car SUV,Real-world city CO2 emissions (g/mi),332.449
2020,Truck,Minivan/Van,Real-world city CO2 emissions (g/mi),446.848
1975,All,All,Real-world highway CO2 emissions (g/mi),608.312
1975,Car,All Car,Real-world highway CO2 emissions (g/mi),585.847
1975,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),585.702
1975,Truck,All Truck,Real-world highway CO2 emissions (g/mi),702.03
1975,Truck,Pickup,Real-world highway CO2 emissions (g/mi),677.046
1975,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),749.272
1975,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),769.49
1975,Car,Car SUV,Real-world highway CO2 emissions (g/mi),702.832
1976,All,All,Real-world highway CO2 emissions (g/mi),564.743
1976,Car,All Car,Real-world highway CO2 emissions (g/mi),535.968
1976,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),535.764
1976,Truck,All Truck,Real-world highway CO2 emissions (g/mi),672.45
1976,Truck,Pickup,Real-world highway CO2 emissions (g/mi),662.144
1976,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),693.705
1976,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),709.322
1976,Car,Car SUV,Real-world highway CO2 emissions (g/mi),710.049
1977,All,All,Real-world highway CO2 emissions (g/mi),535.347
1977,Car,All Car,Real-world highway CO2 emissions (g/mi),512.414
1977,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),512.176
1977,Truck,All Truck,Real-world highway CO2 emissions (g/mi),627.9
1977,Truck,Pickup,Real-world highway CO2 emissions (g/mi),614.539
1977,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),669.317
1977,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),649.712
1977,Car,Car SUV,Real-world highway CO2 emissions (g/mi),655.173
1978,All,All,Real-world highway CO2 emissions (g/mi),507.6
1978,Car,All Car,Real-world highway CO2 emissions (g/mi),466.036
1978,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),465.756
1978,Truck,All Truck,Real-world highway CO2 emissions (g/mi),650.422
1978,Truck,Pickup,Real-world highway CO2 emissions (g/mi),632.467
1978,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),701.592
1978,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),674.374
1978,Car,Car SUV,Real-world highway CO2 emissions (g/mi),659.046
1979,All,All,Real-world highway CO2 emissions (g/mi),512.098
1979,Car,All Car,Real-world highway CO2 emissions (g/mi),464.536
1979,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),464.334
1979,Truck,All Truck,Real-world highway CO2 emissions (g/mi),679.461
1979,Truck,Pickup,Real-world highway CO2 emissions (g/mi),642.007
1979,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),737.398
1979,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),821.999
1979,Car,Car SUV,Real-world highway CO2 emissions (g/mi),601.535
1980,All,All,Real-world highway CO2 emissions (g/mi),415.986
1980,Car,All Car,Real-world highway CO2 emissions (g/mi),395.234
1980,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),395.228
1980,Truck,All Truck,Real-world highway CO2 emissions (g/mi),521.197
1980,Truck,Pickup,Real-world highway CO2 emissions (g/mi),497.655
1980,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),578.326
1980,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),629.844
1980,Car,Car SUV,Real-world highway CO2 emissions (g/mi),574.896
1981,All,All,Real-world highway CO2 emissions (g/mi),388.187
1981,Car,All Car,Real-world highway CO2 emissions (g/mi),369.193
1981,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),369.189
1981,Truck,All Truck,Real-world highway CO2 emissions (g/mi),479.305
1981,Truck,Pickup,Real-world highway CO2 emissions (g/mi),457.879
1981,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),553.847
1981,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),572.005
1981,Car,Car SUV,Real-world highway CO2 emissions (g/mi),553.356
1982,All,All,Real-world highway CO2 emissions (g/mi),374.144
1982,Car,All Car,Real-world highway CO2 emissions (g/mi),350.379
1982,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),350.2
1982,Truck,All Truck,Real-world highway CO2 emissions (g/mi),472.057
1982,Truck,Pickup,Real-world highway CO2 emissions (g/mi),443.846
1982,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),560.691
1982,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),559.791
1982,Car,Car SUV,Real-world highway CO2 emissions (g/mi),460.717
1983,All,All,Real-world highway CO2 emissions (g/mi),373.344
1983,Car,All Car,Real-world highway CO2 emissions (g/mi),349.998
1983,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),349.799
1983,Truck,All Truck,Real-world highway CO2 emissions (g/mi),456.103
1983,Truck,Pickup,Real-world highway CO2 emissions (g/mi),428.182
1983,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),541.113
1983,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),506.687
1983,Car,Car SUV,Real-world highway CO2 emissions (g/mi),397.465
1984,All,All,Real-world highway CO2 emissions (g/mi),371.219
1984,Car,All Car,Real-world highway CO2 emissions (g/mi),343.249
1984,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),342.944
1984,Truck,All Truck,Real-world highway CO2 emissions (g/mi),462.458
1984,Truck,Pickup,Real-world highway CO2 emissions (g/mi),440.656
1984,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),501.463
1984,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),494.365
1984,Car,Car SUV,Real-world highway CO2 emissions (g/mi),402.106
1985,All,All,Real-world highway CO2 emissions (g/mi),364.471
1985,Car,All Car,Real-world highway CO2 emissions (g/mi),332.868
1985,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),332.588
1985,Truck,All Truck,Real-world highway CO2 emissions (g/mi),460.479
1985,Truck,Pickup,Real-world highway CO2 emissions (g/mi),443.248
1985,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),491.163
1985,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),475.229
1985,Car,Car SUV,Real-world highway CO2 emissions (g/mi),367.188
1986,All,All,Real-world highway CO2 emissions (g/mi),355.743
1986,Car,All Car,Real-world highway CO2 emissions (g/mi),322.468
1986,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),321.995
1986,Truck,All Truck,Real-world highway CO2 emissions (g/mi),441.616
1986,Truck,Pickup,Real-world highway CO2 emissions (g/mi),427.327
1986,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),458.753
1986,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),467.209
1986,Car,Car SUV,Real-world highway CO2 emissions (g/mi),410.344
1987,All,All,Real-world highway CO2 emissions (g/mi),351.945
1987,Car,All Car,Real-world highway CO2 emissions (g/mi),321.048
1987,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),320.479
1987,Truck,All Truck,Real-world highway CO2 emissions (g/mi),434.757
1987,Truck,Pickup,Real-world highway CO2 emissions (g/mi),419.208
1987,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),449.126
1987,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),457.062
1987,Car,Car SUV,Real-world highway CO2 emissions (g/mi),385.473
1988,All,All,Real-world highway CO2 emissions (g/mi),352.615
1988,Car,All Car,Real-world highway CO2 emissions (g/mi),316.07
1988,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),315.272
1988,Truck,All Truck,Real-world highway CO2 emissions (g/mi),441.679
1988,Truck,Pickup,Real-world highway CO2 emissions (g/mi),436.051
1988,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),437.124
1988,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),463.806
1988,Car,Car SUV,Real-world highway CO2 emissions (g/mi),394.431
1989,All,All,Real-world highway CO2 emissions (g/mi),358.652
1989,Car,All Car,Real-world highway CO2 emissions (g/mi),319.949
1989,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),319.056
1989,Truck,All Truck,Real-world highway CO2 emissions (g/mi),449.22
1989,Truck,Pickup,Real-world highway CO2 emissions (g/mi),444.332
1989,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),439.66
1989,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),477.481
1989,Car,Car SUV,Real-world highway CO2 emissions (g/mi),402.941
1990,All,All,Real-world highway CO2 emissions (g/mi),361.149
1990,Car,All Car,Real-world highway CO2 emissions (g/mi),323.88
1990,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),323.221
1990,Truck,All Truck,Real-world highway CO2 emissions (g/mi),449.591
1990,Truck,Pickup,Real-world highway CO2 emissions (g/mi),450.168
1990,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),434.922
1990,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),476.747
1990,Car,Car SUV,Real-world highway CO2 emissions (g/mi),412.702
1991,All,All,Real-world highway CO2 emissions (g/mi),359.595
1991,Car,All Car,Real-world highway CO2 emissions (g/mi),324.806
1991,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),321.979
1991,Truck,All Truck,Real-world highway CO2 emissions (g/mi),439.151
1991,Truck,Pickup,Real-world highway CO2 emissions (g/mi),429.481
1991,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),434.542
1991,Truck,Truck SUV,Real-world highway CO2 emissions (g/mi),465.926
1991,Car,Car SUV,Real-world highway CO2 emissions (g/mi),432.52
1992,All,All,Real-world highway CO2 emissions (g/mi),364.792
1992,Car,All Car,Real-world highway CO2 emissions (g/mi),326.959
1992,Car,Sedan/Wagon,Real-world highway CO2 emissions (g/mi),323.53
1992,Truck,All Truck,Real-world highway CO2 emissions (g/mi),447.453
1992,Truck,Pickup,Real-world highway CO2 emissions (g/mi),443.402
1992,Truck,Minivan/Van,Real-world highway CO2 emissions (g/mi),432.936
