Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Meat, Other","2013","g/capita/day","0.47"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1961","g/capita/day","0.75"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1962","g/capita/day","0.78"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1963","g/capita/day","0.81"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1964","g/capita/day","0.8"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1965","g/capita/day","0.81"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1966","g/capita/day","0.82"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1967","g/capita/day","0.84"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1968","g/capita/day","0.84"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1969","g/capita/day","0.82"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1970","g/capita/day","0.83"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1971","g/capita/day","0.84"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1972","g/capita/day","0.84"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1973","g/capita/day","0.83"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1974","g/capita/day","0.85"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1975","g/capita/day","0.86"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1976","g/capita/day","0.86"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1977","g/capita/day","0.87"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1978","g/capita/day","0.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1979","g/capita/day","0.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1980","g/capita/day","0.89"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1981","g/capita/day","0.89"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1982","g/capita/day","0.88"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1983","g/capita/day","0.89"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1984","g/capita/day","0.9"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1985","g/capita/day","0.91"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1986","g/capita/day","0.9"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1987","g/capita/day","0.9"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1988","g/capita/day","0.9"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1989","g/capita/day","0.9"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1990","g/capita/day","0.93"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1991","g/capita/day","0.92"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1992","g/capita/day","0.96"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1993","g/capita/day","0.97"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1994","g/capita/day","0.99"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1995","g/capita/day","1.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1996","g/capita/day","0.99"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1997","g/capita/day","1.01"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1998","g/capita/day","1.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","1999","g/capita/day","1.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2000","g/capita/day","1.08"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2001","g/capita/day","1.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2002","g/capita/day","1.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2003","g/capita/day","1.06"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2004","g/capita/day","1.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2005","g/capita/day","1.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2006","g/capita/day","1.07"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2007","g/capita/day","1.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2008","g/capita/day","1.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2009","g/capita/day","1.08"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2010","g/capita/day","1.11"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2011","g/capita/day","1.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2012","g/capita/day","1.09"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Offals, Edible","2013","g/capita/day","1.1"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1961","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1962","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1963","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1964","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1965","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1966","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1967","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1968","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1969","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1970","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1971","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1972","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1973","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1974","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1975","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1976","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1977","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1978","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1979","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1980","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1981","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1982","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1983","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1984","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1985","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1986","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1987","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1988","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1989","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1990","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1991","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1992","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1993","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1994","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1995","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1996","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1997","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1998","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","1999","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2000","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2001","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2002","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2003","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2004","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2005","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2006","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2007","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2008","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2009","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2010","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2011","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2012","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Butter, Ghee","2013","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1961","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1962","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1963","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1964","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1965","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1966","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1967","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1968","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1969","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1970","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1971","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1972","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1973","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1974","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1975","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1976","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1977","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1978","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1979","g/capita/day","0.06"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1980","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1981","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1982","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1983","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1984","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1985","g/capita/day","0.06"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1986","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1987","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1988","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1989","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1990","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1991","g/capita/day","0.05"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1992","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1993","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1994","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1995","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1996","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1997","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1998","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","1999","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2000","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2001","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2002","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2003","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2004","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2005","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2006","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2007","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2008","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2009","g/capita/day","0.04"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2010","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2011","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2012","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Cream","2013","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1961","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1962","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1963","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1964","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1965","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1966","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1967","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1968","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1969","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1970","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1971","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1972","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1973","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1974","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1975","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1976","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1977","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1978","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1979","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1980","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1981","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1982","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1983","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1984","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1985","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1986","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1987","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1988","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1989","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1990","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1991","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1992","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1993","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1994","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1995","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1996","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1997","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1998","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","1999","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2000","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2001","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2002","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2003","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2004","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2005","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2006","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2007","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2008","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2009","g/capita/day","0.02"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2010","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2011","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2012","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fats, Animals, Raw","2013","g/capita/day","0.03"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1961","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1962","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1963","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1964","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1965","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1966","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1967","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1968","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1969","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1970","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1971","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1972","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1973","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1974","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1975","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1976","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1977","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1978","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1979","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1980","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1981","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1982","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1983","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1984","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1985","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1986","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1987","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1988","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1989","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1990","g/capita/day","0"
"Food Balances (old methodology and population)","World","Protein supply quantity (g/capita/day)","Fish, Body Oil","1991","g/capita/day","0"
