category,Item,Year,Unit,Value,producing_population_Mhd
meat,"Meat, game",2009,Head,664267,0.664267
meat,"Meat, game",2010,Head,656519,0.656519
meat,"Meat, game",2011,Head,687328,0.687328
meat,"Meat, game",2012,Head,729491,0.729491
meat,"Meat, game",2013,Head,591838,0.591838
meat,"Meat, game",2014,Head,627753,0.627753
meat,"Meat, game",2015,Head,643245,0.643245
meat,"Meat, game",2016,Head,661466,0.661466
meat,"Meat, game",2017,Head,628542,0.628542
meat,"Meat, game",2018,Head,595998,0.595998
meat,"Meat, goat",1961,Head,102919701,102.919701
meat,"Meat, goat",1962,Head,104626745,104.626745
meat,"Meat, goat",1963,Head,105240845,105.240845
meat,"Meat, goat",1964,Head,106687125,106.687125
meat,"Meat, goat",1965,Head,108978029,108.978029
meat,"Meat, goat",1966,Head,111484322,111.484322
meat,"Meat, goat",1967,Head,112804276,112.804276
meat,"Meat, goat",1968,Head,114705523,114.705523
meat,"Meat, goat",1969,Head,117289368,117.289368
meat,"Meat, goat",1970,Head,118837457,118.837457
meat,"Meat, goat",1971,Head,122130975,122.130975
meat,"Meat, goat",1972,Head,125282673,125.282673
meat,"Meat, goat",1973,Head,128288351,128.288351
meat,"Meat, goat",1974,Head,130844209,130.844209
meat,"Meat, goat",1975,Head,135994437,135.994437
meat,"Meat, goat",1976,Head,138036723,138.036723
meat,"Meat, goat",1977,Head,142205731,142.205731
meat,"Meat, goat",1978,Head,148488512,148.488512
meat,"Meat, goat",1979,Head,152412994,152.412994
meat,"Meat, goat",1980,Head,156407034,156.407034
meat,"Meat, goat",1981,Head,161721278,161.721278
meat,"Meat, goat",1982,Head,163678164,163.678164
meat,"Meat, goat",1983,Head,169991008,169.991008
meat,"Meat, goat",1984,Head,174416591,174.416591
meat,"Meat, goat",1985,Head,179990888,179.990888
meat,"Meat, goat",1986,Head,185446777,185.446777
meat,"Meat, goat",1987,Head,201412501,201.412501
meat,"Meat, goat",1988,Head,207313140,207.31314
meat,"Meat, goat",1989,Head,218774686,218.774686
meat,"Meat, goat",1990,Head,228282931,228.282931
meat,"Meat, goat",1991,Head,234070228,234.070228
meat,"Meat, goat",1992,Head,242703360,242.70336
meat,"Meat, goat",1993,Head,246886613,246.886613
meat,"Meat, goat",1994,Head,254527264,254.527264
meat,"Meat, goat",1995,Head,272337374,272.337374
meat,"Meat, goat",1996,Head,266079210,266.07921
meat,"Meat, goat",1997,Head,283014488,283.014488
meat,"Meat, goat",1998,Head,299857565,299.857565
meat,"Meat, goat",1999,Head,317390537,317.390537
meat,"Meat, goat",2000,Head,319370159,319.370159
meat,"Meat, goat",2001,Head,321628426,321.628426
meat,"Meat, goat",2002,Head,325986494,325.986494
meat,"Meat, goat",2003,Head,345356858,345.356858
meat,"Meat, goat",2004,Head,369884824,369.884824
meat,"Meat, goat",2005,Head,383246190,383.24619
meat,"Meat, goat",2006,Head,384956543,384.956543
meat,"Meat, goat",2007,Head,391759330,391.75933
meat,"Meat, goat",2008,Head,400921838,400.921838
meat,"Meat, goat",2009,Head,419291269,419.291269
meat,"Meat, goat",2010,Head,426317144,426.317144
meat,"Meat, goat",2011,Head,429413577,429.413577
meat,"Meat, goat",2012,Head,434691552,434.691552
meat,"Meat, goat",2013,Head,443075261,443.075261
meat,"Meat, goat",2014,Head,453671378,453.671378
meat,"Meat, goat",2015,Head,462885192,462.885192
meat,"Meat, goat",2016,Head,475381822,475.381822
meat,"Meat, goat",2017,Head,470250280,470.25028
meat,"Meat, goat",2018,Head,479172097,479.172097
meat,"Meat, goose and guinea fowl",1961,1000 Head,44488,44.488
meat,"Meat, goose and guinea fowl",1962,1000 Head,46795,46.795
meat,"Meat, goose and guinea fowl",1963,1000 Head,46957,46.957
meat,"Meat, goose and guinea fowl",1964,1000 Head,49962,49.962
meat,"Meat, goose and guinea fowl",1965,1000 Head,54319,54.319
meat,"Meat, goose and guinea fowl",1966,1000 Head,56055,56.055
meat,"Meat, goose and guinea fowl",1967,1000 Head,60017,60.017
meat,"Meat, goose and guinea fowl",1968,1000 Head,64517,64.517
meat,"Meat, goose and guinea fowl",1969,1000 Head,63131,63.131
meat,"Meat, goose and guinea fowl",1970,1000 Head,67737,67.737
meat,"Meat, goose and guinea fowl",1971,1000 Head,74618,74.618
meat,"Meat, goose and guinea fowl",1972,1000 Head,69637,69.637
meat,"Meat, goose and guinea fowl",1973,1000 Head,71101,71.101
meat,"Meat, goose and guinea fowl",1974,1000 Head,70990,70.99
meat,"Meat, goose and guinea fowl",1975,1000 Head,74563,74.563
meat,"Meat, goose and guinea fowl",1976,1000 Head,73413,73.413
meat,"Meat, goose and guinea fowl",1977,1000 Head,75473,75.473
meat,"Meat, goose and guinea fowl",1978,1000 Head,80459,80.459
meat,"Meat, goose and guinea fowl",1979,1000 Head,82214,82.214
meat,"Meat, goose and guinea fowl",1980,1000 Head,83536,83.536
meat,"Meat, goose and guinea fowl",1981,1000 Head,86164,86.164
meat,"Meat, goose and guinea fowl",1982,1000 Head,90307,90.307
meat,"Meat, goose and guinea fowl",1983,1000 Head,93742,93.742
meat,"Meat, goose and guinea fowl",1984,1000 Head,95548,95.548
meat,"Meat, goose and guinea fowl",1985,1000 Head,95260,95.26
meat,"Meat, goose and guinea fowl",1986,1000 Head,106267,106.267
meat,"Meat, goose and guinea fowl",1987,1000 Head,118422,118.422
meat,"Meat, goose and guinea fowl",1988,1000 Head,151673,151.673
meat,"Meat, goose and guinea fowl",1989,1000 Head,158217,158.217
meat,"Meat, goose and guinea fowl",1990,1000 Head,179602,179.602
meat,"Meat, goose and guinea fowl",1991,1000 Head,216231,216.231
meat,"Meat, goose and guinea fowl",1992,1000 Head,227173,227.173
meat,"Meat, goose and guinea fowl",1993,1000 Head,254672,254.672
meat,"Meat, goose and guinea fowl",1994,1000 Head,271534,271.534
meat,"Meat, goose and guinea fowl",1995,1000 Head,375293,375.293
meat,"Meat, goose and guinea fowl",1996,1000 Head,384106,384.106
meat,"Meat, goose and guinea fowl",1997,1000 Head,418451,418.451
meat,"Meat, goose and guinea fowl",1998,1000 Head,455486,455.486
meat,"Meat, goose and guinea fowl",1999,1000 Head,471547,471.547
meat,"Meat, goose and guinea fowl",2000,1000 Head,478939,478.939
meat,"Meat, goose and guinea fowl",2001,1000 Head,477465,477.465
meat,"Meat, goose and guinea fowl",2002,1000 Head,465898,465.898
meat,"Meat, goose and guinea fowl",2003,1000 Head,482883,482.883
meat,"Meat, goose and guinea fowl",2004,1000 Head,490806,490.806
meat,"Meat, goose and guinea fowl",2005,1000 Head,526276,526.276
meat,"Meat, goose and guinea fowl",2006,1000 Head,520864,520.864
meat,"Meat, goose and guinea fowl",2007,1000 Head,571435,571.435
meat,"Meat, goose and guinea fowl",2008,1000 Head,586229,586.229
meat,"Meat, goose and guinea fowl",2009,1000 Head,620279,620.279
meat,"Meat, goose and guinea fowl",2010,1000 Head,633898,633.898
meat,"Meat, goose and guinea fowl",2011,1000 Head,653741,653.741
meat,"Meat, goose and guinea fowl",2012,1000 Head,696104,696.104
meat,"Meat, goose and guinea fowl",2013,1000 Head,687501,687.501
meat,"Meat, goose and guinea fowl",2014,1000 Head,699895,699.895
meat,"Meat, goose and guinea fowl",2015,1000 Head,643059,643.059
meat,"Meat, goose and guinea fowl",2016,1000 Head,662399,662.399
meat,"Meat, goose and guinea fowl",2017,1000 Head,705405,705.405
meat,"Meat, goose and guinea fowl",2018,1000 Head,691325,691.325
meat,"Meat, horse",1961,Head,3070964,3.070964
meat,"Meat, horse",1962,Head,3011027,3.011027
meat,"Meat, horse",1963,Head,3004979,3.004979
meat,"Meat, horse",1964,Head,3171073,3.171073
meat,"Meat, horse",1965,Head,3042180,3.04218
meat,"Meat, horse",1966,Head,2970305,2.970305
meat,"Meat, horse",1967,Head,2929556,2.929556
meat,"Meat, horse",1968,Head,3049182,3.049182
meat,"Meat, horse",1969,Head,3074561,3.074561
meat,"Meat, horse",1970,Head,3066567,3.066567
meat,"Meat, horse",1971,Head,3032460,3.03246
meat,"Meat, horse",1972,Head,3050209,3.050209
meat,"Meat, horse",1973,Head,3091764,3.091764
meat,"Meat, horse",1974,Head,2818583,2.818583
meat,"Meat, horse",1975,Head,2940337,2.940337
meat,"Meat, horse",1976,Head,3174995,3.174995
meat,"Meat, horse",1977,Head,3114395,3.114395
meat,"Meat, horse",1978,Head,3202272,3.202272
meat,"Meat, horse",1979,Head,3108438,3.108438
meat,"Meat, horse",1980,Head,2865611,2.865611
meat,"Meat, horse",1981,Head,2840700,2.8407
meat,"Meat, horse",1982,Head,2659156,2.659156
meat,"Meat, horse",1983,Head,2617700,2.6177
meat,"Meat, horse",1984,Head,2722388,2.722388
meat,"Meat, horse",1985,Head,2750526,2.750526
meat,"Meat, horse",1986,Head,2650492,2.650492
meat,"Meat, horse",1987,Head,2740882,2.740882
meat,"Meat, horse",1988,Head,2755635,2.755635
meat,"Meat, horse",1989,Head,2809530,2.80953
meat,"Meat, horse",1990,Head,2867423,2.867423
meat,"Meat, horse",1991,Head,3007396,3.007396
meat,"Meat, horse",1992,Head,4025633,4.025633
meat,"Meat, horse",1993,Head,3752501,3.752501
meat,"Meat, horse",1994,Head,4168208,4.168208
meat,"Meat, horse",1995,Head,4330433,4.330433
meat,"Meat, horse",1996,Head,4768955,4.768955
meat,"Meat, horse",1997,Head,4709662,4.709662
meat,"Meat, horse",1998,Head,4631221,4.631221
meat,"Meat, horse",1999,Head,4766677,4.766677
meat,"Meat, horse",2000,Head,4829421,4.829421
meat,"Meat, horse",2001,Head,5036462,5.036462
meat,"Meat, horse",2002,Head,4859416,4.859416
meat,"Meat, horse",2003,Head,4871250,4.87125
meat,"Meat, horse",2004,Head,4865373,4.865373
meat,"Meat, horse",2005,Head,4830932,4.830932
meat,"Meat, horse",2006,Head,4791667,4.791667
meat,"Meat, horse",2007,Head,4708919,4.708919
meat,"Meat, horse",2008,Head,4679767,4.679767
meat,"Meat, horse",2009,Head,4698616,4.698616
meat,"Meat, horse",2010,Head,4597205,4.597205
meat,"Meat, horse",2011,Head,4714874,4.714874
meat,"Meat, horse",2012,Head,4786319,4.786319
meat,"Meat, horse",2013,Head,4677134,4.677134
meat,"Meat, horse",2014,Head,4806414,4.806414
meat,"Meat, horse",2015,Head,4757047,4.757047
meat,"Meat, horse",2016,Head,4783417,4.783417
meat,"Meat, horse",2017,Head,5041595,5.041595
meat,"Meat, horse",2018,Head,5045488,5.045488
meat,"Meat, mule",1961,Head,70000,0.07
meat,"Meat, mule",1962,Head,83800,0.0838
meat,"Meat, mule",1963,Head,88500,0.0885
meat,"Meat, mule",1964,Head,95200,0.0952
meat,"Meat, mule",1965,Head,95700,0.0957
meat,"Meat, mule",1966,Head,80400,0.0804
meat,"Meat, mule",1967,Head,85100,0.0851
meat,"Meat, mule",1968,Head,83700,0.0837
meat,"Meat, mule",1969,Head,81700,0.0817
meat,"Meat, mule",1970,Head,86700,0.0867
meat,"Meat, mule",1971,Head,101100,0.1011
meat,"Meat, mule",1972,Head,114400,0.1144
meat,"Meat, mule",1973,Head,111500,0.1115
meat,"Meat, mule",1974,Head,114000,0.114
meat,"Meat, mule",1975,Head,117427,0.117427
meat,"Meat, mule",1976,Head,123400,0.1234
meat,"Meat, mule",1977,Head,121300,0.1213
meat,"Meat, mule",1978,Head,132200,0.1322
meat,"Meat, mule",1979,Head,138683,0.138683
meat,"Meat, mule",1980,Head,150600,0.1506
meat,"Meat, mule",1981,Head,159400,0.1594
meat,"Meat, mule",1982,Head,165300,0.1653
meat,"Meat, mule",1983,Head,174928,0.174928
meat,"Meat, mule",1984,Head,181669,0.181669
meat,"Meat, mule",1985,Head,196033,0.196033
meat,"Meat, mule",1986,Head,210200,0.2102
meat,"Meat, mule",1987,Head,234924,0.234924
meat,"Meat, mule",1988,Head,244690,0.24469
meat,"Meat, mule",1989,Head,256424,0.256424
meat,"Meat, mule",1990,Head,265367,0.265367
meat,"Meat, mule",1991,Head,270150,0.27015
meat,"Meat, mule",1992,Head,284593,0.284593
meat,"Meat, mule",1993,Head,294500,0.2945
meat,"Meat, mule",1994,Head,459700,0.4597
meat,"Meat, mule",1995,Head,515500,0.5155
meat,"Meat, mule",1996,Head,619500,0.6195
meat,"Meat, mule",1997,Head,589500,0.5895
meat,"Meat, mule",1998,Head,739000,0.739
meat,"Meat, mule",1999,Head,595700,0.5957
meat,"Meat, mule",2000,Head,656700,0.6567
meat,"Meat, mule",2001,Head,675600,0.6756
meat,"Meat, mule",2002,Head,659600,0.6596
meat,"Meat, mule",2003,Head,658600,0.6586
meat,"Meat, mule",2004,Head,637500,0.6375
meat,"Meat, mule",2005,Head,605700,0.6057
meat,"Meat, mule",2006,Head,616100,0.6161
meat,"Meat, mule",2007,Head,583600,0.5836
meat,"Meat, mule",2008,Head,546600,0.5466
meat,"Meat, mule",2009,Head,570600,0.5706
meat,"Meat, mule",2010,Head,544600,0.5446
meat,"Meat, mule",2011,Head,526600,0.5266
meat,"Meat, mule",2012,Head,523600,0.5236
meat,"Meat, mule",2013,Head,482300,0.4823
meat,"Meat, mule",2014,Head,482600,0.4826
meat,"Meat, mule",2015,Head,402944,0.402944
meat,"Meat, mule",2016,Head,362374,0.362374
meat,"Meat, mule",2017,Head,294364,0.294364
meat,"Meat, mule",2018,Head,281819,0.281819
meat,"Meat, other camelids",1961,Head,753678,0.753678
meat,"Meat, other camelids",1962,Head,841360,0.84136
meat,"Meat, other camelids",1963,Head,688359,0.688359
meat,"Meat, other camelids",1964,Head,789810,0.78981
meat,"Meat, other camelids",1965,Head,482830,0.48283
meat,"Meat, other camelids",1966,Head,480280,0.48028
meat,"Meat, other camelids",1967,Head,468180,0.46818
meat,"Meat, other camelids",1968,Head,484330,0.48433
meat,"Meat, other camelids",1969,Head,507610,0.50761
meat,"Meat, other camelids",1970,Head,541160,0.54116
meat,"Meat, other camelids",1971,Head,502029,0.502029
meat,"Meat, other camelids",1972,Head,478398,0.478398
meat,"Meat, other camelids",1973,Head,471336,0.471336
meat,"Meat, other camelids",1974,Head,483468,0.483468
meat,"Meat, other camelids",1975,Head,470423,0.470423
meat,"Meat, other camelids",1976,Head,466867,0.466867
meat,"Meat, other camelids",1977,Head,466624,0.466624
meat,"Meat, other camelids",1978,Head,468161,0.468161
meat,"Meat, other camelids",1979,Head,463721,0.463721
meat,"Meat, other camelids",1980,Head,440770,0.44077
meat,"Meat, other camelids",1981,Head,445991,0.445991
meat,"Meat, other camelids",1982,Head,444863,0.444863
meat,"Meat, other camelids",1983,Head,552562,0.552562
meat,"Meat, other camelids",1984,Head,434011,0.434011
meat,"Meat, other camelids",1985,Head,415103,0.415103
meat,"Meat, other camelids",1986,Head,407314,0.407314
meat,"Meat, other camelids",1987,Head,407961,0.407961
meat,"Meat, other camelids",1988,Head,422350,0.42235
meat,"Meat, other camelids",1989,Head,433100,0.4331
meat,"Meat, other camelids",1990,Head,473225,0.473225
meat,"Meat, other camelids",1991,Head,417120,0.41712
meat,"Meat, other camelids",1992,Head,461000,0.461
meat,"Meat, other camelids",1993,Head,431000,0.431
meat,"Meat, other camelids",1994,Head,460360,0.46036
meat,"Meat, other camelids",1995,Head,427941,0.427941
meat,"Meat, other camelids",1996,Head,415876,0.415876
meat,"Meat, other camelids",1997,Head,437454,0.437454
meat,"Meat, other camelids",1998,Head,455353,0.455353
meat,"Meat, other camelids",1999,Head,479221,0.479221
meat,"Meat, other camelids",2000,Head,494737,0.494737
meat,"Meat, other camelids",2001,Head,492230,0.49223
meat,"Meat, other camelids",2002,Head,532691,0.532691
meat,"Meat, other camelids",2003,Head,533000,0.533
meat,"Meat, other camelids",2004,Head,540000,0.54
meat,"Meat, other camelids",2005,Head,631983,0.631983
meat,"Meat, other camelids",2006,Head,671199,0.671199
meat,"Meat, other camelids",2007,Head,714573,0.714573
meat,"Meat, other camelids",2008,Head,753682,0.753682
meat,"Meat, other camelids",2009,Head,811336,0.811336
meat,"Meat, other camelids",2010,Head,792795,0.792795
meat,"Meat, other camelids",2011,Head,895514,0.895514
meat,"Meat, other camelids",2012,Head,927982,0.927982
meat,"Meat, other camelids",2013,Head,936841,0.936841
meat,"Meat, other camelids",2014,Head,936815,0.936815
meat,"Meat, other camelids",2015,Head,937380,0.93738
meat,"Meat, other camelids",2016,Head,955260,0.95526
meat,"Meat, other camelids",2017,Head,950472,0.950472
meat,"Meat, other camelids",2018,Head,961919,0.961919
meat,"Meat, other rodents",1961,1000 Head,79118,79.118
meat,"Meat, other rodents",1962,1000 Head,79763,79.763
meat,"Meat, other rodents",1963,1000 Head,80417,80.417
meat,"Meat, other rodents",1964,1000 Head,80615,80.615
meat,"Meat, other rodents",1965,1000 Head,80998,80.998
meat,"Meat, other rodents",1966,1000 Head,80184,80.184
meat,"Meat, other rodents",1967,1000 Head,79740,79.74
meat,"Meat, other rodents",1968,1000 Head,79544,79.544
meat,"Meat, other rodents",1969,1000 Head,79786,79.786
meat,"Meat, other rodents",1970,1000 Head,79817,79.817
meat,"Meat, other rodents",1971,1000 Head,80128,80.128
meat,"Meat, other rodents",1972,1000 Head,79467,79.467
meat,"Meat, other rodents",1973,1000 Head,80031,80.031
meat,"Meat, other rodents",1974,1000 Head,81657,81.657
meat,"Meat, other rodents",1975,1000 Head,81726,81.726
meat,"Meat, other rodents",1976,1000 Head,81786,81.786
meat,"Meat, other rodents",1977,1000 Head,81738,81.738
meat,"Meat, other rodents",1978,1000 Head,81795,81.795
meat,"Meat, other rodents",1979,1000 Head,81840,81.84
meat,"Meat, other rodents",1980,1000 Head,81803,81.803
meat,"Meat, other rodents",1981,1000 Head,81850,81.85
meat,"Meat, other rodents",1982,1000 Head,81898,81.898
meat,"Meat, other rodents",1983,1000 Head,81925,81.925
meat,"Meat, other rodents",1984,1000 Head,81965,81.965
meat,"Meat, other rodents",1985,1000 Head,81965,81.965
meat,"Meat, other rodents",1986,1000 Head,82345,82.345
meat,"Meat, other rodents",1987,1000 Head,82645,82.645
meat,"Meat, other rodents",1988,1000 Head,83145,83.145
meat,"Meat, other rodents",1989,1000 Head,83720,83.72
meat,"Meat, other rodents",1990,1000 Head,84120,84.12
meat,"Meat, other rodents",1991,1000 Head,84520,84.52
meat,"Meat, other rodents",1992,1000 Head,84720,84.72
meat,"Meat, other rodents",1993,1000 Head,84720,84.72
meat,"Meat, other rodents",1994,1000 Head,84720,84.72
meat,"Meat, other rodents",1995,1000 Head,84720,84.72
meat,"Meat, other rodents",1996,1000 Head,84720,84.72
meat,"Meat, other rodents",1997,1000 Head,84720,84.72
meat,"Meat, other rodents",1998,1000 Head,72600,72.6
meat,"Meat, other rodents",1999,1000 Head,60900,60.9
meat,"Meat, other rodents",2000,1000 Head,62770,62.77
meat,"Meat, other rodents",2001,1000 Head,63000,63
meat,"Meat, other rodents",2002,1000 Head,63500,63.5
meat,"Meat, other rodents",2003,1000 Head,64900,64.9
meat,"Meat, other rodents",2004,1000 Head,65500,65.5
meat,"Meat, other rodents",2005,1000 Head,67000,67
meat,"Meat, other rodents",2006,1000 Head,67000,67
meat,"Meat, other rodents",2007,1000 Head,67500,67.5
meat,"Meat, other rodents",2008,1000 Head,69000,69
meat,"Meat, other rodents",2009,1000 Head,69800,69.8
meat,"Meat, other rodents",2010,1000 Head,70000,70
meat,"Meat, other rodents",2011,1000 Head,70000,70
meat,"Meat, other rodents",2012,1000 Head,70371,70.371
meat,"Meat, other rodents",2013,1000 Head,70371,70.371
meat,"Meat, other rodents",2014,1000 Head,70733,70.733
meat,"Meat, other rodents",2015,1000 Head,70576,70.576
meat,"Meat, other rodents",2016,1000 Head,70630,70.63
meat,"Meat, other rodents",2017,1000 Head,71162,71.162
meat,"Meat, other rodents",2018,1000 Head,71316,71.316
meat,"Meat, pig",1961,Head,376366821,376.366821
meat,"Meat, pig",1962,Head,400614529,400.614529
meat,"Meat, pig",1963,Head,438317204,438.317204
meat,"Meat, pig",1964,Head,453715727,453.715727
meat,"Meat, pig",1965,Head,491740573,491.740573
meat,"Meat, pig",1966,Head,507144931,507.144931
meat,"Meat, pig",1967,Head,525627737,525.627737
meat,"Meat, pig",1968,Head,528933603,528.933603
meat,"Meat, pig",1969,Head,518408918,518.408918
meat,"Meat, pig",1970,Head,537222595,537.222595
meat,"Meat, pig",1971,Head,595074277,595.074277
meat,"Meat, pig",1972,Head,617789219,617.789219
meat,"Meat, pig",1973,Head,614783238,614.783238
meat,"Meat, pig",1974,Head,630845691,630.845691
meat,"Meat, pig",1975,Head,627303069,627.303069
meat,"Meat, pig",1976,Head,621545118,621.545118
meat,"Meat, pig",1977,Head,643453717,643.453717
meat,"Meat, pig",1978,Head,664926432,664.926432
meat,"Meat, pig",1979,Head,721459781,721.459781
meat,"Meat, pig",1980,Head,756014033,756.014033
meat,"Meat, pig",1981,Head,748905037,748.905037
meat,"Meat, pig",1982,Head,744368269,744.368269
meat,"Meat, pig",1983,Head,770247913,770.247913
meat,"Meat, pig",1984,Head,790755032,790.755032
meat,"Meat, pig",1985,Head,815034118,815.034118
meat,"Meat, pig",1986,Head,836061010,836.06101
meat,"Meat, pig",1987,Head,855731670,855.73167
meat,"Meat, pig",1988,Head,884321746,884.321746
meat,"Meat, pig",1989,Head,901139877,901.139877
meat,"Meat, pig",1990,Head,917442681,917.442681
meat,"Meat, pig",1991,Head,925602267,925.602267
meat,"Meat, pig",1992,Head,946222814,946.222814
meat,"Meat, pig",1993,Head,966111850,966.11185
meat,"Meat, pig",1994,Head,992176051,992.176051
meat,"Meat, pig",1995,Head,1001073647,1001.073647
meat,"Meat, pig",1996,Head,999774984,999.774984
meat,"Meat, pig",1997,Head,997933665,997.933665
meat,"Meat, pig",1998,Head,1055147800,1055.1478
meat,"Meat, pig",1999,Head,1088254196,1088.254196
meat,"Meat, pig",2000,Head,1100384024,1100.384024
meat,"Meat, pig",2001,Head,1101657969,1101.657969
meat,"Meat, pig",2002,Head,1133500519,1133.500519
meat,"Meat, pig",2003,Head,1173025584,1173.025584
meat,"Meat, pig",2004,Head,1185557429,1185.557429
meat,"Meat, pig",2005,Head,1200487078,1200.487078
meat,"Meat, pig",2006,Head,1231479013,1231.479013
meat,"Meat, pig",2007,Head,1265480763,1265.480763
meat,"Meat, pig",2008,Head,1299545256,1299.545256
meat,"Meat, pig",2009,Head,1319775446,1319.775446
meat,"Meat, pig",2010,Head,1383539789,1383.539789
meat,"Meat, pig",2011,Head,1387639934,1387.639934
meat,"Meat, pig",2012,Head,1427935389,1427.935389
meat,"Meat, pig",2013,Head,1452043214,1452.043214
meat,"Meat, pig",2014,Head,1468266226,1468.266226
meat,"Meat, pig",2015,Head,1485288483,1485.288483
meat,"Meat, pig",2016,Head,1481173814,1481.173814
meat,"Meat, pig",2017,Head,1486716445,1486.716445
meat,"Meat, pig",2018,Head,1484492840,1484.49284
meat,"Meat, rabbit",1961,1000 Head,271336,271.336
meat,"Meat, rabbit",1962,1000 Head,270866,270.866
meat,"Meat, rabbit",1963,1000 Head,274420,274.42
meat,"Meat, rabbit",1964,1000 Head,276557,276.557
meat,"Meat, rabbit",1965,1000 Head,280891,280.891
meat,"Meat, rabbit",1966,1000 Head,289911,289.911
meat,"Meat, rabbit",1967,1000 Head,298260,298.26
meat,"Meat, rabbit",1968,1000 Head,311902,311.902
meat,"Meat, rabbit",1969,1000 Head,324310,324.31
meat,"Meat, rabbit",1970,1000 Head,333175,333.175
meat,"Meat, rabbit",1971,1000 Head,362969,362.969
meat,"Meat, rabbit",1972,1000 Head,384273,384.273
meat,"Meat, rabbit",1973,1000 Head,400651,400.651
meat,"Meat, rabbit",1974,1000 Head,427283,427.283
meat,"Meat, rabbit",1975,1000 Head,444813,444.813
meat,"Meat, rabbit",1976,1000 Head,467674,467.674
meat,"Meat, rabbit",1977,1000 Head,495767,495.767
meat,"Meat, rabbit",1978,1000 Head,497078,497.078
meat,"Meat, rabbit",1979,1000 Head,503963,503.963
meat,"Meat, rabbit",1980,1000 Head,496627,496.627
meat,"Meat, rabbit",1981,1000 Head,493321,493.321
meat,"Meat, rabbit",1982,1000 Head,498315,498.315
meat,"Meat, rabbit",1983,1000 Head,510206,510.206
meat,"Meat, rabbit",1984,1000 Head,518665,518.665
meat,"Meat, rabbit",1985,1000 Head,524350,524.35
meat,"Meat, rabbit",1986,1000 Head,536578,536.578
meat,"Meat, rabbit",1987,1000 Head,565185,565.185
meat,"Meat, rabbit",1988,1000 Head,577021,577.021
meat,"Meat, rabbit",1989,1000 Head,539531,539.531
meat,"Meat, rabbit",1990,1000 Head,538531,538.531
meat,"Meat, rabbit",1991,1000 Head,458688,458.688
meat,"Meat, rabbit",1992,1000 Head,483259,483.259
meat,"Meat, rabbit",1993,1000 Head,504753,504.753
meat,"Meat, rabbit",1994,1000 Head,526027,526.027
meat,"Meat, rabbit",1995,1000 Head,546096,546.096
meat,"Meat, rabbit",1996,1000 Head,593086,593.086
meat,"Meat, rabbit",1997,1000 Head,564024,564.024
meat,"Meat, rabbit",1998,1000 Head,585996,585.996
meat,"Meat, rabbit",1999,1000 Head,577376,577.376
meat,"Meat, rabbit",2000,1000 Head,638032,638.032
meat,"Meat, rabbit",2001,1000 Head,699118,699.118
meat,"Meat, rabbit",2002,1000 Head,714597,714.597
meat,"Meat, rabbit",2003,1000 Head,721129,721.129
meat,"Meat, rabbit",2004,1000 Head,714049,714.049
meat,"Meat, rabbit",2005,1000 Head,753648,753.648
meat,"Meat, rabbit",2006,1000 Head,778406,778.406
meat,"Meat, rabbit",2007,1000 Head,824222,824.222
meat,"Meat, rabbit",2008,1000 Head,794360,794.36
meat,"Meat, rabbit",2009,1000 Head,809932,809.932
meat,"Meat, rabbit",2010,1000 Head,847475,847.475
meat,"Meat, rabbit",2011,1000 Head,874014,874.014
meat,"Meat, rabbit",2012,1000 Head,877199,877.199
meat,"Meat, rabbit",2013,1000 Head,907249,907.249
meat,"Meat, rabbit",2014,1000 Head,927308,927.308
meat,"Meat, rabbit",2015,1000 Head,933310,933.31
meat,"Meat, rabbit",2016,1000 Head,897614,897.614
meat,"Meat, rabbit",2017,1000 Head,925333,925.333
meat,"Meat, rabbit",2018,1000 Head,921894,921.894
meat,"Meat, sheep",1961,Head,330902794,330.902794
meat,"Meat, sheep",1962,Head,341528424,341.528424
meat,"Meat, sheep",1963,Head,344346633,344.346633
meat,"Meat, sheep",1964,Head,345889336,345.889336
meat,"Meat, sheep",1965,Head,341996356,341.996356
meat,"Meat, sheep",1966,Head,353156025,353.156025
meat,"Meat, sheep",1967,Head,354383563,354.383563
meat,"Meat, sheep",1968,Head,361962955,361.962955
meat,"Meat, sheep",1969,Head,359180542,359.180542
meat,"Meat, sheep",1970,Head,367518246,367.518246
meat,"Meat, sheep",1971,Head,372157891,372.157891
meat,"Meat, sheep",1972,Head,372193401,372.193401
meat,"Meat, sheep",1973,Head,361511701,361.511701
meat,"Meat, sheep",1974,Head,347737446,347.737446
meat,"Meat, sheep",1975,Head,363376997,363.376997
meat,"Meat, sheep",1976,Head,357097972,357.097972
meat,"Meat, sheep",1977,Head,359491642,359.491642
meat,"Meat, sheep",1978,Head,366513464,366.513464
meat,"Meat, sheep",1979,Head,362326932,362.326932
meat,"Meat, sheep",1980,Head,384396206,384.396206
meat,"Meat, sheep",1981,Head,402067515,402.067515
meat,"Meat, sheep",1982,Head,403916209,403.916209
meat,"Meat, sheep",1983,Head,414686533,414.686533
meat,"Meat, sheep",1984,Head,414835674,414.835674
meat,"Meat, sheep",1985,Head,423484700,423.4847
meat,"Meat, sheep",1986,Head,420771042,420.771042
meat,"Meat, sheep",1987,Head,431256493,431.256493
meat,"Meat, sheep",1988,Head,440849982,440.849982
meat,"Meat, sheep",1989,Head,456257199,456.257199
meat,"Meat, sheep",1990,Head,464384740,464.38474
