Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1975","1975","1000 Head","3540","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1976","1976","1000 Head","3622","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1977","1977","1000 Head","3673","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1978","1978","1000 Head","3688","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1979","1979","1000 Head","3725","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1980","1980","1000 Head","3767","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1981","1981","1000 Head","4710","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1982","1982","1000 Head","5444","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1983","1983","1000 Head","6172","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1984","1984","1000 Head","7614","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1985","1985","1000 Head","7903","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1986","1986","1000 Head","8184","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1987","1987","1000 Head","8511","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1988","1988","1000 Head","8772","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1989","1989","1000 Head","9095","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1990","1990","1000 Head","11126","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1991","1991","1000 Head","11263","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1992","1992","1000 Head","13113","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1993","1993","1000 Head","15383","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1994","1994","1000 Head","18027","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1995","1995","1000 Head","19484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1996","1996","1000 Head","20281","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1997","1997","1000 Head","10679","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1998","1998","1000 Head","10519","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","1999","1999","1000 Head","11104","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2000","2000","1000 Head","11373","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2001","2001","1000 Head","11193","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2002","2002","1000 Head","11282","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2003","2003","1000 Head","11822","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2004","2004","1000 Head","19183","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2005","2005","1000 Head","18712","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2006","2006","1000 Head","19663","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2007","2007","1000 Head","20498","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2008","2008","1000 Head","23137","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2009","2009","1000 Head","18038","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2010","2010","1000 Head","15353","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2011","2011","1000 Head","14919","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2012","2012","1000 Head","14826","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2013","2013","1000 Head","15434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2014","2014","1000 Head","16311","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2015","2015","1000 Head","17913","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2016","2016","1000 Head","17494","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2017","2017","1000 Head","18786","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2018","2018","1000 Head","18444","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2019","2019","1000 Head","18397","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1140","Rabbits and hares","2020","2020","1000 Head","17698","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1961","1961","Head","135098535","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1962","1962","Head","133222240","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1963","1963","Head","134176058","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1964","1964","Head","137289165","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1965","1965","Head","143304489","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1966","1966","Head","150828078","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1967","1967","Head","153695339","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1968","1968","Head","157968952","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1969","1969","Head","161202241","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1970","1970","Head","159232105","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1971","1971","Head","160620939","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1972","1972","Head","156804785","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1973","1973","Head","158683029","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1974","1974","Head","158231295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1975","1975","Head","163094473","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1976","1976","Head","163243810","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1977","1977","Head","170709469","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1978","1978","Head","174334529","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1979","1979","Head","176615874","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1980","1980","Head","184739123","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1981","1981","Head","186386279","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1982","1982","Head","187412774","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1983","1983","Head","188775589","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1984","1984","Head","185394621","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1985","1985","Head","189169509","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1986","1986","Head","190108909","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1987","1987","Head","194758278","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1988","1988","Head","197260549","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1989","1989","Head","205320894","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1990","1990","Head","207335196","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1991","1991","Head","209536082","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1992","1992","Head","211521636","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1993","1993","Head","205438719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1994","1994","Head","216033545","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1995","1995","Head","217128005","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1996","1996","Head","223977096","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1997","1997","Head","231935573","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1998","1998","Head","240046262","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","1999","1999","Head","249132960","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2000","2000","Head","253035938","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2001","2001","Head","258537998","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2002","2002","Head","265026663","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2003","2003","Head","269474951","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2004","2004","Head","278591494","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2005","2005","Head","286485426","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2006","2006","Head","291251416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2007","2007","Head","305970854","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2008","2008","Head","309970301","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2009","2009","Head","316108442","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2010","2010","Head","322936300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2011","2011","Head","332418436","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2012","2012","Head","341789459","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2013","2013","Head","351386469","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2014","2014","Head","360271025","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2015","2015","Head","361954549","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2016","2016","Head","373248325","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2017","2017","Head","378760313","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2018","2018","Head","386096414","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2019","2019","Head","408523779","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5111","Stocks","976","Sheep","2020","2020","Head","418303807","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1961","1961","1000 Head","1213","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1962","1962","1000 Head","1276","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1963","1963","1000 Head","1339","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1964","1964","1000 Head","1404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1965","1965","1000 Head","1468","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1966","1966","1000 Head","1587","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1967","1967","1000 Head","1597","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1968","1968","1000 Head","1712","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1969","1969","1000 Head","1828","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1970","1970","1000 Head","1944","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1971","1971","1000 Head","2057","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1972","1972","1000 Head","2170","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1973","1973","1000 Head","2283","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1974","1974","1000 Head","2094","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1975","1975","1000 Head","2208","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1976","1976","1000 Head","2109","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1977","1977","1000 Head","2115","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1978","1978","1000 Head","2376","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1979","1979","1000 Head","2438","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1980","1980","1000 Head","2151","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1981","1981","1000 Head","2266","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1982","1982","1000 Head","2180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1983","1983","1000 Head","2471","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1984","1984","1000 Head","2669","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1985","1985","1000 Head","3094","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1986","1986","1000 Head","3326","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1987","1987","1000 Head","3180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1988","1988","1000 Head","3526","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1989","1989","1000 Head","3699","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1990","1990","1000 Head","7293","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1991","1991","1000 Head","7423","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1992","1992","1000 Head","8030","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1993","1993","1000 Head","8919","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1994","1994","1000 Head","9420","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1995","1995","1000 Head","9440","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1996","1996","1000 Head","9386","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1997","1997","1000 Head","10332","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1998","1998","1000 Head","9892","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","1999","1999","1000 Head","10522","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2000","2000","1000 Head","11150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2001","2001","1000 Head","12004","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2002","2002","1000 Head","11619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2003","2003","1000 Head","11141","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2004","2004","1000 Head","11960","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2005","2005","1000 Head","12804","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2006","2006","1000 Head","13836","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2007","2007","1000 Head","16979","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2008","2008","1000 Head","17989","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2009","2009","1000 Head","18860","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2010","2010","1000 Head","21499","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2011","2011","1000 Head","21830","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2012","2012","1000 Head","24858","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2013","2013","1000 Head","26172","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2014","2014","1000 Head","27099","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2015","2015","1000 Head","27288","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2016","2016","1000 Head","27943","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2017","2017","1000 Head","28084","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2018","2018","1000 Head","28388","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2019","2019","1000 Head","27414","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5100","Africa","5112","Stocks","1079","Turkeys","2020","2020","1000 Head","29766","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5111","Stocks","1107","Asses","1961","1961","Head","15000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5111","Stocks","1107","Asses","1962","1962","Head","15000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5111","Stocks","1107","Asses","1963","1963","Head","15000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5111","Stocks","1107","Asses","1964","1964","Head","16000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5111","Stocks","1107","Asses","1965","1965","Head","16000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5111","Stocks","1107","Asses","1966","1966","Head","16003","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5111","Stocks","1107","Asses","1967","1967","Head","18004","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5111","Stocks","1107","Asses","1968","1968","Head","18004","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5111","Stocks","1107","Asses","1969","1969","Head","18005","A","Aggregate, may include official, semi-official, estimated or calculated data"
