crop,year,mass_t
Taro (cocoyam),1967,5558850
Taro (cocoyam),1968,5469848
Taro (cocoyam),1969,5925884
Taro (cocoyam),1970,5807187
Taro (cocoyam),1971,5233642
Taro (cocoyam),1972,5537058
Taro (cocoyam),1973,5548044
Taro (cocoyam),1974,5399294
Taro (cocoyam),1975,4978800
Taro (cocoyam),1976,4650417
Taro (cocoyam),1977,4409148
Taro (cocoyam),1978,3992490
Taro (cocoyam),1979,4090526
Taro (cocoyam),1980,4074712
Taro (cocoyam),1981,4060277
Taro (cocoyam),1982,4093097
Taro (cocoyam),1983,4198290
Taro (cocoyam),1984,4397526
Taro (cocoyam),1985,4362220
Taro (cocoyam),1986,4777348
Taro (cocoyam),1987,4729902
Taro (cocoyam),1988,5075278
Taro (cocoyam),1989,5211873
Taro (cocoyam),1990,5029866
Taro (cocoyam),1991,5544436
Taro (cocoyam),1992,5559727
Taro (cocoyam),1993,6041833
Taro (cocoyam),1994,5975315
Taro (cocoyam),1995,6243612
Taro (cocoyam),1996,6507821
Taro (cocoyam),1997,7208525
Taro (cocoyam),1998,9300038
Taro (cocoyam),1999,9705510
Taro (cocoyam),2000,9769719
Taro (cocoyam),2001,9955322
Taro (cocoyam),2002,10534054
Taro (cocoyam),2003,10810396
Taro (cocoyam),2004,10992123
Taro (cocoyam),2005,11520016
Taro (cocoyam),2006,11916298
Taro (cocoyam),2007,11634824
Taro (cocoyam),2008,12148859
Taro (cocoyam),2009,9626534
Taro (cocoyam),2010,9457470
Taro (cocoyam),2011,9550596
Taro (cocoyam),2012,9866695
Taro (cocoyam),2013,9643257
Taro (cocoyam),2014,10125358
Taro (cocoyam),2015,10170692
Taro (cocoyam),2016,10220607
Taro (cocoyam),2017,10529092
Taro (cocoyam),2018,10639850
Tea,1961,983785
Tea,1962,987350
Tea,1963,1021949
Tea,1964,1063199
Tea,1965,1092631
Tea,1966,1144061
Tea,1967,1161581
Tea,1968,1216441
Tea,1969,1238984
Tea,1970,1286757
Tea,1971,1308424
Tea,1972,1405269
Tea,1973,1465134
Tea,1974,1492601
Tea,1975,1549347
Tea,1976,1591872
Tea,1977,1771000
Tea,1978,1805757
Tea,1979,1834132
Tea,1980,1893527
Tea,1981,1885907
Tea,1982,1961781
Tea,1983,2062325
Tea,1984,2202636
Tea,1985,2307534
Tea,1986,2293102
Tea,1987,2358977
Tea,1988,2448034
Tea,1989,2472861
Tea,1990,2524670
Tea,1991,2755374
Tea,1992,2747611
Tea,1993,2880564
Tea,1994,2887673
Tea,1995,2862765
Tea,1996,2957706
Tea,1997,3063492
Tea,1998,3259674
Tea,1999,3355901
Tea,2000,3231081
Tea,2001,3358453
Tea,2002,3417524
Tea,2003,3485121
Tea,2004,3620928
Tea,2005,3873996
Tea,2006,3851694
Tea,2007,4172871
Tea,2008,4266571
Tea,2009,4311758
Tea,2010,4621942
Tea,2011,4839700
Tea,2012,5042470
Tea,2013,5328737
Tea,2014,5509943
Tea,2015,5790315
Tea,2016,5859841
Tea,2017,6048081
Tea,2018,6337968
"Tobacco, unmanufactured",1961,3573815
"Tobacco, unmanufactured",1962,3935808
"Tobacco, unmanufactured",1963,4265315
"Tobacco, unmanufactured",1964,4660809
"Tobacco, unmanufactured",1965,4355632
"Tobacco, unmanufactured",1966,4591428
"Tobacco, unmanufactured",1967,4891506
"Tobacco, unmanufactured",1968,4766053
"Tobacco, unmanufactured",1969,4675245
"Tobacco, unmanufactured",1970,4663176
"Tobacco, unmanufactured",1971,4567459
"Tobacco, unmanufactured",1972,4934530
"Tobacco, unmanufactured",1973,4949319
"Tobacco, unmanufactured",1974,5299463
"Tobacco, unmanufactured",1975,5418558
"Tobacco, unmanufactured",1976,5732973
"Tobacco, unmanufactured",1977,5582693
"Tobacco, unmanufactured",1978,5987668
"Tobacco, unmanufactured",1979,5434067
"Tobacco, unmanufactured",1980,5258295
"Tobacco, unmanufactured",1981,5981468
"Tobacco, unmanufactured",1982,6948556
"Tobacco, unmanufactured",1983,5987789
"Tobacco, unmanufactured",1984,6554452
"Tobacco, unmanufactured",1985,7049189
"Tobacco, unmanufactured",1986,6007986
"Tobacco, unmanufactured",1987,6177950
"Tobacco, unmanufactured",1988,6839755
"Tobacco, unmanufactured",1989,7065400
"Tobacco, unmanufactured",1990,7137640
"Tobacco, unmanufactured",1991,7555180
"Tobacco, unmanufactured",1992,8327279
"Tobacco, unmanufactured",1993,8339455
"Tobacco, unmanufactured",1994,6450918
"Tobacco, unmanufactured",1995,6269783
"Tobacco, unmanufactured",1996,7393387
"Tobacco, unmanufactured",1997,8944164
"Tobacco, unmanufactured",1998,6879339
"Tobacco, unmanufactured",1999,6970736
"Tobacco, unmanufactured",2000,6686423
"Tobacco, unmanufactured",2001,6105217
"Tobacco, unmanufactured",2002,6409562
"Tobacco, unmanufactured",2003,5998473
"Tobacco, unmanufactured",2004,6558254
"Tobacco, unmanufactured",2005,6721310
"Tobacco, unmanufactured",2006,6542296
"Tobacco, unmanufactured",2007,6165596
"Tobacco, unmanufactured",2008,6647544
"Tobacco, unmanufactured",2009,7142371
"Tobacco, unmanufactured",2010,6944875
"Tobacco, unmanufactured",2011,7481169
"Tobacco, unmanufactured",2012,7593955
"Tobacco, unmanufactured",2013,7606741
"Tobacco, unmanufactured",2014,7287346
"Tobacco, unmanufactured",2015,6784626
"Tobacco, unmanufactured",2016,6361725
"Tobacco, unmanufactured",2017,6512263
"Tobacco, unmanufactured",2018,6094875
Tomatoes,1961,27617540
Tomatoes,1962,29132494
Tomatoes,1963,28155077
Tomatoes,1964,29827033
Tomatoes,1965,30460051
Tomatoes,1966,31780649
Tomatoes,1967,33460349
Tomatoes,1968,35331354
Tomatoes,1969,34562598
Tomatoes,1970,35884497
Tomatoes,1971,37720586
Tomatoes,1972,38448549
Tomatoes,1973,41627884
Tomatoes,1974,44778007
Tomatoes,1975,47047200
Tomatoes,1976,45037491
Tomatoes,1977,47082349
Tomatoes,1978,50747993
Tomatoes,1979,54842729
Tomatoes,1980,52650437
Tomatoes,1981,54311347
Tomatoes,1982,57581564
Tomatoes,1983,59545387
Tomatoes,1984,64081319
Tomatoes,1985,65347924
Tomatoes,1986,65224857
Tomatoes,1987,66092451
Tomatoes,1988,67380634
Tomatoes,1989,74614548
Tomatoes,1990,76309661
Tomatoes,1991,75888906
Tomatoes,1992,73724150
Tomatoes,1993,77053452
Tomatoes,1994,82447904
Tomatoes,1995,86486032
Tomatoes,1996,92680777
Tomatoes,1997,89251706
Tomatoes,1998,95084327
Tomatoes,1999,108942532
Tomatoes,2000,109260006
Tomatoes,2001,106715237
Tomatoes,2002,115761759
Tomatoes,2003,118226366
Tomatoes,2004,127032087
Tomatoes,2005,128363470
Tomatoes,2006,130452137
Tomatoes,2007,137155468
Tomatoes,2008,141648137
Tomatoes,2009,155308602
Tomatoes,2010,153314047
Tomatoes,2011,159489080
Tomatoes,2012,163211178
Tomatoes,2013,165239541
Tomatoes,2014,174787530
Tomatoes,2015,176823434
Tomatoes,2016,178158747
Tomatoes,2017,180945772
Tomatoes,2018,182256458
Triticale,1961,
Triticale,1962,
Triticale,1963,
Triticale,1964,
Triticale,1965,
Triticale,1966,
Triticale,1967,
Triticale,1968,
Triticale,1969,
Triticale,1970,
Triticale,1971,
Triticale,1972,
Triticale,1973,
Triticale,1974,
Triticale,1975,1200
Triticale,1976,2309
Triticale,1977,23213
Triticale,1978,49669
Triticale,1979,99054
Triticale,1980,167210
Triticale,1981,102280
Triticale,1982,86443
Triticale,1983,192464
Triticale,1984,374508
Triticale,1985,599060
Triticale,1986,913235
Triticale,1987,2062133
Triticale,1988,2904592
Triticale,1989,3835912
Triticale,1990,4453148
Triticale,1991,4742970
Triticale,1992,4411529
Triticale,1993,4977941
Triticale,1994,4759585
Triticale,1995,6193485
Triticale,1996,7448345
Triticale,1997,7933758
Triticale,1998,8775242
Triticale,1999,8311408
Triticale,2000,9111412
Triticale,2001,10825346
Triticale,2002,11962946
Triticale,2003,10518879
Triticale,2004,14240283
Triticale,2005,13312835
Triticale,2006,11791219
Triticale,2007,12123316
Triticale,2008,14240338
Triticale,2009,15664683
Triticale,2010,13740409
Triticale,2011,13556994
Triticale,2012,13651765
Triticale,2013,14463664
Triticale,2014,16982007
Triticale,2015,16968111
Triticale,2016,15535409
Triticale,2017,15515704
Triticale,2018,12802592
Tung nuts,1961,475624
Tung nuts,1962,367759
Tung nuts,1963,584471
Tung nuts,1964,632894
Tung nuts,1965,263510
Tung nuts,1966,598642
Tung nuts,1967,581462
Tung nuts,1968,626444
Tung nuts,1969,570297
Tung nuts,1970,621191
Tung nuts,1971,526690
Tung nuts,1972,673009
Tung nuts,1973,411887
Tung nuts,1974,655629
Tung nuts,1975,656158
Tung nuts,1976,567461
Tung nuts,1977,592866
Tung nuts,1978,582236
Tung nuts,1979,501476
Tung nuts,1980,488617
Tung nuts,1981,546207
Tung nuts,1982,505581
Tung nuts,1983,527374
Tung nuts,1984,506617
Tung nuts,1985,529725
Tung nuts,1986,462746
Tung nuts,1987,460045
Tung nuts,1988,481209
Tung nuts,1989,461017
Tung nuts,1990,484042
Tung nuts,1991,444594
Tung nuts,1992,521900
Tung nuts,1993,520443
Tung nuts,1994,490566
Tung nuts,1995,459562
Tung nuts,1996,462524
Tung nuts,1997,531264
Tung nuts,1998,493156
Tung nuts,1999,505369
Tung nuts,2000,499723
Tung nuts,2001,469094
Tung nuts,2002,430184
Tung nuts,2003,414761
Tung nuts,2004,439597
Tung nuts,2005,429851
Tung nuts,2006,446922
Tung nuts,2007,421496
Tung nuts,2008,430765
Tung nuts,2009,428667
Tung nuts,2010,495842
Tung nuts,2011,500620
Tung nuts,2012,491916
Tung nuts,2013,483372
Tung nuts,2014,481504
Tung nuts,2015,478639
Tung nuts,2016,474502
Tung nuts,2017,435697
Tung nuts,2018,413669
Vanilla,1961,1380
Vanilla,1962,1199
Vanilla,1963,1685
Vanilla,1964,1627
Vanilla,1965,1749
Vanilla,1966,1938
Vanilla,1967,1898
Vanilla,1968,1507
Vanilla,1969,1962
Vanilla,1970,1736
Vanilla,1971,2337
Vanilla,1972,2398
Vanilla,1973,2082
Vanilla,1974,2844
Vanilla,1975,3136
Vanilla,1976,1586
Vanilla,1977,1939
Vanilla,1978,1989
Vanilla,1979,1740
Vanilla,1980,1983
Vanilla,1981,2390
Vanilla,1982,2795
Vanilla,1983,2811
Vanilla,1984,3243
Vanilla,1985,3024
Vanilla,1986,2542
Vanilla,1987,4093
Vanilla,1988,4861
Vanilla,1989,4437
Vanilla,1990,3211
Vanilla,1991,3203
Vanilla,1992,3585
Vanilla,1993,4235
Vanilla,1994,3569
Vanilla,1995,3889
Vanilla,1996,4115
Vanilla,1997,4007
Vanilla,1998,4573
Vanilla,1999,4341
Vanilla,2000,3988
Vanilla,2001,4739
Vanilla,2002,5310
Vanilla,2003,4826
Vanilla,2004,5840
Vanilla,2005,7499
Vanilla,2006,9060
Vanilla,2007,9349
Vanilla,2008,9324
Vanilla,2009,9199
Vanilla,2010,8289
Vanilla,2011,8634
Vanilla,2012,8085
Vanilla,2013,7633
Vanilla,2014,7098
Vanilla,2015,7253
Vanilla,2016,7278
Vanilla,2017,7717
Vanilla,2018,7575
"Vegetables, fresh nes",1961,62307653
"Vegetables, fresh nes",1962,64592714
"Vegetables, fresh nes",1963,64037508
"Vegetables, fresh nes",1964,64832246
"Vegetables, fresh nes",1965,65823443
"Vegetables, fresh nes",1966,67194913
"Vegetables, fresh nes",1967,68442519
"Vegetables, fresh nes",1968,70171855
"Vegetables, fresh nes",1969,70863145
"Vegetables, fresh nes",1970,71184818
"Vegetables, fresh nes",1971,74364183
"Vegetables, fresh nes",1972,72938818
"Vegetables, fresh nes",1973,75154503
"Vegetables, fresh nes",1974,76237114
"Vegetables, fresh nes",1975,77292417
"Vegetables, fresh nes",1976,79409633
"Vegetables, fresh nes",1977,82286726
"Vegetables, fresh nes",1978,86583211
"Vegetables, fresh nes",1979,86549111
"Vegetables, fresh nes",1980,85600625
"Vegetables, fresh nes",1981,91184516
"Vegetables, fresh nes",1982,95987782
"Vegetables, fresh nes",1983,102367375
"Vegetables, fresh nes",1984,112357688
"Vegetables, fresh nes",1985,112581851
"Vegetables, fresh nes",1986,129814219
"Vegetables, fresh nes",1987,132389533
"Vegetables, fresh nes",1988,137997867
"Vegetables, fresh nes",1989,138710355
"Vegetables, fresh nes",1990,140314879
"Vegetables, fresh nes",1991,135062201
"Vegetables, fresh nes",1992,144904166
"Vegetables, fresh nes",1993,155428142
"Vegetables, fresh nes",1994,161088312
"Vegetables, fresh nes",1995,165885731
"Vegetables, fresh nes",1996,171922447
"Vegetables, fresh nes",1997,175581351
"Vegetables, fresh nes",1998,178523814
"Vegetables, fresh nes",1999,188064527
"Vegetables, fresh nes",2000,211610549
"Vegetables, fresh nes",2001,227180655
"Vegetables, fresh nes",2002,226692031
"Vegetables, fresh nes",2003,237183104
"Vegetables, fresh nes",2004,224325418
"Vegetables, fresh nes",2005,231771630
"Vegetables, fresh nes",2006,241884277
"Vegetables, fresh nes",2007,244610984
"Vegetables, fresh nes",2008,249305237
"Vegetables, fresh nes",2009,248581509
"Vegetables, fresh nes",2010,259746276
"Vegetables, fresh nes",2011,260842101
"Vegetables, fresh nes",2012,272044780
"Vegetables, fresh nes",2013,277982471
"Vegetables, fresh nes",2014,285693443
"Vegetables, fresh nes",2015,288931169
"Vegetables, fresh nes",2016,292920885
"Vegetables, fresh nes",2017,294934038
"Vegetables, fresh nes",2018,297596674
"Vegetables, leguminous nes",1961,647212
"Vegetables, leguminous nes",1962,701537
"Vegetables, leguminous nes",1963,715034
"Vegetables, leguminous nes",1964,725727
"Vegetables, leguminous nes",1965,703639
"Vegetables, leguminous nes",1966,707661
"Vegetables, leguminous nes",1967,714506
"Vegetables, leguminous nes",1968,706553
"Vegetables, leguminous nes",1969,686341
"Vegetables, leguminous nes",1970,697080
"Vegetables, leguminous nes",1971,699858
"Vegetables, leguminous nes",1972,662931
"Vegetables, leguminous nes",1973,716250
"Vegetables, leguminous nes",1974,766825
"Vegetables, leguminous nes",1975,796301
"Vegetables, leguminous nes",1976,843333
"Vegetables, leguminous nes",1977,797100
"Vegetables, leguminous nes",1978,832791
"Vegetables, leguminous nes",1979,831104
"Vegetables, leguminous nes",1980,854320
"Vegetables, leguminous nes",1981,925008
"Vegetables, leguminous nes",1982,871210
"Vegetables, leguminous nes",1983,848408
"Vegetables, leguminous nes",1984,927622
"Vegetables, leguminous nes",1985,979451
"Vegetables, leguminous nes",1986,1057117
"Vegetables, leguminous nes",1987,1089752
"Vegetables, leguminous nes",1988,1028318
"Vegetables, leguminous nes",1989,977336
"Vegetables, leguminous nes",1990,1017048
"Vegetables, leguminous nes",1991,971456
"Vegetables, leguminous nes",1992,1018798
"Vegetables, leguminous nes",1993,949988
"Vegetables, leguminous nes",1994,952087
"Vegetables, leguminous nes",1995,963806
"Vegetables, leguminous nes",1996,1023261
"Vegetables, leguminous nes",1997,1023785
"Vegetables, leguminous nes",1998,1053197
"Vegetables, leguminous nes",1999,1123563
"Vegetables, leguminous nes",2000,1063990
"Vegetables, leguminous nes",2001,1108780
"Vegetables, leguminous nes",2002,1148867
"Vegetables, leguminous nes",2003,1431802
"Vegetables, leguminous nes",2004,1583493
"Vegetables, leguminous nes",2005,1469745
"Vegetables, leguminous nes",2006,1510265
"Vegetables, leguminous nes",2007,1466935
"Vegetables, leguminous nes",2008,1571191
"Vegetables, leguminous nes",2009,1759869
"Vegetables, leguminous nes",2010,1702818
"Vegetables, leguminous nes",2011,1582646
"Vegetables, leguminous nes",2012,1517657
"Vegetables, leguminous nes",2013,1610228
"Vegetables, leguminous nes",2014,1566857
"Vegetables, leguminous nes",2015,1481714
"Vegetables, leguminous nes",2016,1455600
"Vegetables, leguminous nes",2017,1508375
"Vegetables, leguminous nes",2018,1571704
Vetches,1961,1871348
Vetches,1962,2243064
Vetches,1963,1576519
Vetches,1964,2315556
Vetches,1965,1878022
Vetches,1966,2016549
Vetches,1967,2222169
Vetches,1968,2079651
Vetches,1969,2285491
Vetches,1970,2272120
Vetches,1971,1885485
Vetches,1972,1812065
Vetches,1973,1865146
Vetches,1974,1883776
Vetches,1975,1260650
Vetches,1976,1625858
Vetches,1977,1619608
Vetches,1978,1110884
Vetches,1979,909989
Vetches,1980,1118904
Vetches,1981,953691
Vetches,1982,1191201
Vetches,1983,1653494
Vetches,1984,1563708
Vetches,1985,1795650
Vetches,1986,1735044
Vetches,1987,1671869
Vetches,1988,1553049
Vetches,1989,1590503
Vetches,1990,1546041
Vetches,1991,1257176
Vetches,1992,1185964
Vetches,1993,1069697
Vetches,1994,1061009
Vetches,1995,1021271
Vetches,1996,1281838
Vetches,1997,1346695
Vetches,1998,949293
Vetches,1999,901670
Vetches,2000,1040755
Vetches,2001,1115861
Vetches,2002,1112816
Vetches,2003,1260001
Vetches,2004,1277642
Vetches,2005,1083247
Vetches,2006,1239056
Vetches,2007,981549
Vetches,2008,980626
Vetches,2009,833937
Vetches,2010,746110
Vetches,2011,939899
Vetches,2012,945002
Vetches,2013,932831
Vetches,2014,921161
Vetches,2015,978895
Vetches,2016,937350
Vetches,2017,907337
Vetches,2018,934390
"Walnuts, with shell",1961,497077
"Walnuts, with shell",1962,530187
"Walnuts, with shell",1963,529130
"Walnuts, with shell",1964,547407
"Walnuts, with shell",1965,533463
"Walnuts, with shell",1966,584392
"Walnuts, with shell",1967,562147
"Walnuts, with shell",1968,591254
"Walnuts, with shell",1969,619973
"Walnuts, with shell",1970,654660
"Walnuts, with shell",1971,678585
"Walnuts, with shell",1972,635637
"Walnuts, with shell",1973,791963
"Walnuts, with shell",1974,668099
"Walnuts, with shell",1975,732768
"Walnuts, with shell",1976,743482
"Walnuts, with shell",1977,716599
"Walnuts, with shell",1978,743899
"Walnuts, with shell",1979,790726
"Walnuts, with shell",1980,795415
"Walnuts, with shell",1981,780722
"Walnuts, with shell",1982,874377
"Walnuts, with shell",1983,844051
"Walnuts, with shell",1984,838407
"Walnuts, with shell",1985,836056
"Walnuts, with shell",1986,842476
"Walnuts, with shell",1987,874537
"Walnuts, with shell",1988,867914
"Walnuts, with shell",1989,919535
"Walnuts, with shell",1990,890515
"Walnuts, with shell",1991,919163
"Walnuts, with shell",1992,928410
"Walnuts, with shell",1993,1095401
"Walnuts, with shell",1994,1044209
"Walnuts, with shell",1995,1057927
"Walnuts, with shell",1996,1078845
"Walnuts, with shell",1997,1124422
"Walnuts, with shell",1998,1180033
