crop,year,mass_t
"Cherries, sour",1981,653855
"Cherries, sour",1982,858025
"Cherries, sour",1983,878636
"Cherries, sour",1984,876433
"Cherries, sour",1985,940469
"Cherries, sour",1986,856272
"Cherries, sour",1987,900293
"Cherries, sour",1988,953636
"Cherries, sour",1989,985895
"Cherries, sour",1990,868200
"Cherries, sour",1991,849457
"Cherries, sour",1992,1187129
"Cherries, sour",1993,1218482
"Cherries, sour",1994,991832
"Cherries, sour",1995,1031934
"Cherries, sour",1996,1160140
"Cherries, sour",1997,1078693
"Cherries, sour",1998,994937
"Cherries, sour",1999,987603
"Cherries, sour",2000,1118228
"Cherries, sour",2001,1122270
"Cherries, sour",2002,972333
"Cherries, sour",2003,1132942
"Cherries, sour",2004,1238799
"Cherries, sour",2005,1153997
"Cherries, sour",2006,1142066
"Cherries, sour",2007,1191597
"Cherries, sour",2008,1220671
"Cherries, sour",2009,1339183
"Cherries, sour",2010,1130415
"Cherries, sour",2011,1251862
"Cherries, sour",2012,1160581
"Cherries, sour",2013,1385317
"Cherries, sour",2014,1332280
"Cherries, sour",2015,1342049
"Cherries, sour",2016,1405566
"Cherries, sour",2017,1184648
"Cherries, sour",2018,1529000
Chestnut,1961,594398
Chestnut,1962,583624
Chestnut,1963,562082
Chestnut,1964,582810
Chestnut,1965,529078
Chestnut,1966,571831
Chestnut,1967,555017
Chestnut,1968,550579
Chestnut,1969,569158
Chestnut,1970,565272
Chestnut,1971,487598
Chestnut,1972,503913
Chestnut,1973,534189
Chestnut,1974,453514
Chestnut,1975,452088
Chestnut,1976,465750
Chestnut,1977,461230
Chestnut,1978,480431
Chestnut,1979,528433
Chestnut,1980,472013
Chestnut,1981,456294
Chestnut,1982,448313
Chestnut,1983,450139
Chestnut,1984,406777
Chestnut,1985,414011
Chestnut,1986,449818
Chestnut,1987,492590
Chestnut,1988,497696
Chestnut,1989,470598
Chestnut,1990,484076
Chestnut,1991,626752
Chestnut,1992,674891
Chestnut,1993,637633
Chestnut,1994,691279
Chestnut,1995,676330
Chestnut,1996,677396
Chestnut,1997,788880
Chestnut,1998,833031
Chestnut,1999,886477
Chestnut,2000,940911
Chestnut,2001,946326
Chestnut,2002,1040580
Chestnut,2003,1134221
Chestnut,2004,1267317
Chestnut,2005,1368354
Chestnut,2006,1496135
Chestnut,2007,1604773
Chestnut,2008,1796444
Chestnut,2009,1906931
Chestnut,2010,1999712
Chestnut,2011,2037261
Chestnut,2012,2056157
Chestnut,2013,2090054
Chestnut,2014,2054266
Chestnut,2015,2037146
Chestnut,2016,2267617
Chestnut,2017,2297790
Chestnut,2018,2353825
Chick peas,1961,7681851
Chick peas,1962,7258871
Chick peas,1963,6926985
Chick peas,1964,6018047
Chick peas,1965,7354357
Chick peas,1966,5682250
Chick peas,1967,5290391
Chick peas,1968,7525108
Chick peas,1969,5880415
Chick peas,1970,7096114
Chick peas,1971,6611310
Chick peas,1972,6716184
Chick peas,1973,6200052
Chick peas,1974,5972643
Chick peas,1975,5605989
Chick peas,1976,7428020
Chick peas,1977,7193607
Chick peas,1978,7151077
Chick peas,1979,7587409
Chick peas,1980,4854451
Chick peas,1981,5768235
Chick peas,1982,6164000
Chick peas,1983,7066256
Chick peas,1984,6606876
Chick peas,1985,6457971
Chick peas,1986,8086802
Chick peas,1987,6865382
Chick peas,1988,5768625
Chick peas,1989,7175739
Chick peas,1990,6786780
Chick peas,1991,8119280
Chick peas,1992,6647266
Chick peas,1993,6751374
Chick peas,1994,7148325
Chick peas,1995,9173282
Chick peas,1996,8111610
Chick peas,1997,8341432
Chick peas,1998,8871521
Chick peas,1999,9465522
Chick peas,2000,8036706
Chick peas,2001,6935108
Chick peas,2002,8431805
Chick peas,2003,7038345
Chick peas,2004,8458142
Chick peas,2005,8467474
Chick peas,2006,8426223
Chick peas,2007,9662261
Chick peas,2008,8621558
Chick peas,2009,10372177
Chick peas,2010,10810317
Chick peas,2011,11558474
Chick peas,2012,11450947
Chick peas,2013,13200601
Chick peas,2014,13612809
Chick peas,2015,11220906
Chick peas,2016,11261006
Chick peas,2017,14722155
Chick peas,2018,17192188
Chicory roots,1961,309056
Chicory roots,1962,222634
Chicory roots,1963,284459
Chicory roots,1964,355774
Chicory roots,1965,327646
Chicory roots,1966,276167
Chicory roots,1967,225569
Chicory roots,1968,270183
Chicory roots,1969,283164
Chicory roots,1970,349286
Chicory roots,1971,337694
Chicory roots,1972,190070
Chicory roots,1973,203927
Chicory roots,1974,229098
Chicory roots,1975,363569
Chicory roots,1976,311888
Chicory roots,1977,434485
Chicory roots,1978,441149
Chicory roots,1979,323196
Chicory roots,1980,250099
Chicory roots,1981,321519
Chicory roots,1982,383603
Chicory roots,1983,324484
Chicory roots,1984,330598
Chicory roots,1985,375029
Chicory roots,1986,345802
Chicory roots,1987,257779
Chicory roots,1988,299732
Chicory roots,1989,264172
Chicory roots,1990,349337
Chicory roots,1991,406038
Chicory roots,1992,448587
Chicory roots,1993,411834
Chicory roots,1994,465271
Chicory roots,1995,611812
Chicory roots,1996,798670
Chicory roots,1997,793615
Chicory roots,1998,649329
Chicory roots,1999,920040
Chicory roots,2000,1075849
Chicory roots,2001,859143
Chicory roots,2002,866158
Chicory roots,2003,951901
Chicory roots,2004,988096
Chicory roots,2005,903703
Chicory roots,2006,662005
Chicory roots,2007,640550
Chicory roots,2008,677747
Chicory roots,2009,776669
Chicory roots,2010,642952
Chicory roots,2011,596269
Chicory roots,2012,501007
Chicory roots,2013,474826
Chicory roots,2014,494221
Chicory roots,2015,504415
Chicory roots,2016,462540
Chicory roots,2017,492376
Chicory roots,2018,597819
"Chillies and peppers, dry",1961,991649
"Chillies and peppers, dry",1962,1077009
"Chillies and peppers, dry",1963,1162437
"Chillies and peppers, dry",1964,1162494
"Chillies and peppers, dry",1965,1057577
"Chillies and peppers, dry",1966,1161597
"Chillies and peppers, dry",1967,1253127
"Chillies and peppers, dry",1968,1176919
"Chillies and peppers, dry",1969,1195305
"Chillies and peppers, dry",1970,1354158
"Chillies and peppers, dry",1971,1334706
"Chillies and peppers, dry",1972,1318076
"Chillies and peppers, dry",1973,1412714
"Chillies and peppers, dry",1974,1336033
"Chillies and peppers, dry",1975,1459033
"Chillies and peppers, dry",1976,1396049
"Chillies and peppers, dry",1977,1597221
"Chillies and peppers, dry",1978,1631650
"Chillies and peppers, dry",1979,1594881
"Chillies and peppers, dry",1980,1588321
"Chillies and peppers, dry",1981,1563880
"Chillies and peppers, dry",1982,1639982
"Chillies and peppers, dry",1983,1645998
"Chillies and peppers, dry",1984,1719405
"Chillies and peppers, dry",1985,1975624
"Chillies and peppers, dry",1986,1795257
"Chillies and peppers, dry",1987,1736184
"Chillies and peppers, dry",1988,1831629
"Chillies and peppers, dry",1989,1998016
"Chillies and peppers, dry",1990,1931964
"Chillies and peppers, dry",1991,1779127
"Chillies and peppers, dry",1992,1963895
"Chillies and peppers, dry",1993,1932450
"Chillies and peppers, dry",1994,1825188
"Chillies and peppers, dry",1995,1909584
"Chillies and peppers, dry",1996,2198083
"Chillies and peppers, dry",1997,2063005
"Chillies and peppers, dry",1998,2257023
"Chillies and peppers, dry",1999,2372529
"Chillies and peppers, dry",2000,2466990
"Chillies and peppers, dry",2001,2475289
"Chillies and peppers, dry",2002,2356555
"Chillies and peppers, dry",2003,2722186
"Chillies and peppers, dry",2004,2743455
"Chillies and peppers, dry",2005,2728172
"Chillies and peppers, dry",2006,2850909
"Chillies and peppers, dry",2007,2977155
"Chillies and peppers, dry",2008,3067845
"Chillies and peppers, dry",2009,3049473
"Chillies and peppers, dry",2010,3088249
"Chillies and peppers, dry",2011,3187345
"Chillies and peppers, dry",2012,3376757
"Chillies and peppers, dry",2013,3583087
"Chillies and peppers, dry",2014,3716248
"Chillies and peppers, dry",2015,3991688
"Chillies and peppers, dry",2016,3907960
"Chillies and peppers, dry",2017,4437524
"Chillies and peppers, dry",2018,4164594
"Chillies and peppers, green",1961,5907956
"Chillies and peppers, green",1962,5212400
"Chillies and peppers, green",1963,5334831
"Chillies and peppers, green",1964,5071518
"Chillies and peppers, green",1965,5211698
"Chillies and peppers, green",1966,5635594
"Chillies and peppers, green",1967,5850813
"Chillies and peppers, green",1968,6009630
"Chillies and peppers, green",1969,6072200
"Chillies and peppers, green",1970,5472490
"Chillies and peppers, green",1971,5955304
"Chillies and peppers, green",1972,6188588
"Chillies and peppers, green",1973,6679212
"Chillies and peppers, green",1974,6732954
"Chillies and peppers, green",1975,6631311
"Chillies and peppers, green",1976,6762057
"Chillies and peppers, green",1977,7385241
"Chillies and peppers, green",1978,7455146
"Chillies and peppers, green",1979,7833678
"Chillies and peppers, green",1980,7666390
"Chillies and peppers, green",1981,8019926
"Chillies and peppers, green",1982,8227342
"Chillies and peppers, green",1983,8546431
"Chillies and peppers, green",1984,8899797
"Chillies and peppers, green",1985,9639470
"Chillies and peppers, green",1986,9855636
"Chillies and peppers, green",1987,10168106
"Chillies and peppers, green",1988,10283724
"Chillies and peppers, green",1989,10560377
"Chillies and peppers, green",1990,10906355
"Chillies and peppers, green",1991,10930497
"Chillies and peppers, green",1992,11313948
"Chillies and peppers, green",1993,12226565
"Chillies and peppers, green",1994,12976928
"Chillies and peppers, green",1995,14056153
"Chillies and peppers, green",1996,16401745
"Chillies and peppers, green",1997,17296990
"Chillies and peppers, green",1998,18516711
"Chillies and peppers, green",1999,19447257
"Chillies and peppers, green",2000,20874506
"Chillies and peppers, green",2001,21425955
"Chillies and peppers, green",2002,22543388
"Chillies and peppers, green",2003,24334836
"Chillies and peppers, green",2004,24626357
"Chillies and peppers, green",2005,25353715
"Chillies and peppers, green",2006,26700847
"Chillies and peppers, green",2007,27427243
"Chillies and peppers, green",2008,28114953
"Chillies and peppers, green",2009,28760193
"Chillies and peppers, green",2010,29680830
"Chillies and peppers, green",2011,30255631
"Chillies and peppers, green",2012,30961594
"Chillies and peppers, green",2013,31268030
"Chillies and peppers, green",2014,32150707
"Chillies and peppers, green",2015,33189148
"Chillies and peppers, green",2016,34567250
"Chillies and peppers, green",2017,35988989
"Chillies and peppers, green",2018,36771482
Cinnamon (cannella),1961,19912
Cinnamon (cannella),1962,22025
Cinnamon (cannella),1963,20385
Cinnamon (cannella),1964,19889
Cinnamon (cannella),1965,19692
Cinnamon (cannella),1966,15455
Cinnamon (cannella),1967,22290
Cinnamon (cannella),1968,20896
Cinnamon (cannella),1969,24370
Cinnamon (cannella),1970,19316
Cinnamon (cannella),1971,24007
Cinnamon (cannella),1972,22616
Cinnamon (cannella),1973,25503
Cinnamon (cannella),1974,25319
Cinnamon (cannella),1975,24184
Cinnamon (cannella),1976,24905
Cinnamon (cannella),1977,26122
Cinnamon (cannella),1978,31391
Cinnamon (cannella),1979,30297
Cinnamon (cannella),1980,32292
Cinnamon (cannella),1981,36320
Cinnamon (cannella),1982,38621
Cinnamon (cannella),1983,45112
Cinnamon (cannella),1984,50036
Cinnamon (cannella),1985,53308
Cinnamon (cannella),1986,54311
Cinnamon (cannella),1987,60507
Cinnamon (cannella),1988,63312
Cinnamon (cannella),1989,62098
Cinnamon (cannella),1990,67276
Cinnamon (cannella),1991,64588
Cinnamon (cannella),1992,67885
Cinnamon (cannella),1993,73639
Cinnamon (cannella),1994,73965
Cinnamon (cannella),1995,81300
Cinnamon (cannella),1996,85820
Cinnamon (cannella),1997,85446
Cinnamon (cannella),1998,90682
Cinnamon (cannella),1999,92199
Cinnamon (cannella),2000,101470
Cinnamon (cannella),2001,100204
Cinnamon (cannella),2002,110869
Cinnamon (cannella),2003,132822
Cinnamon (cannella),2004,172200
Cinnamon (cannella),2005,175604
Cinnamon (cannella),2006,184092
Cinnamon (cannella),2007,190241
Cinnamon (cannella),2008,192051
Cinnamon (cannella),2009,201022
Cinnamon (cannella),2010,190877
Cinnamon (cannella),2011,198837
Cinnamon (cannella),2012,204029
Cinnamon (cannella),2013,208763
Cinnamon (cannella),2014,212973
Cinnamon (cannella),2015,219225
Cinnamon (cannella),2016,224683
Cinnamon (cannella),2017,222706
Cinnamon (cannella),2018,221815
Cloves,1961,27770
Cloves,1962,19090
Cloves,1963,26470
Cloves,1964,29380
Cloves,1965,26515
Cloves,1966,35660
Cloves,1967,39761
Cloves,1968,33996
Cloves,1969,23876
Cloves,1970,34373
Cloves,1971,29371
Cloves,1972,34475
Cloves,1973,45771
Cloves,1974,44113
Cloves,1975,38201
Cloves,1976,44555
Cloves,1977,64601
Cloves,1978,39558
Cloves,1979,36506
Cloves,1980,55697
Cloves,1981,48416
Cloves,1982,47775
Cloves,1983,56121
Cloves,1984,80548
Cloves,1985,59605
Cloves,1986,71968
Cloves,1987,82101
Cloves,1988,107146
Cloves,1989,70713
Cloves,1990,81968
Cloves,1991,113607
Cloves,1992,89743
Cloves,1993,89594
Cloves,1994,102221
Cloves,1995,108402
Cloves,1996,87681
Cloves,1997,81718
Cloves,1998,92950
Cloves,1999,80437
Cloves,2000,86034
Cloves,2001,99899
Cloves,2002,107386
Cloves,2003,153072
Cloves,2004,110207
Cloves,2005,105057
Cloves,2006,88811
Cloves,2007,109295
Cloves,2008,99628
Cloves,2009,110807
Cloves,2010,127526
Cloves,2011,102877
Cloves,2012,130775
Cloves,2013,143236
Cloves,2014,163241
Cloves,2015,182844
Cloves,2016,186202
Cloves,2017,171104
Cloves,2018,167506
"Cocoa, beans",1961,1186364
"Cocoa, beans",1962,1213539
"Cocoa, beans",1963,1280516
"Cocoa, beans",1964,1544612
"Cocoa, beans",1965,1229189
"Cocoa, beans",1966,1344411
"Cocoa, beans",1967,1390556
"Cocoa, beans",1968,1246628
"Cocoa, beans",1969,1418917
"Cocoa, beans",1970,1543448
"Cocoa, beans",1971,1638900
"Cocoa, beans",1972,1510770
"Cocoa, beans",1973,1402108
"Cocoa, beans",1974,1556484
"Cocoa, beans",1975,1561669
"Cocoa, beans",1976,1366556
"Cocoa, beans",1977,1452549
"Cocoa, beans",1978,1495418
"Cocoa, beans",1979,1659914
"Cocoa, beans",1980,1670684
"Cocoa, beans",1981,1735292
"Cocoa, beans",1982,1615358
"Cocoa, beans",1983,1604673
"Cocoa, beans",1984,1810611
"Cocoa, beans",1985,2014015
"Cocoa, beans",1986,2118410
"Cocoa, beans",1987,2055935
"Cocoa, beans",1988,2563339
"Cocoa, beans",1989,2641015
"Cocoa, beans",1990,2532151
"Cocoa, beans",1991,2521947
"Cocoa, beans",1992,2677032
"Cocoa, beans",1993,2672285
"Cocoa, beans",1994,2671270
"Cocoa, beans",1995,2985766
"Cocoa, beans",1996,3237672
"Cocoa, beans",1997,3017084
"Cocoa, beans",1998,3302841
"Cocoa, beans",1999,2975445
"Cocoa, beans",2000,3338448
"Cocoa, beans",2001,3222554
"Cocoa, beans",2002,3298204
"Cocoa, beans",2003,3705196
"Cocoa, beans",2004,4069809
"Cocoa, beans",2005,4044042
"Cocoa, beans",2006,4299998
"Cocoa, beans",2007,3899064
"Cocoa, beans",2008,4266013
"Cocoa, beans",2009,4211424
"Cocoa, beans",2010,4329437
"Cocoa, beans",2011,4614870
"Cocoa, beans",2012,4613415
"Cocoa, beans",2013,4484827
"Cocoa, beans",2014,4757222
"Cocoa, beans",2015,4807505
"Cocoa, beans",2016,4714038
"Cocoa, beans",2017,5277863
"Cocoa, beans",2018,5252377
Coconuts,1961,23841315
Coconuts,1962,25682908
Coconuts,1963,26180490
Coconuts,1964,26060291
Coconuts,1965,25516683
Coconuts,1966,26254079
Coconuts,1967,25788104
Coconuts,1968,26106896
Coconuts,1969,25361442
Coconuts,1970,26318803
Coconuts,1971,28660007
Coconuts,1972,30080115
Coconuts,1973,27998001
Coconuts,1974,26666560
Coconuts,1975,30775652
Coconuts,1976,33619173
Coconuts,1977,32122505
Coconuts,1978,32789390
Coconuts,1979,31320667
Coconuts,1980,32247761
Coconuts,1981,34070472
Coconuts,1982,33493906
Coconuts,1983,32548461
Coconuts,1984,31466538
Coconuts,1985,35941618
Coconuts,1986,38974685
Coconuts,1987,38734382
Coconuts,1988,37288974
Coconuts,1989,38315806
Coconuts,1990,43468901
Coconuts,1991,43996586
Coconuts,1992,45734253
Coconuts,1993,47116504
Coconuts,1994,48615761
Coconuts,1995,50406745
Coconuts,1996,49444194
Coconuts,1997,50144766
Coconuts,1998,49006290
Coconuts,1999,49343377
Coconuts,2000,51225620
Coconuts,2001,51972109
Coconuts,2002,53566981
Coconuts,2003,54282133
Coconuts,2004,55005083
Coconuts,2005,57731438
Coconuts,2006,58168900
Coconuts,2007,62187516
Coconuts,2008,60605355
Coconuts,2009,61506527
Coconuts,2010,60543524
Coconuts,2011,58811737
Coconuts,2012,62290927
Coconuts,2013,62479697
Coconuts,2014,61446372
Coconuts,2015,59419784
Coconuts,2016,60591792
Coconuts,2017,60444228
Coconuts,2018,61865423
"Coffee, green",1961,4527876
"Coffee, green",1962,4584371
"Coffee, green",1963,4152127
"Coffee, green",1964,3769389
"Coffee, green",1965,4981569
"Coffee, green",1966,4052231
"Coffee, green",1967,4332681
"Coffee, green",1968,3936446
"Coffee, green",1969,4272399
"Coffee, green",1970,3849638
"Coffee, green",1971,4663275
"Coffee, green",1972,4570708
"Coffee, green",1973,4185724
"Coffee, green",1974,4770143
"Coffee, green",1975,4603209
"Coffee, green",1976,3522508
"Coffee, green",1977,4399391
"Coffee, green",1978,4725186
"Coffee, green",1979,4973090
"Coffee, green",1980,4839219
"Coffee, green",1981,6083218
"Coffee, green",1982,4940877
"Coffee, green",1983,5582080
"Coffee, green",1984,5221504
"Coffee, green",1985,5824530
"Coffee, green",1986,5237224
"Coffee, green",1987,6385156
"Coffee, green",1988,5645491
"Coffee, green",1989,5908041
"Coffee, green",1990,6063096
"Coffee, green",1991,6063339
"Coffee, green",1992,6086346
"Coffee, green",1993,5554947
"Coffee, green",1994,5722718
"Coffee, green",1995,5529156
"Coffee, green",1996,6197692
"Coffee, green",1997,6072140
"Coffee, green",1998,6632660
"Coffee, green",1999,6790803
"Coffee, green",2000,7502036
"Coffee, green",2001,7379889
"Coffee, green",2002,7930085
"Coffee, green",2003,7038779
"Coffee, green",2004,7862163
"Coffee, green",2005,7390107
"Coffee, green",2006,8147329
"Coffee, green",2007,8137937
"Coffee, green",2008,8490000
"Coffee, green",2009,7793351
"Coffee, green",2010,8477507
"Coffee, green",2011,8387161
"Coffee, green",2012,8822841
"Coffee, green",2013,8893439
"Coffee, green",2014,8761695
"Coffee, green",2015,8865752
"Coffee, green",2016,9353937
"Coffee, green",2017,9162344
"Coffee, green",2018,10303118
Coir,1961,358368
Coir,1962,389528
Coir,1963,375197
Coir,1964,393157
Coir,1965,384116
Coir,1966,372025
Coir,1967,386985
Coir,1968,406764
Coir,1969,411818
Coir,1970,420648
Coir,1971,428938
Coir,1972,432358
Coir,1973,375689
Coir,1974,389211
Coir,1975,418616
Coir,1976,400753
Coir,1977,355361
Coir,1978,383353
Coir,1979,395488
Coir,1980,384912
Coir,1981,390983
Coir,1982,434892
Coir,1983,402337
Coir,1984,425422
Coir,1985,462017
Coir,1986,461958
Coir,1987,449666
Coir,1988,484706
Coir,1989,543499
Coir,1990,588733
Coir,1991,577310
Coir,1992,628241
Coir,1993,654405
Coir,1994,728200
Coir,1995,1011190
Coir,1996,1042990
Coir,1997,983610
Coir,1998,931120
Coir,1999,970990
Coir,2000,945090
Coir,2001,915590
Coir,2002,904080
Coir,2003,1006350
Coir,2004,953210
Coir,2005,994550
Coir,2006,1023660
Coir,2007,1082660
Coir,2008,1055914
Coir,2009,1114845
Coir,2010,1112020
Coir,2011,1086640
Coir,2012,1132625
Coir,2013,1206111
Coir,2014,1181512
Coir,2015,1209624
Coir,2016,1212698
Coir,2017,1226013
Coir,2018,1238725
Cotton lint,1961,9462109
Cotton lint,1962,10214883
Cotton lint,1963,11233154
Cotton lint,1964,11722876
Cotton lint,1965,12421155
Cotton lint,1966,11627960
Cotton lint,1967,11296587
Cotton lint,1968,12282863
Cotton lint,1969,11845772
Cotton lint,1970,12049787
Cotton lint,1971,12762755
Cotton lint,1972,13421986
Cotton lint,1973,13987178
Cotton lint,1974,13980362
Cotton lint,1975,12395442
Cotton lint,1976,11963078
Cotton lint,1977,13940489
Cotton lint,1978,13228862
Cotton lint,1979,13888659
Cotton lint,1980,13905050
Cotton lint,1981,15281088
Cotton lint,1982,14879082
Cotton lint,1983,14199766
Cotton lint,1984,18025936
Cotton lint,1985,17342525
Cotton lint,1986,15218412
Cotton lint,1987,16532426
Cotton lint,1988,18246662
Cotton lint,1989,17008093
Cotton lint,1990,18515891
Cotton lint,1991,20699163
Cotton lint,1992,18331315
Cotton lint,1993,16664479
Cotton lint,1994,18384025
Cotton lint,1995,19754051
Cotton lint,1996,19377185
Cotton lint,1997,19119914
Cotton lint,1998,18186471
Cotton lint,1999,18224697
Cotton lint,2000,18542579
Cotton lint,2001,20910695
Cotton lint,2002,18854042
Cotton lint,2003,19446791
Cotton lint,2004,24513889
Cotton lint,2005,24390377
Cotton lint,2006,25596431
Cotton lint,2007,25170735
Cotton lint,2008,22561325
Cotton lint,2009,21052236
Cotton lint,2010,23834560
Cotton lint,2011,26438155
Cotton lint,2012,26663897
Cotton lint,2013,24707788
Cotton lint,2014,25790891
Cotton lint,2015,22253815
Cotton lint,2016,23274797
Cotton lint,2017,25262189
Cotton lint,2018,24190795
Cottonseed,1961,17439864
Cottonseed,1962,18648654
Cottonseed,1963,20550196
Cottonseed,1964,21416916
Cottonseed,1965,22686161
Cottonseed,1966,21437844
Cottonseed,1967,21063836
Cottonseed,1968,22754440
Cottonseed,1969,21836821
Cottonseed,1970,22501125
Cottonseed,1971,23546274
Cottonseed,1972,24565365
Cottonseed,1973,25676461
Cottonseed,1974,26040365
Cottonseed,1975,22802779
Cottonseed,1976,22101425
Cottonseed,1977,25595529
Cottonseed,1978,24356479
Cottonseed,1979,26341866
Cottonseed,1980,26019561
Cottonseed,1981,28670276
Cottonseed,1982,28042714
Cottonseed,1983,27340186
Cottonseed,1984,34769399
Cottonseed,1985,32091443
Cottonseed,1986,28136596
Cottonseed,1987,30824746
Cottonseed,1988,33811016
Cottonseed,1989,31531672
Cottonseed,1990,33848337
Cottonseed,1991,38050669
Cottonseed,1992,32858168
Cottonseed,1993,29903347
Cottonseed,1994,33209333
Cottonseed,1995,35617385
Cottonseed,1996,34432667
Cottonseed,1997,34036772
Cottonseed,1998,32543520
Cottonseed,1999,33206273
Cottonseed,2000,33276684
Cottonseed,2001,37729433
Cottonseed,2002,33717502
Cottonseed,2003,35039528
Cottonseed,2004,44391042
Cottonseed,2005,43734279
Cottonseed,2006,44567051
Cottonseed,2007,46311010
Cottonseed,2008,42097489
Cottonseed,2009,38729068
Cottonseed,2010,43274200
Cottonseed,2011,48900367
Cottonseed,2012,48989848
Cottonseed,2013,45431382
Cottonseed,2014,46688336
Cottonseed,2015,39924047
Cottonseed,2016,41484814
Cottonseed,2017,43269819
Cottonseed,2018,41162918
"Cow peas, dry",1961,868764
"Cow peas, dry",1962,978189
"Cow peas, dry",1963,1100756
"Cow peas, dry",1964,1119337
"Cow peas, dry",1965,1108060
"Cow peas, dry",1966,1024211
"Cow peas, dry",1967,1059480
"Cow peas, dry",1968,1131080
"Cow peas, dry",1969,1423407
"Cow peas, dry",1970,1364899
"Cow peas, dry",1971,1245869
"Cow peas, dry",1972,934289
"Cow peas, dry",1973,978556
"Cow peas, dry",1974,1649538
"Cow peas, dry",1975,1506733
"Cow peas, dry",1976,1327515
"Cow peas, dry",1977,1019818
"Cow peas, dry",1978,1213111
"Cow peas, dry",1979,1335110
"Cow peas, dry",1980,1181208
"Cow peas, dry",1981,1305279
"Cow peas, dry",1982,1322868
"Cow peas, dry",1983,1267504
"Cow peas, dry",1984,1136112
"Cow peas, dry",1985,1302813
"Cow peas, dry",1986,1555245
"Cow peas, dry",1987,1447652
"Cow peas, dry",1988,1831454
"Cow peas, dry",1989,2171976
"Cow peas, dry",1990,2146505
"Cow peas, dry",1991,2509454
"Cow peas, dry",1992,2645211
"Cow peas, dry",1993,2544507
"Cow peas, dry",1994,2725207
"Cow peas, dry",1995,2743854
"Cow peas, dry",1996,3011918
"Cow peas, dry",1997,2953231
"Cow peas, dry",1998,3784662
"Cow peas, dry",1999,3666790
"Cow peas, dry",2000,3298760
"Cow peas, dry",2001,3847613
"Cow peas, dry",2002,4255890
"Cow peas, dry",2003,4382208
"Cow peas, dry",2004,4150777
"Cow peas, dry",2005,4766459
"Cow peas, dry",2006,5199004
"Cow peas, dry",2007,5332331
"Cow peas, dry",2008,6160233
"Cow peas, dry",2009,4826332
"Cow peas, dry",2010,6834863
"Cow peas, dry",2011,4982599
"Cow peas, dry",2012,8580381
"Cow peas, dry",2013,8482003
"Cow peas, dry",2014,5805442
"Cow peas, dry",2015,6011082
"Cow peas, dry",2016,7147525
"Cow peas, dry",2017,6666396
"Cow peas, dry",2018,7233408
Cranberries,1961,56408
Cranberries,1962,60318
Cranberries,1963,57388
Cranberries,1964,60550
Cranberries,1965,65240
Cranberries,1966,72101
Cranberries,1967,64803
Cranberries,1968,67984
Cranberries,1969,83994
Cranberries,1970,95064
Cranberries,1971,107525
Cranberries,1972,97815
Cranberries,1973,100557
Cranberries,1974,105693
Cranberries,1975,99866
Cranberries,1976,115691
Cranberries,1977,102236
Cranberries,1978,118676
Cranberries,1979,119720
Cranberries,1980,128179
Cranberries,1981,125568
Cranberries,1982,144980
Cranberries,1983,143892
Cranberries,1984,156804
Cranberries,1985,166285
Cranberries,1986,175893
Cranberries,1987,165263
Cranberries,1988,197648
Cranberries,1989,186286
Cranberries,1990,176805
Cranberries,1991,234815
Cranberries,1992,229739
Cranberries,1993,221268
Cranberries,1994,260662
Cranberries,1995,244393
Cranberries,1996,255840
Cranberries,1997,305647
Cranberries,1998,305404
Cranberries,1999,348438
Cranberries,2000,318625
Cranberries,2001,300290
Cranberries,2002,329225
Cranberries,2003,365678
Cranberries,2004,372299
Cranberries,2005,377246
Cranberries,2006,426074
Cranberries,2007,410508
Cranberries,2008,486272
Cranberries,2009,466774
Cranberries,2010,465906
Cranberries,2011,534910
Cranberries,2012,594160
Cranberries,2013,628084
Cranberries,2014,655058
Cranberries,2015,653470
Cranberries,2016,757112
Cranberries,2017,640610
Cranberries,2018,722684
Cucumbers and gherkins,1961,9548680
Cucumbers and gherkins,1962,9371964
Cucumbers and gherkins,1963,9590284
Cucumbers and gherkins,1964,9423710
Cucumbers and gherkins,1965,9308950
Cucumbers and gherkins,1966,9906931
Cucumbers and gherkins,1967,10458074
Cucumbers and gherkins,1968,10887859
Cucumbers and gherkins,1969,11084294
Cucumbers and gherkins,1970,10173846
Cucumbers and gherkins,1971,10562157
Cucumbers and gherkins,1972,10607750
Cucumbers and gherkins,1973,11273595
Cucumbers and gherkins,1974,10982286
Cucumbers and gherkins,1975,11645050
Cucumbers and gherkins,1976,11317686
Cucumbers and gherkins,1977,12304158
Cucumbers and gherkins,1978,12106304
Cucumbers and gherkins,1979,13333664
Cucumbers and gherkins,1980,12758185
Cucumbers and gherkins,1981,14204206
Cucumbers and gherkins,1982,14692796
Cucumbers and gherkins,1983,14558157
Cucumbers and gherkins,1984,14723844
Cucumbers and gherkins,1985,15466031
Cucumbers and gherkins,1986,15815509
Cucumbers and gherkins,1987,16105021
Cucumbers and gherkins,1988,15982403
Cucumbers and gherkins,1989,16169110
Cucumbers and gherkins,1990,17625893
Cucumbers and gherkins,1991,17727672
Cucumbers and gherkins,1992,18149188
Cucumbers and gherkins,1993,20252063
Cucumbers and gherkins,1994,21666940
Cucumbers and gherkins,1995,23542086
Cucumbers and gherkins,1996,25639227
Cucumbers and gherkins,1997,27467186
Cucumbers and gherkins,1998,28711237
Cucumbers and gherkins,1999,30853027
Cucumbers and gherkins,2000,37938892
Cucumbers and gherkins,2001,39425592
