product,year,production_quantity_Mt,area_harvested_ha
"Bastfibres, other",2016,0.223558,145399
"Bastfibres, other",2017,0.207777,137763
"Bastfibres, other",2018,0.221276,143292
"Beans, dry",1961,11.228313,22766818
"Beans, dry",1962,11.744939,23507897
"Beans, dry",1963,11.693428,23846059
"Beans, dry",1964,12.139318,24767407
"Beans, dry",1965,12.044424,24366450
"Beans, dry",1966,11.897234,23794470
"Beans, dry",1967,12.490784,23925421
"Beans, dry",1968,11.701307,23337287
"Beans, dry",1969,11.740358,22912960
"Beans, dry",1970,12.629727,23341468
"Beans, dry",1971,12.596557,23271032
"Beans, dry",1972,12.319681,22789341
"Beans, dry",1973,13.037173,23905191
"Beans, dry",1974,12.753197,23887691
"Beans, dry",1975,13.412679,24424462
"Beans, dry",1976,12.327437,23319721
"Beans, dry",1977,13.242206,24306124
"Beans, dry",1978,13.554877,24419793
"Beans, dry",1979,12.731407,23106790
"Beans, dry",1980,13.711771,25505767
"Beans, dry",1981,15.278695,26440396
"Beans, dry",1982,15.342446,26214856
"Beans, dry",1983,14.825734,25210078
"Beans, dry",1984,15.664232,26321041
"Beans, dry",1985,15.499453,26417031
"Beans, dry",1986,15.143551,26526575
"Beans, dry",1987,15.045832,25581875
"Beans, dry",1988,16.567574,26806240
"Beans, dry",1989,15.582299,26178016
"Beans, dry",1990,17.544635,26546569
"Beans, dry",1991,18.003141,27428991
"Beans, dry",1992,17.169073,25441303
"Beans, dry",1993,16.467245,24624745
"Beans, dry",1994,17.611866,26619869
"Beans, dry",1995,17.787767,25928321
"Beans, dry",1996,17.102924,25786354
"Beans, dry",1997,16.524782,25509382
"Beans, dry",1998,16.609308,24280386
"Beans, dry",1999,17.95318,23690861
"Beans, dry",2000,17.839493,23827931
"Beans, dry",2001,18.475305,23965299
"Beans, dry",2002,20.130279,27665935
"Beans, dry",2003,21.369678,28506723
"Beans, dry",2004,18.659215,27306133
"Beans, dry",2005,19.270113,26794743
"Beans, dry",2006,21.170504,27884508
"Beans, dry",2007,21.73786,29300690
"Beans, dry",2008,21.893433,26675529
"Beans, dry",2009,21.991442,25495208
"Beans, dry",2010,24.634101,30756583
"Beans, dry",2011,23.832337,30300563
"Beans, dry",2012,24.226303,28972652
"Beans, dry",2013,24.739129,29175937
"Beans, dry",2014,26.849343,30383876
"Beans, dry",2015,27.614253,30783463
"Beans, dry",2016,28.370254,34333800
"Beans, dry",2017,30.811933,36302258
"Beans, dry",2018,30.43428,34495662
"Beans, green",1961,2.632012,498135
"Beans, green",1962,2.576531,493363
"Beans, green",1963,2.638434,505665
"Beans, green",1964,2.734299,512001
"Beans, green",1965,2.716652,529327
"Beans, green",1966,2.80482,536912
"Beans, green",1967,2.847014,532406
"Beans, green",1968,2.853535,543202
"Beans, green",1969,2.95887,546883
"Beans, green",1970,3.069315,561434
"Beans, green",1971,3.126849,573508
"Beans, green",1972,3.226604,584607
"Beans, green",1973,3.288529,587922
"Beans, green",1974,3.435688,601797
"Beans, green",1975,3.431663,609043
"Beans, green",1976,3.347391,598946
"Beans, green",1977,3.622146,621143
"Beans, green",1978,3.661016,627146
"Beans, green",1979,3.818595,628162
"Beans, green",1980,3.854047,618301
"Beans, green",1981,4.087064,673822
"Beans, green",1982,4.321373,686479
"Beans, green",1983,4.383863,697857
"Beans, green",1984,4.737131,727010
"Beans, green",1985,4.908984,727568
"Beans, green",1986,4.885512,758723
"Beans, green",1987,5.121953,823613
"Beans, green",1988,5.375367,857419
"Beans, green",1989,5.785474,902412
"Beans, green",1990,5.942817,933904
"Beans, green",1991,6.232678,964698
"Beans, green",1992,6.694618,1043764
"Beans, green",1993,6.810927,985440
"Beans, green",1994,6.918021,1021030
"Beans, green",1995,8.521778,1256534
"Beans, green",1996,8.798619,1271322
"Beans, green",1997,8.903901,1294092
"Beans, green",1998,9.114653,1296539
"Beans, green",1999,9.549114,1315375
"Beans, green",2000,9.836864,1365439
"Beans, green",2001,10.919366,1417976
"Beans, green",2002,11.665423,1434626
"Beans, green",2003,12.847005,1436500
"Beans, green",2004,13.752535,1407048
"Beans, green",2005,15.441689,1419116
"Beans, green",2006,17.215594,1444350
"Beans, green",2007,18.017731,1450050
"Beans, green",2008,18.954409,1450585
"Beans, green",2009,19.141756,1450698
"Beans, green",2010,19.781471,1491780
"Beans, green",2011,20.146705,1496661
"Beans, green",2012,20.87401,1504382
"Beans, green",2013,21.362203,1518321
"Beans, green",2014,21.705172,1502477
"Beans, green",2015,23.183217,1539753
"Beans, green",2016,23.595644,1563266
"Beans, green",2017,24.214148,1568774
"Beans, green",2018,24.752675,1567394
Berries nes,1961,0.305559,38048
Berries nes,1962,0.298619,38362
Berries nes,1963,0.309462,39818
Berries nes,1964,0.323869,40935
Berries nes,1965,0.329476,41003
Berries nes,1966,0.292712,39954
Berries nes,1967,0.296345,40048
Berries nes,1968,0.306145,41318
Berries nes,1969,0.300419,40855
Berries nes,1970,0.305959,43190
Berries nes,1971,0.307038,48357
Berries nes,1972,0.308398,45231
Berries nes,1973,0.296202,44625
Berries nes,1974,0.312641,46486
Berries nes,1975,0.314563,46388
Berries nes,1976,0.325928,47633
Berries nes,1977,0.304596,48147
Berries nes,1978,0.340255,49465
Berries nes,1979,0.347523,49044
Berries nes,1980,0.367133,49986
Berries nes,1981,0.366346,49000
Berries nes,1982,0.374543,52803
Berries nes,1983,0.382779,49774
Berries nes,1984,0.383349,55662
Berries nes,1985,0.35528,55398
Berries nes,1986,0.349974,54936
Berries nes,1987,0.359719,56690
Berries nes,1988,0.353824,53960
Berries nes,1989,0.375685,58364
Berries nes,1990,0.423072,63162
Berries nes,1991,0.463056,73007
Berries nes,1992,0.514088,66618
Berries nes,1993,0.509337,71133
Berries nes,1994,0.519043,74545
Berries nes,1995,0.519044,75481
Berries nes,1996,0.500549,74391
Berries nes,1997,0.494079,72928
Berries nes,1998,0.48676,75348
Berries nes,1999,0.493266,76636
Berries nes,2000,0.527019,78617
Berries nes,2001,0.550798,82245
Berries nes,2002,0.554056,84319
Berries nes,2003,0.650191,93924
Berries nes,2004,0.639601,93150
Berries nes,2005,0.689373,97603
Berries nes,2006,0.689999,100793
Berries nes,2007,0.72884,102980
Berries nes,2008,0.811267,105619
Berries nes,2009,0.796481,104461
Berries nes,2010,0.751073,113284
Berries nes,2011,0.823607,115291
Berries nes,2012,0.836535,117725
Berries nes,2013,0.827744,119384
Berries nes,2014,0.839638,122156
Berries nes,2015,0.816026,125348
Berries nes,2016,0.954569,135312
Berries nes,2017,0.963675,132428
Berries nes,2018,1.009912,136874
Blueberries,1961,0.035091,3023
Blueberries,1962,0.030048,2969
Blueberries,1963,0.036251,4147
Blueberries,1964,0.03837,3511
Blueberries,1965,0.033416,3094
Blueberries,1966,0.048367,9363
Blueberries,1967,0.041404,8163
Blueberries,1968,0.03538,6173
Blueberries,1969,0.062328,21050
Blueberries,1970,0.060749,20920
Blueberries,1971,0.061515,23700
Blueberries,1972,0.055459,21602
Blueberries,1973,0.076,28032
Blueberries,1974,0.062164,22652
Blueberries,1975,0.062205,22742
Blueberries,1976,0.064825,23955
Blueberries,1977,0.056813,19758
Blueberries,1978,0.065422,23578
Blueberries,1979,0.071287,23564
Blueberries,1980,0.073769,24460
Blueberries,1981,0.08531,26484
Blueberries,1982,0.092935,32250
Blueberries,1983,0.09805,33937
Blueberries,1984,0.085206,31416
Blueberries,1985,0.103226,34746
Blueberries,1986,0.099115,33306
Blueberries,1987,0.110949,37133
Blueberries,1988,0.115016,35899
Blueberries,1989,0.112893,41218
Blueberries,1990,0.135547,47418
Blueberries,1991,0.125931,50402
Blueberries,1992,0.115625,39980
Blueberries,1993,0.143247,41811
Blueberries,1994,0.133923,41724
Blueberries,1995,0.156818,44053
Blueberries,1996,0.158338,46215
Blueberries,1997,0.174143,48707
Blueberries,1998,0.158224,49319
Blueberries,1999,0.20541,51996
Blueberries,2000,0.211144,54829
Blueberries,2001,0.230985,53548
Blueberries,2002,0.201296,55772
Blueberries,2003,0.216602,58112
Blueberries,2004,0.230592,58836
Blueberries,2005,0.242301,66334
Blueberries,2006,0.266802,69462
Blueberries,2007,0.266389,69881
Blueberries,2008,0.314895,74912
Blueberries,2009,0.339517,72711
Blueberries,2010,0.327866,76455
Blueberries,2011,0.363776,82346
Blueberries,2012,0.403624,83593
Blueberries,2013,0.43452,87567
Blueberries,2014,0.546384,94520
Blueberries,2015,0.555721,104754
Blueberries,2016,0.641518,103832
Blueberries,2017,0.606206,103239
Blueberries,2018,0.68279,109270
"Brazil nuts, with shell",1961,0.059377,1800
"Brazil nuts, with shell",1962,0.053389,1800
"Brazil nuts, with shell",1963,0.048987,1200
"Brazil nuts, with shell",1964,0.054053,1800
"Brazil nuts, with shell",1965,0.051528,1700
"Brazil nuts, with shell",1966,0.066108,1600
"Brazil nuts, with shell",1967,0.045657,1450
"Brazil nuts, with shell",1968,0.062324,1300
"Brazil nuts, with shell",1969,0.050621,1400
"Brazil nuts, with shell",1970,0.117667,1700
"Brazil nuts, with shell",1971,0.08214,1650
"Brazil nuts, with shell",1972,0.085647,1250
"Brazil nuts, with shell",1973,0.063944,1350
"Brazil nuts, with shell",1974,0.050843,1380
"Brazil nuts, with shell",1975,0.067903,1390
"Brazil nuts, with shell",1976,0.080076,1300
"Brazil nuts, with shell",1977,0.070173,1320
"Brazil nuts, with shell",1978,0.056039,1250
"Brazil nuts, with shell",1979,0.056119,1180
"Brazil nuts, with shell",1980,0.053943,1120
"Brazil nuts, with shell",1981,0.051416,1300
"Brazil nuts, with shell",1982,0.052325,1480
"Brazil nuts, with shell",1983,0.068381,1550
"Brazil nuts, with shell",1984,0.056866,1680
"Brazil nuts, with shell",1985,0.06345,4100
"Brazil nuts, with shell",1986,0.063898,5100
"Brazil nuts, with shell",1987,0.060524,7100
"Brazil nuts, with shell",1988,0.052078,5100
"Brazil nuts, with shell",1989,0.04974,6500
"Brazil nuts, with shell",1990,0.075768,3000
"Brazil nuts, with shell",1991,0.059337,3200
"Brazil nuts, with shell",1992,0.049619,3011
"Brazil nuts, with shell",1993,0.050787,2900
"Brazil nuts, with shell",1994,0.061995,3500
"Brazil nuts, with shell",1995,0.062547,3850
"Brazil nuts, with shell",1996,0.046267,3100
"Brazil nuts, with shell",1997,0.052486,3100
"Brazil nuts, with shell",1998,0.047017,3850
"Brazil nuts, with shell",1999,0.068713,8500
"Brazil nuts, with shell",2000,0.065553,7800
"Brazil nuts, with shell",2001,0.062098,8000
"Brazil nuts, with shell",2002,0.062498,8200
"Brazil nuts, with shell",2003,0.063473,9000
"Brazil nuts, with shell",2004,0.06537,9300
"Brazil nuts, with shell",2005,0.074945,9500
"Brazil nuts, with shell",2006,0.075252,10800
"Brazil nuts, with shell",2007,0.07907,11500
"Brazil nuts, with shell",2008,0.080601,12000
"Brazil nuts, with shell",2009,0.088872,12000
"Brazil nuts, with shell",2010,0.090721,11500
"Brazil nuts, with shell",2011,0.091893,11500
"Brazil nuts, with shell",2012,0.089948,11300
"Brazil nuts, with shell",2013,0.091436,11300
"Brazil nuts, with shell",2014,0.094306,11300
"Brazil nuts, with shell",2015,0.097455,11702
"Brazil nuts, with shell",2016,0.101978,12184
"Brazil nuts, with shell",2017,0.088012,12035
"Brazil nuts, with shell",2018,0.094437,12162
"Broad beans, horse beans, dry",1961,4.842684,5402824
"Broad beans, horse beans, dry",1962,6.201802,6068220
"Broad beans, horse beans, dry",1963,5.314738,5084426
"Broad beans, horse beans, dry",1964,5.557705,5015933
"Broad beans, horse beans, dry",1965,5.585971,4961604
"Broad beans, horse beans, dry",1966,4.637356,4875211
"Broad beans, horse beans, dry",1967,4.544887,4843316
"Broad beans, horse beans, dry",1968,4.30139,4764639
"Broad beans, horse beans, dry",1969,4.26257,4725426
"Broad beans, horse beans, dry",1970,4.521898,4772828
"Broad beans, horse beans, dry",1971,4.471669,4260818
"Broad beans, horse beans, dry",1972,4.454937,4253975
"Broad beans, horse beans, dry",1973,4.242961,4175846
"Broad beans, horse beans, dry",1974,4.262681,3978116
"Broad beans, horse beans, dry",1975,4.244673,3984971
"Broad beans, horse beans, dry",1976,4.130222,3833241
"Broad beans, horse beans, dry",1977,3.961525,3764289
"Broad beans, horse beans, dry",1978,4.29374,3630868
"Broad beans, horse beans, dry",1979,4.480917,3788432
"Broad beans, horse beans, dry",1980,4.49409,3746207
"Broad beans, horse beans, dry",1981,4.074732,3544374
"Broad beans, horse beans, dry",1982,4.304464,3278062
"Broad beans, horse beans, dry",1983,4.176444,3355716
"Broad beans, horse beans, dry",1984,4.300805,3321512
"Broad beans, horse beans, dry",1985,4.025664,3226871
"Broad beans, horse beans, dry",1986,4.063187,3168514
"Broad beans, horse beans, dry",1987,4.236077,3192402
"Broad beans, horse beans, dry",1988,4.651534,3062264
"Broad beans, horse beans, dry",1989,4.214237,3018914
"Broad beans, horse beans, dry",1990,4.351502,2758418
"Broad beans, horse beans, dry",1991,3.355188,2159785
"Broad beans, horse beans, dry",1992,2.768784,2290170
"Broad beans, horse beans, dry",1993,3.522276,2203738
"Broad beans, horse beans, dry",1994,3.619076,2489279
"Broad beans, horse beans, dry",1995,3.605726,2289427
"Broad beans, horse beans, dry",1996,3.675436,2341773
"Broad beans, horse beans, dry",1997,3.412803,2290172
"Broad beans, horse beans, dry",1998,3.793049,2443271
"Broad beans, horse beans, dry",1999,3.555255,2315178
"Broad beans, horse beans, dry",2000,3.782073,2519020
"Broad beans, horse beans, dry",2001,4.153399,2768280
"Broad beans, horse beans, dry",2002,4.33457,2696340
"Broad beans, horse beans, dry",2003,4.545595,2692564
"Broad beans, horse beans, dry",2004,4.319717,2630527
"Broad beans, horse beans, dry",2005,4.450126,2613203
"Broad beans, horse beans, dry",2006,4.093325,2395563
"Broad beans, horse beans, dry",2007,3.892723,2439166
"Broad beans, horse beans, dry",2008,4.286517,2473426
"Broad beans, horse beans, dry",2009,4.314477,2436436
"Broad beans, horse beans, dry",2010,4.357086,2515502
"Broad beans, horse beans, dry",2011,4.617245,2455240
"Broad beans, horse beans, dry",2012,4.494834,2433702
"Broad beans, horse beans, dry",2013,4.500777,2371657
"Broad beans, horse beans, dry",2014,4.296883,2198367
"Broad beans, horse beans, dry",2015,4.56078,2349935
"Broad beans, horse beans, dry",2016,4.916862,2540893
"Broad beans, horse beans, dry",2017,5.370453,2549854
"Broad beans, horse beans, dry",2018,4.92309,2511813
Buckwheat,1961,2.479596,4640230
Buckwheat,1962,2.64879,5809596
Buckwheat,1963,2.039149,4753752
Buckwheat,1964,2.201085,4100548
Buckwheat,1965,2.695458,4500202
Buckwheat,1966,2.578392,4832405
Buckwheat,1967,2.777463,4315667
Buckwheat,1968,2.965281,4122928
Buckwheat,1969,3.078816,4718478
Buckwheat,1970,3.028054,4618551
Buckwheat,1971,3.188992,4255771
Buckwheat,1972,2.858577,4331150
Buckwheat,1973,3.491936,4054622
Buckwheat,1974,3.420126,3883147
Buckwheat,1975,3.291786,3664265
Buckwheat,1976,3.475938,3588733
Buckwheat,1977,3.074767,3723488
Buckwheat,1978,3.659921,4021369
Buckwheat,1979,3.756677,3747475
Buckwheat,1980,3.259645,3673133
Buckwheat,1981,3.39906,3940203
Buckwheat,1982,3.579833,3499497
Buckwheat,1983,3.569416,3764617
Buckwheat,1984,3.851523,3675861
Buckwheat,1985,3.309663,3582790
Buckwheat,1986,2.923462,3432527
Buckwheat,1987,3.511265,3498867
Buckwheat,1988,3.118065,3577681
Buckwheat,1989,3.141949,3455765
Buckwheat,1990,3.622635,3625436
Buckwheat,1991,3.983969,4333279
Buckwheat,1992,4.975234,4990505
Buckwheat,1993,4.257561,4379136
Buckwheat,1994,3.772502,4130856
Buckwheat,1995,3.464679,3320555
Buckwheat,1996,3.271629,3020310
Buckwheat,1997,3.694888,2863205
Buckwheat,1998,3.096292,2691892
Buckwheat,1999,2.789485,2745095
Buckwheat,2000,3.780798,3466736
Buckwheat,2001,2.590077,3090801
Buckwheat,2002,1.82988,2067709
Buckwheat,2003,2.569616,2147305
Buckwheat,2004,2.291097,2426782
Buckwheat,2005,2.080804,2482292
Buckwheat,2006,1.94067,2750754
Buckwheat,2007,2.378845,2739369
Buckwheat,2008,2.220113,2425931
Buckwheat,2009,1.800527,2025966
Buckwheat,2010,1.45459,1911267
Buckwheat,2011,2.368023,2338649
Buckwheat,2012,2.262982,2491909
Buckwheat,2013,2.263764,2263608
Buckwheat,2014,1.915966,1993108
Buckwheat,2015,2.925344,3343659
Buckwheat,2016,3.055727,3018726
Buckwheat,2017,3.972882,3997085
Buckwheat,2018,2.905294,3001495
Cabbages and other brassicas,1961,23.396193,1353526
Cabbages and other brassicas,1962,23.054936,1366730
Cabbages and other brassicas,1963,23.687235,1334102
Cabbages and other brassicas,1964,24.339879,1288993
Cabbages and other brassicas,1965,24.360009,1271858
Cabbages and other brassicas,1966,25.434598,1277216
Cabbages and other brassicas,1967,26.213896,1280575
Cabbages and other brassicas,1968,26.552568,1314949
Cabbages and other brassicas,1969,26.752021,1339173
Cabbages and other brassicas,1970,27.840539,1344876
Cabbages and other brassicas,1971,28.182279,1366882
Cabbages and other brassicas,1972,27.391951,1351600
Cabbages and other brassicas,1973,30.15518,1386523
Cabbages and other brassicas,1974,30.392404,1398937
Cabbages and other brassicas,1975,31.430058,1400625
Cabbages and other brassicas,1976,33.512623,1399934
Cabbages and other brassicas,1977,33.004023,1414992
Cabbages and other brassicas,1978,37.814634,1522134
Cabbages and other brassicas,1979,35.001686,1508611
Cabbages and other brassicas,1980,35.813451,1559982
Cabbages and other brassicas,1981,36.740004,1583770
Cabbages and other brassicas,1982,39.384485,1587814
Cabbages and other brassicas,1983,37.817469,1582231
Cabbages and other brassicas,1984,41.487741,1639349
Cabbages and other brassicas,1985,38.862639,1608173
Cabbages and other brassicas,1986,39.991984,1702809
Cabbages and other brassicas,1987,38.471056,1791381
Cabbages and other brassicas,1988,38.781483,1693998
Cabbages and other brassicas,1989,39.089979,1716633
Cabbages and other brassicas,1990,39.353097,1650400
