product,year,production_quantity_Mt,area_harvested_ha
"Cashew nuts, with shell",2004,2.928419,3924063
"Cashew nuts, with shell",2005,3.226536,4104348
"Cashew nuts, with shell",2006,3.54309,4447280
"Cashew nuts, with shell",2007,3.726232,4759352
"Cashew nuts, with shell",2008,4.023765,4918535
"Cashew nuts, with shell",2009,4.069688,5351330
"Cashew nuts, with shell",2010,3.99048,5131188
"Cashew nuts, with shell",2011,4.162075,5551458
"Cashew nuts, with shell",2012,3.949779,5581202
"Cashew nuts, with shell",2013,3.806437,5706713
"Cashew nuts, with shell",2014,3.686921,5715038
"Cashew nuts, with shell",2015,4.413363,6156302
"Cashew nuts, with shell",2016,4.058545,5669175
"Cashew nuts, with shell",2017,5.270048,5936721
"Cashew nuts, with shell",2018,5.932507,5972724
Cashewapple,1961,0.30055,71500
Cashewapple,1962,0.360961,86000
Cashewapple,1963,0.415388,97000
Cashewapple,1964,0.385816,91000
Cashewapple,1965,0.421244,95408
Cashewapple,1966,0.42077,104472
Cashewapple,1967,0.489448,108275
Cashewapple,1968,0.536004,104182
Cashewapple,1969,0.538717,110113
Cashewapple,1970,0.496762,116220
Cashewapple,1971,0.635464,140000
Cashewapple,1972,0.586774,125000
Cashewapple,1973,0.47932,101223
Cashewapple,1974,0.574982,120727
Cashewapple,1975,0.564129,147052
Cashewapple,1976,0.718789,159961
Cashewapple,1977,0.769273,172081
Cashewapple,1978,1.020438,192329
Cashewapple,1979,0.686601,207626
Cashewapple,1980,0.770914,226151
Cashewapple,1981,0.846229,244589
Cashewapple,1982,1.053663,274177
Cashewapple,1983,0.466134,274431
Cashewapple,1984,1.243738,362302
Cashewapple,1985,1.264175,410155
Cashewapple,1986,0.942276,451095
Cashewapple,1987,1.165747,484136
Cashewapple,1988,1.223,494017
Cashewapple,1989,1.377,560937
Cashewapple,1990,1.476106,596367
Cashewapple,1991,1.640858,693585
Cashewapple,1992,1.788,743721
Cashewapple,1993,1.850499,778516
Cashewapple,1994,1.705,734629
Cashewapple,1995,1.759788,755838
Cashewapple,1996,1.813932,605269
Cashewapple,1997,1.868,641210
Cashewapple,1998,1.623752,682454
Cashewapple,1999,1.675566,674437
Cashewapple,2000,1.780211,713095
Cashewapple,2001,1.730984,702200
Cashewapple,2002,1.788138,731041
Cashewapple,2003,1.789666,748659
Cashewapple,2004,1.798096,758016
Cashewapple,2005,1.841449,769148
Cashewapple,2006,1.849605,779071
Cashewapple,2007,1.938901,801913
Cashewapple,2008,1.976894,818328
Cashewapple,2009,2.009192,831105
Cashewapple,2010,1.99864,832106
Cashewapple,2011,2.02356,833645
Cashewapple,2012,1.986186,820562
Cashewapple,2013,1.963758,751243
Cashewapple,2014,1.922194,690312
Cashewapple,2015,1.788383,651492
Cashewapple,2016,1.57405,623297
Cashewapple,2017,1.395857,548949
Cashewapple,2018,1.711009,673630
Cassava,1961,71.259839,9623856
Cassava,1962,74.63668,9890537
Cassava,1963,77.975688,10249198
Cassava,1964,82.429399,10428076
Cassava,1965,85.582843,10784214
Cassava,1966,84.718809,10642149
Cassava,1967,88.630176,11050173
Cassava,1968,93.090059,11210248
Cassava,1969,95.32533,11418069
Cassava,1970,98.589699,11617844
Cassava,1971,98.756434,11808027
Cassava,1972,101.261515,12023626
Cassava,1973,101.734795,12451668
Cassava,1974,104.370567,12778412
Cassava,1975,110.398445,12839770
Cassava,1976,113.892497,12877255
Cassava,1977,118.605256,13273658
Cassava,1978,123.308473,13633915
Cassava,1979,119.745423,13295160
Cassava,1980,124.135066,13601254
Cassava,1981,127.513877,13772712
Cassava,1982,128.849568,13981153
Cassava,1983,126.886287,13599652
Cassava,1984,133.239818,14131803
Cassava,1985,135.852865,13833337
Cassava,1986,134.228164,13939934
Cassava,1987,138.134704,14179075
Cassava,1988,144.878275,14652164
Cassava,1989,152.885746,15354632
Cassava,1990,152.378682,15210175
Cassava,1991,160.406516,16323615
Cassava,1992,162.004349,16613646
Cassava,1993,163.185199,16568730
Cassava,1994,164.501121,16784848
Cassava,1995,161.787472,16411327
Cassava,1996,158.37349,16232958
Cassava,1997,161.74729,16024219
Cassava,1998,162.613417,16510696
Cassava,1999,168.847321,16809320
Cassava,2000,175.84684,16953125
Cassava,2001,181.687057,17017560
Cassava,2002,182.642727,16910254
Cassava,2003,192.215569,17881978
Cassava,2004,203.831956,18305767
Cassava,2005,206.533771,18549088
Cassava,2006,223.636615,18884111
Cassava,2007,226.974274,19056403
Cassava,2008,230.081674,19120016
Cassava,2009,233.794346,19311862
Cassava,2010,239.296357,19605559
Cassava,2011,251.822205,20495109
Cassava,2012,277.68321,25410325
Cassava,2013,278.454322,25916063
Cassava,2014,290.942989,25547160
Cassava,2015,293.010305,25969555
Cassava,2016,288.49746,25035089
Cassava,2017,279.304523,24566733
Cassava,2018,277.808759,24590818
Cassava leaves,1961,0,
Cassava leaves,1962,0,
Cassava leaves,1963,0,
Cassava leaves,1964,0,
Cassava leaves,1965,0,
Cassava leaves,1966,0,
Cassava leaves,1967,0,
Cassava leaves,1968,0,
Cassava leaves,1969,0,
Cassava leaves,1970,0,
Cassava leaves,1971,0,
Cassava leaves,1972,0,
Cassava leaves,1973,0,
Cassava leaves,1974,0,
Cassava leaves,1975,0,
Cassava leaves,1976,0,
Cassava leaves,1977,0,
Cassava leaves,1978,0,
Cassava leaves,1979,0,
Cassava leaves,1980,0,
Cassava leaves,1981,0,
Cassava leaves,1982,0,
Cassava leaves,1983,0,
Cassava leaves,1984,0,
Cassava leaves,1985,0,
Cassava leaves,1986,0,
Cassava leaves,1987,0,
Cassava leaves,1988,0,
Cassava leaves,1989,0,
Cassava leaves,1990,0.035,3500
Cassava leaves,1991,2.314191,243172
Cassava leaves,1992,2.315153,243107
Cassava leaves,1993,2.316115,243042
Cassava leaves,1994,2.317078,242977
Cassava leaves,1995,2.31804,242912
Cassava leaves,1996,2.319002,242848
Cassava leaves,1997,2.319964,242783
Cassava leaves,1998,2.320926,242719
Cassava leaves,1999,2.321889,242656
Cassava leaves,2000,2.322851,242592
Cassava leaves,2001,2.323813,242529
Cassava leaves,2002,2.324775,242466
Cassava leaves,2003,2.326294,242403
Cassava leaves,2004,2.327973,242067
Cassava leaves,2005,2.329662,241365
Cassava leaves,2006,2.33465,240855
Cassava leaves,2007,2.34269,240719
Cassava leaves,2008,2.349096,240402
Cassava leaves,2009,2.355502,240093
Cassava leaves,2010,2.363644,239943
Cassava leaves,2011,2.348555,237207
Cassava leaves,2012,2.30688,238507
Cassava leaves,2013,2.573057,257714
Cassava leaves,2014,2.266269,204739
Cassava leaves,2015,2.189084,247248
Cassava leaves,2016,2.502132,239821
Cassava leaves,2017,2.406439,239667
Cassava leaves,2018,2.370894,236270
Castor oil seed,1961,0.58001,1233344
Castor oil seed,1962,0.615487,1285069
Castor oil seed,1963,0.662031,1342075
Castor oil seed,1964,0.740699,1390649
Castor oil seed,1965,0.801531,1466503
Castor oil seed,1966,0.876595,1439645
Castor oil seed,1967,0.910283,1485946
Castor oil seed,1968,0.890362,1454520
Castor oil seed,1969,0.871174,1425021
Castor oil seed,1970,0.843265,1497308
Castor oil seed,1971,0.860425,1462160
Castor oil seed,1972,0.843515,1464346
Castor oil seed,1973,1.032381,1702711
Castor oil seed,1974,1.118327,1874527
Castor oil seed,1975,0.786646,1377439
Castor oil seed,1976,0.663372,1334419
Castor oil seed,1977,0.716848,1205874
Castor oil seed,1978,0.848657,1377732
Castor oil seed,1979,0.875915,1412215
Castor oil seed,1980,0.776316,1540418
Castor oil seed,1981,0.930124,1567602
Castor oil seed,1982,0.945823,1635567
Castor oil seed,1983,0.978183,1492425
Castor oil seed,1984,1.085717,1668467
Castor oil seed,1985,1.22498,1733801
Castor oil seed,1986,0.939142,1636832
Castor oil seed,1987,0.814045,1332152
Castor oil seed,1988,1.011344,1529248
Castor oil seed,1989,1.094527,1561058
Castor oil seed,1990,1.357804,1659941
Castor oil seed,1991,1.177666,1460657
Castor oil seed,1992,1.143788,1294511
Castor oil seed,1993,1.090156,1318098
Castor oil seed,1994,1.230199,1314966
Castor oil seed,1995,1.085261,1238045
Castor oil seed,1996,1.257492,1243745
Castor oil seed,1997,1.202848,1197244
Castor oil seed,1998,1.190417,1152994
Castor oil seed,1999,1.136258,1340594
Castor oil seed,2000,1.389128,1778539
Castor oil seed,2001,1.115656,1383303
Castor oil seed,2002,0.870566,1204382
Castor oil seed,2003,1.248577,1368808
Castor oil seed,2004,1.294731,1422989
Castor oil seed,2005,1.498108,1591048
Castor oil seed,2006,1.166606,1282837
Castor oil seed,2007,1.45185,1434929
Castor oil seed,2008,1.622621,1522997
Castor oil seed,2009,1.412631,1380653
Castor oil seed,2010,1.74137,1532578
Castor oil seed,2011,2.742492,2179865
Castor oil seed,2012,2.247164,1738003
Castor oil seed,2013,1.93588,1458972
Castor oil seed,2014,2.089392,1509154
Castor oil seed,2015,1.989443,1512213
Castor oil seed,2016,1.596274,1430515
Castor oil seed,2017,1.769657,1335838
Castor oil seed,2018,1.396104,1296855
Cauliflowers and broccoli,1961,3.390927,235309
Cauliflowers and broccoli,1962,3.085923,234347
Cauliflowers and broccoli,1963,3.360849,242280
Cauliflowers and broccoli,1964,3.595442,258784
Cauliflowers and broccoli,1965,3.601931,251138
Cauliflowers and broccoli,1966,3.794557,268000
Cauliflowers and broccoli,1967,4.017667,278887
Cauliflowers and broccoli,1968,4.08583,291604
Cauliflowers and broccoli,1969,4.312122,307408
Cauliflowers and broccoli,1970,4.318544,313962
Cauliflowers and broccoli,1971,4.342579,311835
Cauliflowers and broccoli,1972,4.474667,315709
Cauliflowers and broccoli,1973,4.490127,324406
Cauliflowers and broccoli,1974,4.78685,337082
Cauliflowers and broccoli,1975,4.756297,341367
Cauliflowers and broccoli,1976,4.893407,353165
Cauliflowers and broccoli,1977,5.096375,367145
Cauliflowers and broccoli,1978,5.453098,387633
Cauliflowers and broccoli,1979,5.544532,403160
Cauliflowers and broccoli,1980,5.937327,418845
Cauliflowers and broccoli,1981,6.287642,436852
Cauliflowers and broccoli,1982,6.555852,451938
Cauliflowers and broccoli,1983,6.748897,467576
Cauliflowers and broccoli,1984,6.945174,478300
Cauliflowers and broccoli,1985,7.437931,505377
Cauliflowers and broccoli,1986,7.662519,515856
Cauliflowers and broccoli,1987,8.141856,541959
Cauliflowers and broccoli,1988,8.656266,553826
Cauliflowers and broccoli,1989,8.872193,574679
Cauliflowers and broccoli,1990,9.687862,637669
Cauliflowers and broccoli,1991,9.560032,609548
Cauliflowers and broccoli,1992,10.99487,632782
Cauliflowers and broccoli,1993,10.667646,640429
Cauliflowers and broccoli,1994,12.203658,709718
Cauliflowers and broccoli,1995,12.663975,716857
Cauliflowers and broccoli,1996,13.926224,799667
Cauliflowers and broccoli,1997,14.554983,813989
Cauliflowers and broccoli,1998,14.404774,799034
Cauliflowers and broccoli,1999,15.004272,823414
Cauliflowers and broccoli,2000,15.967406,848499
Cauliflowers and broccoli,2001,15.985744,859243
Cauliflowers and broccoli,2002,16.717553,909407
Cauliflowers and broccoli,2003,17.390626,943809
Cauliflowers and broccoli,2004,17.940242,970502
Cauliflowers and broccoli,2005,17.536011,956747
Cauliflowers and broccoli,2006,18.769579,1029018
Cauliflowers and broccoli,2007,19.336937,1061411
Cauliflowers and broccoli,2008,19.950411,1083811
Cauliflowers and broccoli,2009,20.87737,1134578
Cauliflowers and broccoli,2010,21.229274,1152303
Cauliflowers and broccoli,2011,21.961331,1199316
Cauliflowers and broccoli,2012,22.652479,1220772
Cauliflowers and broccoli,2013,23.382594,1236011
Cauliflowers and broccoli,2014,24.350419,1281379
Cauliflowers and broccoli,2015,24.415217,1301060
Cauliflowers and broccoli,2016,25.162663,1347319
Cauliflowers and broccoli,2017,26.077313,1403879
Cauliflowers and broccoli,2018,26.504006,1417806
Cereals nes,1961,1.3527,2266550
Cereals nes,1962,1.388458,2431123
Cereals nes,1963,1.42804,2437684
Cereals nes,1964,1.51163,2493988
Cereals nes,1965,1.568678,2516106
Cereals nes,1966,1.497633,2454111
Cereals nes,1967,1.508841,2427947
Cereals nes,1968,1.531306,2432329
Cereals nes,1969,1.515151,2428564
Cereals nes,1970,1.564913,2483639
Cereals nes,1971,1.546419,2465405
Cereals nes,1972,1.581206,2469489
Cereals nes,1973,1.423973,1919169
Cereals nes,1974,1.529156,2054345
Cereals nes,1975,1.078729,1480867
Cereals nes,1976,1.246207,1707436
Cereals nes,1977,1.19105,1588170
Cereals nes,1978,1.371095,1621938
Cereals nes,1979,1.345509,1645630
Cereals nes,1980,1.677903,1796805
Cereals nes,1981,1.561669,1654640
Cereals nes,1982,1.334115,1604246
Cereals nes,1983,1.608338,1696584
Cereals nes,1984,1.297133,1566481
Cereals nes,1985,1.179367,1656268
Cereals nes,1986,1.170784,1521183
Cereals nes,1987,1.27395,1549735
Cereals nes,1988,1.257753,1518896
Cereals nes,1989,1.547063,1751978
Cereals nes,1990,1.377981,1496100
Cereals nes,1991,2.300297,1654659
Cereals nes,1992,1.748753,1881882
Cereals nes,1993,1.779277,1845484
Cereals nes,1994,1.808661,1947156
Cereals nes,1995,1.821266,2384925
Cereals nes,1996,2.260753,2633506
Cereals nes,1997,2.547507,2729318
Cereals nes,1998,1.910801,2387244
Cereals nes,1999,2.334302,2798119
Cereals nes,2000,2.305078,2730153
Cereals nes,2001,2.494724,2819176
Cereals nes,2002,2.348164,2499790
Cereals nes,2003,2.859767,3579417
Cereals nes,2004,3.066815,3716133
Cereals nes,2005,4.064129,4015466
Cereals nes,2006,3.328782,3068166
Cereals nes,2007,3.799109,3426947
Cereals nes,2008,3.808334,3886656
Cereals nes,2009,4.396352,3673512
Cereals nes,2010,5.63076,4578337
Cereals nes,2011,4.871818,3797535
Cereals nes,2012,5.479634,3944298
Cereals nes,2013,6.153426,4254412
Cereals nes,2014,6.522423,4306257
Cereals nes,2015,7.204977,4273127
Cereals nes,2016,14.200168,5867667
Cereals nes,2017,13.28637,5932475
Cereals nes,2018,13.050709,6006720
Cherries,1961,1.29852,93364
Cherries,1962,1.267194,97965
Cherries,1963,1.288691,99849
Cherries,1964,1.386839,104800
Cherries,1965,1.112676,102353
Cherries,1966,1.347135,99745
Cherries,1967,1.252503,100029
Cherries,1968,1.419775,105433
Cherries,1969,1.295631,140824
Cherries,1970,1.460011,154292
Cherries,1971,1.405817,157973
Cherries,1972,1.148143,154664
Cherries,1973,1.346863,157194
Cherries,1974,1.250961,170644
Cherries,1975,1.359811,171257
Cherries,1976,1.433047,172334
Cherries,1977,1.141653,168383
Cherries,1978,1.27573,170864
Cherries,1979,1.503153,166047
Cherries,1980,1.279075,167705
Cherries,1981,1.208548,169094
Cherries,1982,1.520456,167918
Cherries,1983,1.586539,169263
Cherries,1984,1.580931,169294
Cherries,1985,1.529909,290471
Cherries,1986,1.496473,288736
Cherries,1987,1.530361,286187
Cherries,1988,1.459639,289768
Cherries,1989,1.526215,288589
Cherries,1990,1.397332,292481
Cherries,1991,1.257202,265863
Cherries,1992,1.754381,320317
Cherries,1993,1.703885,314512
Cherries,1994,1.627127,301306
Cherries,1995,1.62702,314015
Cherries,1996,1.794793,322825
Cherries,1997,1.635967,325394
Cherries,1998,1.636587,327349
Cherries,1999,1.822746,329755
Cherries,2000,1.898847,335669
Cherries,2001,1.815727,342795
Cherries,2002,2.094389,341881
Cherries,2003,1.71611,349312
Cherries,2004,1.697371,347246
Cherries,2005,1.843618,355594
Cherries,2006,1.903369,378573
Cherries,2007,1.990596,378894
Cherries,2008,1.856729,378189
Cherries,2009,2.157985,394661
Cherries,2010,1.998316,396595
Cherries,2011,2.155908,404474
Cherries,2012,2.1871,403433
Cherries,2013,2.276485,416761
Cherries,2014,2.156646,407439
Cherries,2015,2.228709,411400
Cherries,2016,2.283701,419393
Cherries,2017,2.426635,422546
Cherries,2018,2.547944,432314
"Cherries, sour",1961,0.542176,63363
"Cherries, sour",1962,0.526077,65357
"Cherries, sour",1963,0.452174,65583
"Cherries, sour",1964,0.655441,69107
"Cherries, sour",1965,0.478896,67703
"Cherries, sour",1966,0.495887,65387
"Cherries, sour",1967,0.441908,67917
"Cherries, sour",1968,0.629223,66340
"Cherries, sour",1969,0.525571,66563
"Cherries, sour",1970,0.538807,73393
"Cherries, sour",1971,0.654944,98478
"Cherries, sour",1972,0.537169,67890
"Cherries, sour",1973,0.514722,69887
"Cherries, sour",1974,0.561309,82047
"Cherries, sour",1975,0.593995,83082
"Cherries, sour",1976,0.54763,76464
"Cherries, sour",1977,0.59012,78356
"Cherries, sour",1978,0.572612,78106
"Cherries, sour",1979,0.723522,99784
"Cherries, sour",1980,0.665347,88339
"Cherries, sour",1981,0.653855,87660
"Cherries, sour",1982,0.858025,89675
"Cherries, sour",1983,0.878636,89769
"Cherries, sour",1984,0.876433,91216
"Cherries, sour",1985,0.940469,211778
"Cherries, sour",1986,0.856272,189178
"Cherries, sour",1987,0.900293,188914
"Cherries, sour",1988,0.953636,197997
"Cherries, sour",1989,0.985895,198865
"Cherries, sour",1990,0.8682,195694
"Cherries, sour",1991,0.849457,195874
"Cherries, sour",1992,1.187129,239288
"Cherries, sour",1993,1.218482,238139
"Cherries, sour",1994,0.991832,238569
"Cherries, sour",1995,1.031934,229962
"Cherries, sour",1996,1.16014,240475
"Cherries, sour",1997,1.078693,224372
"Cherries, sour",1998,0.994937,227090
"Cherries, sour",1999,0.987603,215940
"Cherries, sour",2000,1.118228,227745
"Cherries, sour",2001,1.12227,240000
"Cherries, sour",2002,0.972333,231307
"Cherries, sour",2003,1.132942,248535
"Cherries, sour",2004,1.238799,266386
"Cherries, sour",2005,1.153997,238950
"Cherries, sour",2006,1.142066,259453
"Cherries, sour",2007,1.191597,252660
"Cherries, sour",2008,1.220671,226124
"Cherries, sour",2009,1.339183,230756
"Cherries, sour",2010,1.130415,216443
"Cherries, sour",2011,1.251862,226662
"Cherries, sour",2012,1.160581,226124
"Cherries, sour",2013,1.385317,205819
"Cherries, sour",2014,1.33228,208446
"Cherries, sour",2015,1.342049,209869
"Cherries, sour",2016,1.405566,215768
"Cherries, sour",2017,1.184648,208743
"Cherries, sour",2018,1.529,215893
Chestnut,1961,0.594398,102870
Chestnut,1962,0.583624,111310
Chestnut,1963,0.562082,100420
Chestnut,1964,0.58281,115200
Chestnut,1965,0.529078,123800
Chestnut,1966,0.571831,129600
Chestnut,1967,0.555017,135860
Chestnut,1968,0.550579,131000
Chestnut,1969,0.569158,132800
Chestnut,1970,0.565272,136380
Chestnut,1971,0.487598,114160
Chestnut,1972,0.503913,117000
Chestnut,1973,0.534189,117800
Chestnut,1974,0.453514,112200
Chestnut,1975,0.452088,117300
Chestnut,1976,0.46575,117800
Chestnut,1977,0.46123,131500
Chestnut,1978,0.480431,137400
Chestnut,1979,0.528433,141000
Chestnut,1980,0.472013,133000
Chestnut,1981,0.456294,122800
Chestnut,1982,0.448313,123500
Chestnut,1983,0.450139,125800
Chestnut,1984,0.406777,126400
Chestnut,1985,0.414011,231470
Chestnut,1986,0.449818,240740
Chestnut,1987,0.49259,245535
Chestnut,1988,0.497696,246125
Chestnut,1989,0.470598,247625
Chestnut,1990,0.484076,252188
Chestnut,1991,0.626752,270058
Chestnut,1992,0.674891,285401
Chestnut,1993,0.637633,279649
Chestnut,1994,0.691279,284243
Chestnut,1995,0.67633,279371
Chestnut,1996,0.677396,301583
Chestnut,1997,0.78888,317446
Chestnut,1998,0.833031,325395
Chestnut,1999,0.886477,318358
Chestnut,2000,0.940911,318651
Chestnut,2001,0.946326,331427
Chestnut,2002,1.04058,348647
Chestnut,2003,1.134221,371440
Chestnut,2004,1.267317,401203
Chestnut,2005,1.368354,412220
Chestnut,2006,1.496135,449680
Chestnut,2007,1.604773,471186
Chestnut,2008,1.796444,502477
Chestnut,2009,1.906931,532115
Chestnut,2010,1.999712,549324
Chestnut,2011,2.037261,548374
Chestnut,2012,2.056157,558759
Chestnut,2013,2.090054,571780
Chestnut,2014,2.054266,560133
Chestnut,2015,2.037146,558438
Chestnut,2016,2.267617,598778
Chestnut,2017,2.29779,603920
Chestnut,2018,2.353825,612877
Chick peas,1961,7.681851,11836682
Chick peas,1962,7.258871,12188797
Chick peas,1963,6.926985,11825548
Chick peas,1964,6.018047,11898941
Chick peas,1965,7.354357,11512462
Chick peas,1966,5.68225,10513391
Chick peas,1967,5.290391,10758567
Chick peas,1968,7.525108,10915194
Chick peas,1969,5.880415,9579256
Chick peas,1970,7.096114,10199553
Chick peas,1971,6.61131,10215958
Chick peas,1972,6.716184,10484311
Chick peas,1973,6.200052,9611543
Chick peas,1974,5.972643,10573811
Chick peas,1975,5.605989,9487128
Chick peas,1976,7.42802,10803364
Chick peas,1977,7.193607,10557011
Chick peas,1978,7.151077,10561521
Chick peas,1979,7.587409,10512032
Chick peas,1980,4.854451,9631007
Chick peas,1981,5.768235,8942942
Chick peas,1982,6.164,10303582
Chick peas,1983,7.066256,10035450
Chick peas,1984,6.606876,9852148
Chick peas,1985,6.457971,9827587
Chick peas,1986,8.086802,10847951
Chick peas,1987,6.865382,10206714
Chick peas,1988,5.768625,8785519
Chick peas,1989,7.175739,9901303
Chick peas,1990,6.78678,9925771
Chick peas,1991,8.11928,11432293
Chick peas,1992,6.647266,9250066
Chick peas,1993,6.751374,10091220
Chick peas,1994,7.148325,9975306
Chick peas,1995,9.173282,11448410
Chick peas,1996,8.11161,11431492
Chick peas,1997,8.341432,10803334
Chick peas,1998,8.871521,11436458
Chick peas,1999,9.465522,12200211
Chick peas,2000,8.036706,10164905
Chick peas,2001,6.935108,9576059
Chick peas,2002,8.431805,10428721
Chick peas,2003,7.038345,9633717
Chick peas,2004,8.458142,10532978
Chick peas,2005,8.467474,10201828
Chick peas,2006,8.426223,10427645
Chick peas,2007,9.662261,11244348
Chick peas,2008,8.621558,11069550
Chick peas,2009,10.372177,11462056
Chick peas,2010,10.810317,11787523
Chick peas,2011,11.558474,13031532
Chick peas,2012,11.450947,12251385
Chick peas,2013,13.200601,12511160
Chick peas,2014,13.612809,13780525
Chick peas,2015,11.220906,11843141
Chick peas,2016,11.261006,12629700
Chick peas,2017,14.722155,14473056
Chick peas,2018,17.192188,17814502
Chicory roots,1961,0.309056,16948
Chicory roots,1962,0.222634,13439
Chicory roots,1963,0.284459,15717
Chicory roots,1964,0.355774,20119
Chicory roots,1965,0.327646,18114
Chicory roots,1966,0.276167,17217
Chicory roots,1967,0.225569,11982
Chicory roots,1968,0.270183,14293
Chicory roots,1969,0.283164,16403
Chicory roots,1970,0.349286,16605
Chicory roots,1971,0.337694,16455
Chicory roots,1972,0.19007,10521
Chicory roots,1973,0.203927,10489
Chicory roots,1974,0.229098,14227
Chicory roots,1975,0.363569,17779
Chicory roots,1976,0.311888,18709
Chicory roots,1977,0.434485,20706
Chicory roots,1978,0.441149,17663
Chicory roots,1979,0.323196,16805
Chicory roots,1980,0.250099,11235
Chicory roots,1981,0.321519,17396
Chicory roots,1982,0.383603,19636
Chicory roots,1983,0.324484,17770
Chicory roots,1984,0.330598,16395
Chicory roots,1985,0.375029,19397
Chicory roots,1986,0.345802,19289
Chicory roots,1987,0.257779,18219
Chicory roots,1988,0.299732,15505
Chicory roots,1989,0.264172,17091
Chicory roots,1990,0.349337,11859
Chicory roots,1991,0.406038,15509
Chicory roots,1992,0.448587,16610
Chicory roots,1993,0.411834,14878
Chicory roots,1994,0.465271,16319
Chicory roots,1995,0.611812,19083
Chicory roots,1996,0.79867,23229
Chicory roots,1997,0.793615,22529
Chicory roots,1998,0.649329,25886
Chicory roots,1999,0.92004,29824
Chicory roots,2000,1.075849,33548
Chicory roots,2001,0.859143,29070
Chicory roots,2002,0.866158,27219
Chicory roots,2003,0.951901,28873
Chicory roots,2004,0.988096,28228
Chicory roots,2005,0.903703,27338
Chicory roots,2006,0.662005,22864
Chicory roots,2007,0.64055,23018
Chicory roots,2008,0.677747,21746
Chicory roots,2009,0.776669,22926
Chicory roots,2010,0.642952,21042
Chicory roots,2011,0.596269,20244
Chicory roots,2012,0.501007,18749
Chicory roots,2013,0.474826,16739
Chicory roots,2014,0.494221,14010
Chicory roots,2015,0.504415,15128
Chicory roots,2016,0.46254,14084
Chicory roots,2017,0.492376,14626
Chicory roots,2018,0.597819,16598
"Chillies and peppers, dry",1961,0.991649,1150425
"Chillies and peppers, dry",1962,1.077009,1199516
"Chillies and peppers, dry",1963,1.162437,1314798
"Chillies and peppers, dry",1964,1.162494,1291123
"Chillies and peppers, dry",1965,1.057577,1230311
"Chillies and peppers, dry",1966,1.161597,1319058
"Chillies and peppers, dry",1967,1.253127,1380738
"Chillies and peppers, dry",1968,1.176919,1273473
"Chillies and peppers, dry",1969,1.195305,1305410
"Chillies and peppers, dry",1970,1.354158,1439427
"Chillies and peppers, dry",1971,1.334706,1401741
"Chillies and peppers, dry",1972,1.318076,1357131
"Chillies and peppers, dry",1973,1.412714,1420838
"Chillies and peppers, dry",1974,1.336033,1342929
"Chillies and peppers, dry",1975,1.459033,1439444
"Chillies and peppers, dry",1976,1.396049,1503647
"Chillies and peppers, dry",1977,1.597221,1533393
"Chillies and peppers, dry",1978,1.63165,1580552
"Chillies and peppers, dry",1979,1.594881,1590878
"Chillies and peppers, dry",1980,1.588321,1572432
"Chillies and peppers, dry",1981,1.56388,1547127
"Chillies and peppers, dry",1982,1.639982,1563722
"Chillies and peppers, dry",1983,1.645998,1554342
"Chillies and peppers, dry",1984,1.719405,1570095
"Chillies and peppers, dry",1985,1.975624,1737854
"Chillies and peppers, dry",1986,1.795257,1678333
"Chillies and peppers, dry",1987,1.736184,1575571
"Chillies and peppers, dry",1988,1.831629,1647112
"Chillies and peppers, dry",1989,1.998016,1779962
"Chillies and peppers, dry",1990,1.931964,1677201
"Chillies and peppers, dry",1991,1.779127,1716369
"Chillies and peppers, dry",1992,1.963895,1851774
"Chillies and peppers, dry",1993,1.93245,1609448
"Chillies and peppers, dry",1994,1.825188,1482398
"Chillies and peppers, dry",1995,1.909584,1552536
"Chillies and peppers, dry",1996,2.198083,1627756
"Chillies and peppers, dry",1997,2.063005,1541327
"Chillies and peppers, dry",1998,2.257023,1571075
"Chillies and peppers, dry",1999,2.372529,1768753
"Chillies and peppers, dry",2000,2.46699,1708987
"Chillies and peppers, dry",2001,2.475289,1729219
"Chillies and peppers, dry",2002,2.356555,1708008
"Chillies and peppers, dry",2003,2.722186,1651223
"Chillies and peppers, dry",2004,2.743455,1622069
"Chillies and peppers, dry",2005,2.728172,1554290
"Chillies and peppers, dry",2006,2.850909,1609806
"Chillies and peppers, dry",2007,2.977155,1692949
"Chillies and peppers, dry",2008,3.067845,1654034
"Chillies and peppers, dry",2009,3.049473,1636797
"Chillies and peppers, dry",2010,3.088249,1655942
"Chillies and peppers, dry",2011,3.187345,1655519
"Chillies and peppers, dry",2012,3.376757,1709773
"Chillies and peppers, dry",2013,3.583087,1680332
"Chillies and peppers, dry",2014,3.716248,1678644
"Chillies and peppers, dry",2015,3.991688,1720126
"Chillies and peppers, dry",2016,3.90796,1834128
"Chillies and peppers, dry",2017,4.437524,1828038
"Chillies and peppers, dry",2018,4.164594,1776334
"Chillies and peppers, green",1961,5.907956,658959
"Chillies and peppers, green",1962,5.2124,595264
"Chillies and peppers, green",1963,5.334831,597345
"Chillies and peppers, green",1964,5.071518,582316
"Chillies and peppers, green",1965,5.211698,611046
"Chillies and peppers, green",1966,5.635594,645911
"Chillies and peppers, green",1967,5.850813,658206
"Chillies and peppers, green",1968,6.00963,656804
"Chillies and peppers, green",1969,6.0722,676479
"Chillies and peppers, green",1970,5.47249,639005
"Chillies and peppers, green",1971,5.955304,675511
"Chillies and peppers, green",1972,6.188588,740326
"Chillies and peppers, green",1973,6.679212,772636
"Chillies and peppers, green",1974,6.732954,774987
