country,year,energy_type,consumed_EJ_yr,consumed_TW
Netherlands,2010,nuclear,0.04,0.00118463
Netherlands,2011,nuclear,0.04,0.001228312
Netherlands,2012,nuclear,0.04,0.001154214
Netherlands,2013,nuclear,0.03,0.000847207
Netherlands,2014,nuclear,0.04,0.001191835
Netherlands,2015,nuclear,0.04,0.0011809
Netherlands,2016,nuclear,0.04,0.001140013
Netherlands,2017,nuclear,0.03,0.000973682
Netherlands,2018,nuclear,0.03,0.000999935
Netherlands,2019,nuclear,0.03,0.001108203
Romania,1996,nuclear,0.01,0.0004407
Romania,1997,nuclear,0.05,0.001717011
Romania,1998,nuclear,0.05,0.00168744
Romania,1999,nuclear,0.05,0.001652782
Romania,2000,nuclear,0.05,0.001734817
Romania,2001,nuclear,0.05,0.001720393
Romania,2002,nuclear,0.05,0.001730323
Romania,2003,nuclear,0.05,0.001529938
Romania,2004,nuclear,0.05,0.001719125
Romania,2005,nuclear,0.05,0.0017104
Romania,2006,nuclear,0.05,0.001723202
Romania,2007,nuclear,0.07,0.002343953
Romania,2008,nuclear,0.11,0.00339211
Romania,2009,nuclear,0.11,0.003529129
Romania,2010,nuclear,0.11,0.003468977
Romania,2011,nuclear,0.11,0.003484667
Romania,2012,nuclear,0.11,0.003380698
Romania,2013,nuclear,0.11,0.003404937
Romania,2014,nuclear,0.11,0.003401211
Romania,2015,nuclear,0.11,0.003370656
Romania,2016,nuclear,0.10,0.003248809
Romania,2017,nuclear,0.10,0.003293514
Romania,2018,nuclear,0.10,0.0032367
Romania,2019,nuclear,0.10,0.003197272
Slovakia,1979,nuclear,0.02,0.000682671
Slovakia,1980,nuclear,0.05,0.001438156
Slovakia,1981,nuclear,0.05,0.001632114
Slovakia,1982,nuclear,0.06,0.001856916
Slovakia,1983,nuclear,0.06,0.001955485
Slovakia,1984,nuclear,0.07,0.002301749
Slovakia,1985,nuclear,0.09,0.002983148
Slovakia,1986,nuclear,0.12,0.003725278
Slovakia,1987,nuclear,0.12,0.003660731
Slovakia,1988,nuclear,0.11,0.003648331
Slovakia,1989,nuclear,0.12,0.003865501
Slovakia,1990,nuclear,0.12,0.003827027
Slovakia,1991,nuclear,0.12,0.003716693
Slovakia,1992,nuclear,0.11,0.003513514
Slovakia,1993,nuclear,0.11,0.003652146
Slovakia,1994,nuclear,0.13,0.004004769
Slovakia,1995,nuclear,0.11,0.003636566
Slovakia,1996,nuclear,0.11,0.003576789
Slovakia,1997,nuclear,0.11,0.003520827
Slovakia,1998,nuclear,0.11,0.003622893
Slovakia,1999,nuclear,0.13,0.004170747
Slovakia,2000,nuclear,0.16,0.005244515
Slovakia,2001,nuclear,0.17,0.005402843
Slovakia,2002,nuclear,0.18,0.005634769
Slovakia,2003,nuclear,0.18,0.005570894
Slovakia,2004,nuclear,0.17,0.005275745
Slovakia,2005,nuclear,0.17,0.005458194
Slovakia,2006,nuclear,0.17,0.005511066
Slovakia,2007,nuclear,0.15,0.004662365
Slovakia,2008,nuclear,0.16,0.005047373
Slovakia,2009,nuclear,0.13,0.004228529
Slovakia,2010,nuclear,0.14,0.004349726
Slovakia,2011,nuclear,0.14,0.00457149
Slovakia,2012,nuclear,0.14,0.00456855
Slovakia,2013,nuclear,0.14,0.004606968
Slovakia,2014,nuclear,0.14,0.004515002
Slovakia,2015,nuclear,0.14,0.004385907
Slovakia,2016,nuclear,0.13,0.004252871
Slovakia,2017,nuclear,0.14,0.004315707
Slovakia,2018,nuclear,0.13,0.00422276
Slovakia,2019,nuclear,0.14,0.004389714
Slovenia,1990,nuclear,0.05,0.001469634
Slovenia,1991,nuclear,0.05,0.001574563
Slovenia,1992,nuclear,0.04,0.001262639
Slovenia,1993,nuclear,0.04,0.00125787
Slovenia,1994,nuclear,0.05,0.001465501
Slovenia,1995,nuclear,0.05,0.001519555
Slovenia,1996,nuclear,0.05,0.001450556
Slovenia,1997,nuclear,0.05,0.001595866
Slovenia,1998,nuclear,0.05,0.001595866
Slovenia,1999,nuclear,0.05,0.001493164
Slovenia,2000,nuclear,0.05,0.001513831
Slovenia,2001,nuclear,0.05,0.001660688
Slovenia,2002,nuclear,0.05,0.001735031
Slovenia,2003,nuclear,0.05,0.001623805
Slovenia,2004,nuclear,0.05,0.001691548
Slovenia,2005,nuclear,0.06,0.0018117
Slovenia,2006,nuclear,0.05,0.001697501
Slovenia,2007,nuclear,0.05,0.001731588
Slovenia,2008,nuclear,0.06,0.001895484
Slovenia,2009,nuclear,0.05,0.001723423
Slovenia,2010,nuclear,0.05,0.001688377
Slovenia,2011,nuclear,0.06,0.001843606
Slovenia,2012,nuclear,0.05,0.001629877
Slovenia,2013,nuclear,0.05,0.00155324
Slovenia,2014,nuclear,0.06,0.00185564
Slovenia,2015,nuclear,0.05,0.001635521
Slovenia,2016,nuclear,0.05,0.00164513
Slovenia,2017,nuclear,0.06,0.001798647
Slovenia,2018,nuclear,0.05,0.001643368
Slovenia,2019,nuclear,0.05,0.001650013
Sweden,1972,nuclear,0.01,0.000465819
Sweden,1973,nuclear,0.02,0.000671224
Sweden,1974,nuclear,0.02,0.0006531
Sweden,1975,nuclear,0.12,0.003805723
Sweden,1976,nuclear,0.16,0.005085215
Sweden,1977,nuclear,0.20,0.006331638
Sweden,1978,nuclear,0.24,0.007561526
Sweden,1979,nuclear,0.21,0.006689666
Sweden,1980,nuclear,0.26,0.008422258
Sweden,1981,nuclear,0.38,0.011980604
Sweden,1982,nuclear,0.39,0.012414944
Sweden,1983,nuclear,0.41,0.013037838
Sweden,1984,nuclear,0.51,0.016192687
Sweden,1985,nuclear,0.59,0.01862035
Sweden,1986,nuclear,0.70,0.022241971
Sweden,1987,nuclear,0.67,0.021426073
Sweden,1988,nuclear,0.69,0.022074404
Sweden,1989,nuclear,0.66,0.020859459
Sweden,1990,nuclear,0.68,0.021680445
Sweden,1991,nuclear,0.77,0.024407313
Sweden,1992,nuclear,0.64,0.020204769
Sweden,1993,nuclear,0.61,0.019521463
Sweden,1994,nuclear,0.73,0.023261049
Sweden,1995,nuclear,0.70,0.022236884
Sweden,1996,nuclear,0.74,0.023616534
Sweden,1997,nuclear,0.70,0.022234658
Sweden,1998,nuclear,0.74,0.02339682
Sweden,1999,nuclear,0.73,0.023271224
Sweden,2000,nuclear,0.57,0.018224483
Sweden,2001,nuclear,0.72,0.022779256
Sweden,2002,nuclear,0.67,0.021377472
Sweden,2003,nuclear,0.66,0.021023389
Sweden,2004,nuclear,0.76,0.024067447
Sweden,2005,nuclear,0.70,0.022381765
Sweden,2006,nuclear,0.64,0.020492708
Sweden,2007,nuclear,0.64,0.020362196
Sweden,2008,nuclear,0.61,0.019305053
Sweden,2009,nuclear,0.49,0.015667568
Sweden,2010,nuclear,0.54,0.017229382
Sweden,2011,nuclear,0.56,0.017939189
Sweden,2012,nuclear,0.59,0.018880688
Sweden,2013,nuclear,0.61,0.019476164
Sweden,2014,nuclear,0.59,0.018899272
Sweden,2015,nuclear,0.51,0.016316988
Sweden,2016,nuclear,0.57,0.018164369
Sweden,2017,nuclear,0.59,0.018800127
Sweden,2018,nuclear,0.61,0.019501849
Sweden,2019,nuclear,0.60,0.01899647
Sweden,1969,nuclear,0.01,0.000170111
Sweden,1970,nuclear,0.02,0.000561526
Sweden,1971,nuclear,0.01,0.000442289
Sweden,1972,nuclear,0.04,0.001220986
Sweden,1973,nuclear,0.06,0.002006359
Sweden,1974,nuclear,0.07,0.002247059
Sweden,1975,nuclear,0.08,0.002467727
Sweden,1976,nuclear,0.08,0.002524324
Sweden,1977,nuclear,0.08,0.002579968
Sweden,1978,nuclear,0.08,0.002669316
Sweden,1979,nuclear,0.12,0.003753577
Sweden,1980,nuclear,0.14,0.004561526
Sweden,1981,nuclear,0.15,0.004874404
Sweden,1982,nuclear,0.15,0.004811765
Sweden,1983,nuclear,0.16,0.004995231
Sweden,1984,nuclear,0.18,0.005863275
Sweden,1985,nuclear,0.22,0.007122751
Sweden,1986,nuclear,0.22,0.007130115
Sweden,1987,nuclear,0.23,0.007263325
Sweden,1988,nuclear,0.23,0.00719672
Sweden,1989,nuclear,0.23,0.007210443
Sweden,1990,nuclear,0.23,0.007463141
Sweden,1991,nuclear,0.23,0.007247594
Sweden,1992,nuclear,0.23,0.007403899
Sweden,1993,nuclear,0.23,0.007373107
Sweden,1994,nuclear,0.24,0.007692745
Sweden,1995,nuclear,0.25,0.007860765
Sweden,1996,nuclear,0.25,0.00793875
Sweden,1997,nuclear,0.25,0.008023094
Sweden,1998,nuclear,0.26,0.00815597
Sweden,1999,nuclear,0.25,0.007873149
Sweden,2000,nuclear,0.26,0.008350431
Sweden,2001,nuclear,0.26,0.008410597
Sweden,2002,nuclear,0.27,0.008488157
Sweden,2003,nuclear,0.27,0.0085122
Sweden,2004,nuclear,0.26,0.008295222
Sweden,2005,nuclear,0.22,0.007136864
Sweden,2006,nuclear,0.27,0.008452401
Sweden,2007,nuclear,0.27,0.008431579
Sweden,2008,nuclear,0.26,0.008311778
Sweden,2009,nuclear,0.26,0.008256362
Sweden,2010,nuclear,0.25,0.007918561
Sweden,2011,nuclear,0.25,0.007981126
Sweden,2012,nuclear,0.24,0.007555671
Sweden,2013,nuclear,0.24,0.007672419
Sweden,2014,nuclear,0.25,0.008086132
Sweden,2015,nuclear,0.21,0.006734912
Sweden,2016,nuclear,0.19,0.006131457
Sweden,2017,nuclear,0.18,0.005873684
Sweden,2018,nuclear,0.22,0.006945661
Sweden,2019,nuclear,0.21,0.006527763
Ukraine,1985,nuclear,0.53,0.016949699
Ukraine,1986,nuclear,0.43,0.013579994
Ukraine,1987,nuclear,0.50,0.016033499
Ukraine,1988,nuclear,0.72,0.022893757
Ukraine,1989,nuclear,0.67,0.021149885
Ukraine,1990,nuclear,0.76,0.024222258
Ukraine,1991,nuclear,0.75,0.02388903
Ukraine,1992,nuclear,0.74,0.023449921
Ukraine,1993,nuclear,0.75,0.023924642
Ukraine,1994,nuclear,0.69,0.021891256
Ukraine,1995,nuclear,0.71,0.022423847
Ukraine,1996,nuclear,0.80,0.025302703
Ukraine,1997,nuclear,0.79,0.025256916
Ukraine,1998,nuclear,0.75,0.02392337
Ukraine,1999,nuclear,0.72,0.022914149
Ukraine,2000,nuclear,0.77,0.024591733
Ukraine,2001,nuclear,0.76,0.024061811
Ukraine,2002,nuclear,0.77,0.024478117
Ukraine,2003,nuclear,0.80,0.025386486
Ukraine,2004,nuclear,0.85,0.026964985
Ukraine,2005,nuclear,0.86,0.027328224
Ukraine,2006,nuclear,0.87,0.027605813
Ukraine,2007,nuclear,0.88,0.02813777
Ukraine,2008,nuclear,0.85,0.027146852
Ukraine,2009,nuclear,0.78,0.024902102
Ukraine,2010,nuclear,0.84,0.026608125
Ukraine,2011,nuclear,0.84,0.026770906
Ukraine,2012,nuclear,0.84,0.026576138
Ukraine,2013,nuclear,0.77,0.024385575
Ukraine,2014,nuclear,0.81,0.025748564
Ukraine,2015,nuclear,0.80,0.02537473
Ukraine,2016,nuclear,0.73,0.023302415
Ukraine,2017,nuclear,0.77,0.024489215
Ukraine,2018,nuclear,0.76,0.024010839
Ukraine,2019,nuclear,0.74,0.023526734
United Kingdom,1965,nuclear,0.15,0.004812401
United Kingdom,1966,nuclear,0.20,0.006428299
United Kingdom,1967,nuclear,0.23,0.007401272
United Kingdom,1968,nuclear,0.26,0.008327504
United Kingdom,1969,nuclear,0.29,0.009260731
United Kingdom,1970,nuclear,0.26,0.008270906
United Kingdom,1971,nuclear,0.28,0.0087593
United Kingdom,1972,nuclear,0.29,0.009341176
United Kingdom,1973,nuclear,0.28,0.008902067
United Kingdom,1974,nuclear,0.34,0.01068903
United Kingdom,1975,nuclear,0.30,0.009646423
United Kingdom,1976,nuclear,0.36,0.011496025
United Kingdom,1977,nuclear,0.40,0.012725278
United Kingdom,1978,nuclear,0.37,0.01183593
United Kingdom,1979,nuclear,0.38,0.012180604
United Kingdom,1980,nuclear,0.37,0.011772019
United Kingdom,1981,nuclear,0.38,0.012072814
United Kingdom,1982,nuclear,0.44,0.013981558
United Kingdom,1983,nuclear,0.50,0.015875358
United Kingdom,1984,nuclear,0.54,0.017163434
United Kingdom,1985,nuclear,0.61,0.019426073
United Kingdom,1986,nuclear,0.59,0.018785056
United Kingdom,1987,nuclear,0.55,0.017563752
United Kingdom,1988,nuclear,0.63,0.020176789
United Kingdom,1989,nuclear,0.72,0.022808903
United Kingdom,1990,nuclear,0.66,0.020905882
United Kingdom,1991,nuclear,0.71,0.022430207
United Kingdom,1992,nuclear,0.77,0.02442194
United Kingdom,1993,nuclear,0.89,0.028411129
United Kingdom,1994,nuclear,0.88,0.028070588
United Kingdom,1995,nuclear,0.89,0.02828744
United Kingdom,1996,nuclear,0.95,0.030102067
United Kingdom,1997,nuclear,0.98,0.031206995
United Kingdom,1998,nuclear,0.99,0.031633052
United Kingdom,1999,nuclear,0.95,0.030248949
United Kingdom,2000,nuclear,0.85,0.027046984
United Kingdom,2001,nuclear,0.90,0.028460306
United Kingdom,2002,nuclear,0.87,0.02757229
United Kingdom,2003,nuclear,0.87,0.02765684
United Kingdom,2004,nuclear,0.78,0.024788843
United Kingdom,2005,nuclear,0.79,0.025130446
United Kingdom,2006,nuclear,0.73,0.023085362
United Kingdom,2007,nuclear,0.60,0.019164023
United Kingdom,2008,nuclear,0.50,0.015859402
United Kingdom,2009,nuclear,0.65,0.020750058
United Kingdom,2010,nuclear,0.58,0.018546081
United Kingdom,2011,nuclear,0.64,0.020462229
United Kingdom,2012,nuclear,0.65,0.020758251
United Kingdom,2013,nuclear,0.65,0.020692344
United Kingdom,2014,nuclear,0.58,0.01857037
United Kingdom,2015,nuclear,0.64,0.020370145
United Kingdom,2016,nuclear,0.65,0.020647201
United Kingdom,2017,nuclear,0.63,0.020128071
United Kingdom,2018,nuclear,0.58,0.018510341
United Kingdom,2019,nuclear,0.50,0.015925116
Europe (other),1982,nuclear,0.03,0.000805405
Europe (other),1983,nuclear,0.04,0.001245151
Europe (other),1984,nuclear,0.04,0.001405405
Europe (other),1985,nuclear,0.04,0.001288712
Europe (other),1986,nuclear,0.04,0.001277901
Europe (other),1987,nuclear,0.04,0.001429253
Europe (other),1988,nuclear,0.04,0.001314785
Europe (other),1989,nuclear,0.05,0.00149062
Kazakhstan,1991,nuclear,0.01,0.000317965
Russian Federation,1985,nuclear,0.99,0.031579388
Russian Federation,1986,nuclear,1.05,0.033456755
Russian Federation,1987,nuclear,1.25,0.039650941
Russian Federation,1988,nuclear,1.35,0.042866072
Russian Federation,1989,nuclear,1.36,0.043350871
Russian Federation,1990,nuclear,1.18,0.037623216
Russian Federation,1991,nuclear,1.20,0.038150652
Russian Federation,1992,nuclear,1.20,0.038036884
Russian Federation,1993,nuclear,1.19,0.037896979
Russian Federation,1994,nuclear,0.98,0.031103339
Russian Federation,1995,nuclear,1.00,0.031647695
Russian Federation,1996,nuclear,1.09,0.034666455
Russian Federation,1997,nuclear,1.08,0.034498569
Russian Federation,1998,nuclear,1.04,0.032979014
Russian Federation,1999,nuclear,1.22,0.038751669
Russian Federation,2000,nuclear,1.31,0.041562798
Russian Federation,2001,nuclear,1.36,0.04325781
Russian Federation,2002,nuclear,1.40,0.044451997
Russian Federation,2003,nuclear,1.47,0.0468842
Russian Federation,2004,nuclear,1.41,0.04483949
Russian Federation,2005,nuclear,1.45,0.046014848
Russian Federation,2006,nuclear,1.51,0.047864151
Russian Federation,2007,nuclear,1.53,0.048666132
Russian Federation,2008,nuclear,1.55,0.049278331
Russian Federation,2009,nuclear,1.54,0.049123874
Russian Federation,2010,nuclear,1.60,0.050861625
Russian Federation,2011,nuclear,1.61,0.051300979
Russian Federation,2012,nuclear,1.65,0.052344147
Russian Federation,2013,nuclear,1.59,0.050555939
Russian Federation,2014,nuclear,1.66,0.052656307
Russian Federation,2015,nuclear,1.78,0.056603343
Russian Federation,2016,nuclear,1.78,0.056597776
Russian Federation,2017,nuclear,1.83,0.05813256
Russian Federation,2018,nuclear,1.83,0.05820229
Russian Federation,2019,nuclear,1.86,0.05923617
USSR,1965,nuclear,0.02,0.000591595
USSR,1966,nuclear,0.02,0.000656235
USSR,1967,nuclear,0.02,0.000716659
USSR,1968,nuclear,0.03,0.000996297
USSR,1969,nuclear,0.04,0.001155086
USSR,1970,nuclear,0.04,0.001395378
USSR,1971,nuclear,0.05,0.001712957
USSR,1972,nuclear,0.10,0.003126603
USSR,1973,nuclear,0.14,0.004550085
USSR,1974,nuclear,0.21,0.006823722
USSR,1975,nuclear,0.29,0.009098765
USSR,1976,nuclear,0.38,0.012131218
USSR,1977,nuclear,0.51,0.016226013
USSR,1978,nuclear,0.52,0.016681303
USSR,1979,nuclear,0.60,0.018956345
USSR,1980,nuclear,0.74,0.023505025
USSR,1981,nuclear,0.87,0.027691159
USSR,1982,nuclear,1.00,0.031877294
USSR,1983,nuclear,1.11,0.03541984
USSR,1984,nuclear,1.44,0.045722874
CIS (other),1985,nuclear,0.05,0.001675016
CIS (other),1986,nuclear,0.03,0.000875449
CIS (other),1987,nuclear,0.04,0.00137711
CIS (other),1988,nuclear,0.05,0.001530279
CIS (other),1989,nuclear,0.01,0.000406107
CIS (other),1996,nuclear,0.02,0.000738951
CIS (other),1997,nuclear,0.02,0.00051097
CIS (other),1998,nuclear,0.02,0.000505246
CIS (other),1999,nuclear,0.02,0.000660731
CIS (other),2000,nuclear,0.02,0.00063752
CIS (other),2001,nuclear,0.02,0.000627694
CIS (other),2002,nuclear,0.02,0.000716234
CIS (other),2003,nuclear,0.02,0.000623077
CIS (other),2004,nuclear,0.02,0.000682011
CIS (other),2005,nuclear,0.03,0.000836264
CIS (other),2006,nuclear,0.03,0.000807843
CIS (other),2007,nuclear,0.02,0.000776372
CIS (other),2008,nuclear,0.02,0.000743811
CIS (other),2009,nuclear,0.02,0.000748859
CIS (other),2010,nuclear,0.02,0.00074316
CIS (other),2011,nuclear,0.02,0.000755834
CIS (other),2012,nuclear,0.02,0.000681376
CIS (other),2013,nuclear,0.02,0.000691543
CIS (other),2014,nuclear,0.02,0.000718019
CIS (other),2015,nuclear,0.03,0.000807249
CIS (other),2016,nuclear,0.02,0.000685255
CIS (other),2017,nuclear,0.02,0.000749647
CIS (other),2018,nuclear,0.02,0.00059064
CIS (other),2019,nuclear,0.02,0.000622958
Iran,2012,nuclear,0.01,0.000435708
Iran,2013,nuclear,0.04,0.001266688
Iran,2014,nuclear,0.04,0.00120602
Iran,2015,nuclear,0.03,0.001027124
Iran,2016,nuclear,0.06,0.001863605
Iran,2017,nuclear,0.06,0.001991048
Iran,2018,nuclear,0.06,0.001958855
Iran,2019,nuclear,0.06,0.001817069
South Africa,1984,nuclear,0.04,0.001248013
South Africa,1985,nuclear,0.05,0.001689984
South Africa,1986,nuclear,0.09,0.002799046
South Africa,1987,nuclear,0.06,0.00196089
South Africa,1988,nuclear,0.10,0.003336407
South Africa,1989,nuclear,0.11,0.003529094
South Africa,1990,nuclear,0.08,0.002686486
South Africa,1991,nuclear,0.09,0.002907472
South Africa,1992,nuclear,0.09,0.002953259
South Africa,1993,nuclear,0.07,0.002306836
South Africa,1994,nuclear,0.10,0.003083307
South Africa,1995,nuclear,0.11,0.003593323
South Africa,1996,nuclear,0.12,0.003744038
South Africa,1997,nuclear,0.13,0.004021304
South Africa,1998,nuclear,0.14,0.004324642
South Africa,1999,nuclear,0.13,0.004081717
South Africa,2000,nuclear,0.13,0.004136725
South Africa,2001,nuclear,0.11,0.003386135
South Africa,2002,nuclear,0.12,0.003763522
South Africa,2003,nuclear,0.12,0.00394896
South Africa,2004,nuclear,0.13,0.00414137
South Africa,2005,nuclear,0.11,0.00347704
South Africa,2006,nuclear,0.10,0.003067618
South Africa,2007,nuclear,0.11,0.00344098
South Africa,2008,nuclear,0.12,0.00392936
South Africa,2009,nuclear,0.12,0.003845645
South Africa,2010,nuclear,0.13,0.004037241
South Africa,2011,nuclear,0.12,0.003827225
South Africa,2012,nuclear,0.12,0.003823322
South Africa,2013,nuclear,0.13,0.004133962
South Africa,2014,nuclear,0.13,0.00401832
South Africa,2015,nuclear,0.11,0.003543533
South Africa,2016,nuclear,0.14,0.004580872
South Africa,2017,nuclear,0.14,0.004508968
South Africa,2018,nuclear,0.10,0.003155171
South Africa,2019,nuclear,0.13,0.004028957
China,1993,nuclear,0.02,0.000510016
China,1994,nuclear,0.15,0.004691892
China,1995,nuclear,0.13,0.004080445
China,1996,nuclear,0.14,0.004558983
China,1997,nuclear,0.14,0.00458442
China,1998,nuclear,0.14,0.004483307
China,1999,nuclear,0.15,0.004753259
China,2000,nuclear,0.17,0.005321781
China,2001,nuclear,0.17,0.00551941
China,2002,nuclear,0.25,0.007886417
China,2003,nuclear,0.43,0.013516216
China,2004,nuclear,0.49,0.015638526
China,2005,nuclear,0.51,0.016345946
China,2006,nuclear,0.53,0.016780112
China,2007,nuclear,0.59,0.018890878
China,2008,nuclear,0.65,0.020666309
China,2009,nuclear,0.66,0.02103615
China,2010,nuclear,0.70,0.022307369
China,2011,nuclear,0.81,0.025866842
China,2012,nuclear,0.91,0.028988223
China,2013,nuclear,1.03,0.032676881
China,2014,nuclear,1.22,0.038807511
China,2015,nuclear,1.56,0.049626886
China,2016,nuclear,1.93,0.061365941
China,2017,nuclear,2.23,0.07099841
China,2018,nuclear,2.64,0.083926031
China,2019,nuclear,3.11,0.09883765
India,1969,nuclear,0.01,0.000230455
India,1970,nuclear,0.01,0.000415944
India,1971,nuclear,0.01,0.000309147
India,1972,nuclear,0.01,0.00029369
India,1973,nuclear,0.02,0.000621105
India,1974,nuclear,0.02,0.000571922
India,1975,nuclear,0.02,0.000681529
India,1976,nuclear,0.03,0.000844534
India,1977,nuclear,0.02,0.000588785
India,1978,nuclear,0.02,0.00071947
India,1979,nuclear,0.02,0.000746169
India,1980,nuclear,0.02,0.000778489
India,1981,nuclear,0.02,0.00078411
India,1982,nuclear,0.02,0.000685745
India,1983,nuclear,0.03,0.000978029
India,1984,nuclear,0.04,0.001284366
India,1985,nuclear,0.05,0.001433319
India,1986,nuclear,0.05,0.001596324
India,1987,nuclear,0.05,0.001691878
India,1988,nuclear,0.06,0.00193217
India,1989,nuclear,0.04,0.001278745
India,1990,nuclear,0.06,0.002033346
India,1991,nuclear,0.05,0.001721388
India,1992,nuclear,0.06,0.002036156
India,1993,nuclear,0.06,0.001979947
India,1994,nuclear,0.05,0.001572435
India,1995,nuclear,0.08,0.002421185
India,1996,nuclear,0.08,0.002671313
India,1997,nuclear,0.10,0.003202484
India,1998,nuclear,0.11,0.003615617
India,1999,nuclear,0.13,0.004047018
India,2000,nuclear,0.16,0.005013806
India,2001,nuclear,0.19,0.005966888
India,2002,nuclear,0.19,0.006074036
India,2003,nuclear,0.18,0.005657475
India,2004,nuclear,0.21,0.006586469
India,2005,nuclear,0.17,0.005458194
India,2006,nuclear,0.17,0.005394725
India,2007,nuclear,0.17,0.005421825
India,2008,nuclear,0.14,0.004602201
India,2009,nuclear,0.16,0.005049904
India,2010,nuclear,0.22,0.00688904
India,2011,nuclear,0.30,0.009558762
India,2012,nuclear,0.31,0.009770922
India,2013,nuclear,0.31,0.009761451
India,2014,nuclear,0.32,0.010104278
India,2015,nuclear,0.35,0.011092911
India,2016,nuclear,0.34,0.010909261
India,2017,nuclear,0.34,0.010706838
India,2018,nuclear,0.35,0.01110973
India,2019,nuclear,0.40,0.012801244
Japan,1966,nuclear,0.01,0.000185692
Japan,1967,nuclear,0.01,0.0002
Japan,1968,nuclear,0.01,0.000331955
Japan,1969,nuclear,0.01,0.000344038
Japan,1970,nuclear,0.05,0.001456598
Japan,1971,nuclear,0.08,0.0025469
Japan,1972,nuclear,0.09,0.003014308
Japan,1973,nuclear,0.10,0.003086486
Japan,1974,nuclear,0.20,0.006263593
Japan,1975,nuclear,0.25,0.007988871
Japan,1976,nuclear,0.34,0.01083593
Japan,1977,nuclear,0.32,0.010066455
Japan,1978,nuclear,0.59,0.018859459
Japan,1979,nuclear,0.70,0.022382512
Japan,1980,nuclear,0.83,0.026261049
Japan,1981,nuclear,0.88,0.027923688
Japan,1982,nuclear,1.02,0.032569157
Japan,1983,nuclear,1.14,0.036340541
Japan,1984,nuclear,1.34,0.042691256
Japan,1985,nuclear,1.60,0.050740223
Japan,1986,nuclear,1.65,0.052581787
Japan,1987,nuclear,1.89,0.059969793
Japan,1988,nuclear,1.74,0.055293142
Japan,1989,nuclear,1.86,0.059082415
Japan,1990,nuclear,1.95,0.06186686
Japan,1991,nuclear,2.09,0.066357241
Japan,1992,nuclear,2.17,0.06900958
Japan,1993,nuclear,2.48,0.078759909
Japan,1994,nuclear,2.58,0.082113827
Japan,1995,nuclear,2.87,0.091220434
Japan,1996,nuclear,2.97,0.094277
Japan,1997,nuclear,3.21,0.102116673
Japan,1998,nuclear,3.26,0.103648285
Japan,1999,nuclear,3.17,0.100869612
Japan,2000,nuclear,3.19,0.101469499
Japan,2001,nuclear,3.18,0.101258063
Japan,2002,nuclear,3.10,0.098633839
Japan,2003,nuclear,2.26,0.071749794
Japan,2004,nuclear,2.79,0.088579448
Japan,2005,nuclear,2.84,0.090227289
Japan,2006,nuclear,2.93,0.093102673
Japan,2007,nuclear,2.67,0.084833708
Japan,2008,nuclear,2.39,0.076068405
Japan,2009,nuclear,2.59,0.082477635
Japan,2010,nuclear,2.74,0.087255629
Japan,2011,nuclear,1.52,0.048330441
Japan,2012,nuclear,0.17,0.005304591
Japan,2013,nuclear,0.13,0.004279587
Japan,2015,nuclear,0.04,0.001310156
Japan,2016,nuclear,0.16,0.005088821
Japan,2017,nuclear,0.26,0.008320064
Japan,2018,nuclear,0.44,0.013970413
Japan,2019,nuclear,0.59,0.018604267
Pakistan,1974,nuclear,0.01,0.000168626
Pakistan,1975,nuclear,0.01,0.00019392
Pakistan,1976,nuclear,0.01,0.00016441
Pakistan,1986,nuclear,0.01,0.000167221
Pakistan,1992,nuclear,0.01,0.000317965
Pakistan,1994,nuclear,0.01,0.000186894
Pakistan,1995,nuclear,0.01,0.000165815
Pakistan,2000,nuclear,0.01,0.000300716
Pakistan,2001,nuclear,0.02,0.000658954
Pakistan,2002,nuclear,0.02,0.000595059
Pakistan,2003,nuclear,0.02,0.000594
Pakistan,2004,nuclear,0.02,0.000748322
Pakistan,2005,nuclear,0.02,0.000781421
Pakistan,2006,nuclear,0.02,0.000775012
Pakistan,2007,nuclear,0.02,0.000704776
Pakistan,2008,nuclear,0.02,0.000527849
Pakistan,2009,nuclear,0.02,0.00076392
Pakistan,2010,nuclear,0.02,0.000758679
Pakistan,2011,nuclear,0.04,0.001169129
Pakistan,2012,nuclear,0.03,0.000800548
Pakistan,2013,nuclear,0.07,0.002070218
Pakistan,2014,nuclear,0.04,0.001268657
Pakistan,2015,nuclear,0.04,0.00128119
Pakistan,2016,nuclear,0.05,0.001555493
Pakistan,2017,nuclear,0.07,0.002253789
Pakistan,2018,nuclear,0.09,0.002787222
Pakistan,2019,nuclear,0.08,0.002698378
South Korea,1978,nuclear,0.02,0.00073907
South Korea,1979,nuclear,0.03,0.001002195
South Korea,1980,nuclear,0.03,0.001105613
South Korea,1981,nuclear,0.03,0.00092121
South Korea,1982,nuclear,0.04,0.001201046
South Korea,1983,nuclear,0.09,0.002850575
South Korea,1984,nuclear,0.12,0.003749462
South Korea,1985,nuclear,0.17,0.005324433
South Korea,1986,nuclear,0.28,0.009001977
South Korea,1987,nuclear,0.39,0.012500538
South Korea,1988,nuclear,0.40,0.012750611
South Korea,1989,nuclear,0.47,0.015060468
South Korea,1990,nuclear,0.53,0.016816077
South Korea,1991,nuclear,0.56,0.017904849
South Korea,1992,nuclear,0.57,0.017974631
South Korea,1993,nuclear,0.58,0.018485915
South Korea,1994,nuclear,0.59,0.018648941
