country,year,power_usage_per_year_EJ,power_usage_TW
South America (other),2012,1.15,0.036437875
South America (other),2013,1.19,0.037655658
South America (other),2014,1.15,0.036608555
South America (other),2015,1.19,0.037618849
South America (other),2016,1.27,0.04031815
South America (other),2017,1.27,0.0401925
South America (other),2018,1.28,0.040469769
South America (other),2019,1.22,0.038587664
Austria,1965,0.67,0.021300497
Austria,1966,0.70,0.022282465
Austria,1967,0.71,0.022507626
Austria,1968,0.76,0.024081718
Austria,1969,0.79,0.02498889
Austria,1970,0.90,0.028573302
Austria,1971,0.90,0.028543159
Austria,1972,0.93,0.029531371
Austria,1973,1.00,0.031738853
Austria,1974,1.00,0.031832934
Austria,1975,1.00,0.031594076
Austria,1976,1.03,0.032782156
Austria,1977,1.03,0.032773423
Austria,1978,1.08,0.034210291
Austria,1979,1.14,0.036203388
Austria,1980,1.14,0.036029332
Austria,1981,1.10,0.034926155
Austria,1982,1.06,0.033761091
Austria,1983,1.06,0.03367269
Austria,1984,1.05,0.033404081
Austria,1985,1.11,0.035073068
Austria,1986,1.12,0.035425038
Austria,1987,1.18,0.037358469
Austria,1988,1.16,0.036795792
Austria,1989,1.17,0.037007771
Austria,1990,1.19,0.037613727
Austria,1991,1.25,0.039483765
Austria,1992,1.22,0.038779522
Austria,1993,1.24,0.039440406
Austria,1994,1.24,0.039216047
Austria,1995,1.30,0.041111893
Austria,1996,1.30,0.041236841
Austria,1997,1.33,0.042078337
Austria,1998,1.35,0.042735468
Austria,1999,1.38,0.043660075
Austria,2000,1.38,0.04379517
Austria,2001,1.43,0.045426904
Austria,2002,1.44,0.045526987
Austria,2003,1.45,0.046119359
Austria,2004,1.48,0.046892355
Austria,2005,1.50,0.047691366
Austria,2006,1.49,0.047152202
Austria,2007,1.45,0.046057113
Austria,2008,1.48,0.046974341
Austria,2009,1.43,0.045387187
Austria,2010,1.48,0.046924474
Austria,2011,1.39,0.043941403
Austria,2012,1.45,0.046090506
Austria,2013,1.44,0.045790847
Austria,2014,1.38,0.043885708
Austria,2015,1.39,0.043954031
Austria,2016,1.43,0.045408123
Austria,2017,1.47,0.046494015
Austria,2018,1.44,0.045571345
Austria,2019,1.50,0.047553525
Belgium,1965,1.49,0.047127866
Belgium,1966,1.43,0.045405774
Belgium,1967,1.50,0.047665942
Belgium,1968,1.68,0.053117648
Belgium,1969,1.84,0.058295381
Belgium,1970,1.94,0.061583919
Belgium,1971,1.91,0.060415895
Belgium,1972,2.03,0.06422701
Belgium,1973,2.05,0.065087943
Belgium,1974,1.98,0.062855724
Belgium,1975,1.86,0.05907319
Belgium,1976,1.98,0.062656053
Belgium,1977,1.98,0.062748516
Belgium,1978,2.07,0.065496154
Belgium,1979,2.13,0.067396592
Belgium,1980,2.03,0.064510376
Belgium,1981,1.93,0.061332418
Belgium,1982,1.85,0.058653011
Belgium,1983,1.79,0.056780462
Belgium,1984,1.87,0.059324287
Belgium,1985,1.95,0.061890312
Belgium,1986,2.01,0.063834345
Belgium,1987,2.07,0.065749174
Belgium,1988,2.11,0.067056428
Belgium,1989,2.13,0.067568281
Belgium,1990,2.26,0.071601188
Belgium,1991,2.34,0.074071763
Belgium,1992,2.33,0.073801058
Belgium,1993,2.29,0.072627001
Belgium,1994,2.42,0.076665215
Belgium,1995,2.44,0.077338322
Belgium,1996,2.59,0.082220362
Belgium,1997,2.62,0.082979534
Belgium,1998,2.67,0.084647555
Belgium,1999,2.65,0.083951019
Belgium,2000,2.71,0.08585262
Belgium,2001,2.69,0.085155999
Belgium,2002,2.67,0.084807175
Belgium,2003,2.78,0.088011782
Belgium,2004,2.79,0.088310149
Belgium,2005,2.75,0.087292752
Belgium,2006,2.76,0.087475951
Belgium,2007,2.78,0.08800673
Belgium,2008,2.82,0.08951965
Belgium,2009,2.64,0.083635597
Belgium,2010,2.81,0.089046336
Belgium,2011,2.62,0.082996294
Belgium,2012,2.52,0.079763058
Belgium,2013,2.58,0.081814845
Belgium,2014,2.40,0.076237177
Belgium,2015,2.44,0.077331532
Belgium,2016,2.63,0.08330184
Belgium,2017,2.66,0.084256317
Belgium,2018,2.59,0.082072997
Belgium,2019,2.71,0.086008206
Bulgaria,1965,0.43,0.013647496
Bulgaria,1966,0.46,0.014633441
Bulgaria,1967,0.54,0.017004494
Bulgaria,1968,0.60,0.019027693
Bulgaria,1969,0.67,0.021200295
Bulgaria,1970,0.75,0.023852317
Bulgaria,1971,0.78,0.024837958
Bulgaria,1972,0.81,0.025561007
Bulgaria,1973,0.84,0.02655063
Bulgaria,1974,0.86,0.027348399
Bulgaria,1975,0.95,0.030215415
Bulgaria,1976,1.01,0.031979556
Bulgaria,1977,1.06,0.033687808
Bulgaria,1978,1.10,0.034898286
Bulgaria,1979,1.14,0.036215862
Bulgaria,1980,1.21,0.038232396
Bulgaria,1981,1.19,0.037648331
Bulgaria,1982,1.22,0.038572418
Bulgaria,1983,1.22,0.03881824
Bulgaria,1984,1.22,0.038591426
Bulgaria,1985,1.21,0.038316299
Bulgaria,1986,1.23,0.03909282
Bulgaria,1987,1.24,0.039389652
Bulgaria,1988,1.27,0.040285497
Bulgaria,1989,1.26,0.039941926
Bulgaria,1990,1.16,0.036843464
Bulgaria,1991,0.94,0.029917811
Bulgaria,1992,0.89,0.028080519
Bulgaria,1993,0.94,0.029847065
Bulgaria,1994,0.91,0.02872275
Bulgaria,1995,0.97,0.030832126
Bulgaria,1996,0.97,0.030821587
Bulgaria,1997,0.92,0.029108964
Bulgaria,1998,0.88,0.027969238
Bulgaria,1999,0.77,0.024478741
Bulgaria,2000,0.78,0.024623607
Bulgaria,2001,0.81,0.02566787
Bulgaria,2002,0.79,0.024942066
Bulgaria,2003,0.81,0.025687131
Bulgaria,2004,0.79,0.024889417
Bulgaria,2005,0.85,0.026900826
Bulgaria,2006,0.87,0.027553639
Bulgaria,2007,0.84,0.026690896
Bulgaria,2008,0.83,0.026259789
Bulgaria,2009,0.73,0.023044843
Bulgaria,2010,0.76,0.023964562
Bulgaria,2011,0.80,0.025493198
Bulgaria,2012,0.76,0.024225829
Bulgaria,2013,0.71,0.022401438
Bulgaria,2014,0.75,0.02383937
Bulgaria,2015,0.80,0.025371216
Bulgaria,2016,0.76,0.024020845
Bulgaria,2017,0.77,0.024550445
Bulgaria,2018,0.77,0.024494486
Bulgaria,2019,0.75,0.023689275
Croatia,1990,0.36,0.011387966
Croatia,1991,0.30,0.009559915
Croatia,1992,0.29,0.009101734
Croatia,1993,0.30,0.009494608
Croatia,1994,0.30,0.009574937
Croatia,1995,0.31,0.009909353
Croatia,1996,0.33,0.010595897
Croatia,1997,0.33,0.010536442
Croatia,1998,0.35,0.011144598
Croatia,1999,0.36,0.011502835
Croatia,2000,0.34,0.010888259
Croatia,2001,0.36,0.011441374
Croatia,2002,0.36,0.011480954
Croatia,2003,0.38,0.01202597
Croatia,2004,0.39,0.012465075
Croatia,2005,0.39,0.012333657
Croatia,2006,0.38,0.012190203
Croatia,2007,0.39,0.012286171
Croatia,2008,0.38,0.012197573
Croatia,2009,0.38,0.012011038
Croatia,2010,0.38,0.012177126
Croatia,2011,0.34,0.010677419
Croatia,2012,0.31,0.009893607
Croatia,2013,0.34,0.010784156
Croatia,2014,0.34,0.01076358
Croatia,2015,0.32,0.010234267
Croatia,2016,0.34,0.01063258
Croatia,2017,0.34,0.010655816
Croatia,2018,0.35,0.01115786
Croatia,2019,0.34,0.01078117
Cyprus,1965,0.02,0.000534207
Cyprus,1966,0.02,0.000609356
Cyprus,1967,0.02,0.000660562
Cyprus,1968,0.02,0.000733611
Cyprus,1969,0.03,0.000866305
Cyprus,1970,0.03,0.000913677
Cyprus,1971,0.03,0.001089875
Cyprus,1972,0.04,0.001225532
Cyprus,1973,0.04,0.001314807
Cyprus,1974,0.04,0.001165729
Cyprus,1975,0.03,0.000973647
Cyprus,1976,0.03,0.00098995
Cyprus,1977,0.04,0.001118235
Cyprus,1978,0.04,0.001146485
Cyprus,1979,0.04,0.001163418
Cyprus,1980,0.04,0.001173215
Cyprus,1981,0.04,0.001124994
Cyprus,1982,0.04,0.001348435
Cyprus,1983,0.04,0.001418847
Cyprus,1984,0.05,0.001439599
Cyprus,1985,0.05,0.001548363
Cyprus,1986,0.05,0.001614343
Cyprus,1987,0.06,0.001972447
Cyprus,1988,0.06,0.002036843
Cyprus,1989,0.07,0.00209015
Cyprus,1990,0.07,0.00220001
Cyprus,1991,0.07,0.002227133
Cyprus,1992,0.08,0.002602031
Cyprus,1993,0.09,0.002704015
Cyprus,1994,0.09,0.00270883
Cyprus,1995,0.09,0.002879849
Cyprus,1996,0.09,0.002922554
Cyprus,1997,0.09,0.002950724
Cyprus,1998,0.10,0.003132777
Cyprus,1999,0.10,0.003296463
Cyprus,2000,0.11,0.003454026
Cyprus,2001,0.11,0.003493809
Cyprus,2002,0.11,0.003445446
Cyprus,2003,0.12,0.003662583
Cyprus,2004,0.11,0.003564415
Cyprus,2005,0.13,0.003994085
Cyprus,2006,0.12,0.003927769
Cyprus,2007,0.13,0.003993271
Cyprus,2008,0.13,0.004091729
Cyprus,2009,0.13,0.003993497
Cyprus,2010,0.12,0.003884116
Cyprus,2011,0.12,0.003843444
Cyprus,2012,0.11,0.003599971
Cyprus,2013,0.10,0.003218949
Cyprus,2014,0.10,0.0032208
Cyprus,2015,0.10,0.003320772
Cyprus,2016,0.11,0.003611556
Cyprus,2017,0.12,0.003709349
Cyprus,2018,0.12,0.003693562
Cyprus,2019,0.12,0.003698187
Czech Republic,1965,1.69,0.05346105
Czech Republic,1966,1.70,0.053863889
Czech Republic,1967,1.67,0.053029848
Czech Republic,1968,1.74,0.055315956
Czech Republic,1969,1.82,0.05767743
Czech Republic,1970,1.90,0.060102537
Czech Republic,1971,1.99,0.063175167
Czech Republic,1972,2.00,0.063532911
Czech Republic,1973,2.02,0.063915509
Czech Republic,1974,2.04,0.064586041
Czech Republic,1975,2.12,0.067226004
Czech Republic,1976,2.18,0.06910876
Czech Republic,1977,2.25,0.071371769
Czech Republic,1978,2.28,0.07237377
Czech Republic,1979,2.31,0.073129816
Czech Republic,1980,2.23,0.070813598
Czech Republic,1981,2.22,0.07029427
Czech Republic,1982,2.19,0.069478091
Czech Republic,1983,2.19,0.069588085
Czech Republic,1984,2.27,0.071908173
Czech Republic,1985,2.27,0.072030496
Czech Republic,1986,2.30,0.072804673
Czech Republic,1987,2.35,0.074439657
Czech Republic,1988,2.36,0.074765809
Czech Republic,1989,2.29,0.072475258
Czech Republic,1990,1.96,0.062296229
Czech Republic,1991,1.79,0.056695911
Czech Republic,1992,1.74,0.055015439
Czech Republic,1993,1.72,0.054562665
Czech Republic,1994,1.68,0.05311105
Czech Republic,1995,1.75,0.055353338
Czech Republic,1996,1.81,0.057262193
Czech Republic,1997,1.73,0.054909057
Czech Republic,1998,1.68,0.053302537
Czech Republic,1999,1.61,0.051092235
Czech Republic,2000,1.70,0.054004308
Czech Republic,2001,1.74,0.055219156
Czech Republic,2002,1.75,0.05535334
Czech Republic,2003,1.85,0.058503935
Czech Republic,2004,1.89,0.059950439
Czech Republic,2005,1.86,0.059032801
Czech Republic,2006,1.90,0.060154419
Czech Republic,2007,1.88,0.05948355
Czech Republic,2008,1.84,0.058321881
Czech Republic,2009,1.76,0.055908793
Czech Republic,2010,1.84,0.058232411
Czech Republic,2011,1.80,0.05695456
Czech Republic,2012,1.78,0.05659186
Czech Republic,2013,1.75,0.055489788
Czech Republic,2014,1.71,0.054250684
Czech Republic,2015,1.68,0.053319067
Czech Republic,2016,1.66,0.052503254
Czech Republic,2017,1.73,0.054852896
Czech Republic,2018,1.73,0.054752636
Czech Republic,2019,1.71,0.054064542
Denmark,1965,0.60,0.01897063
Denmark,1966,0.68,0.021578855
Denmark,1967,0.68,0.02170033
Denmark,1968,0.72,0.022675559
Denmark,1969,0.82,0.026028965
Denmark,1970,0.87,0.02773451
Denmark,1971,0.83,0.026210243
Denmark,1972,0.87,0.027660644
Denmark,1973,0.84,0.026762046
Denmark,1974,0.77,0.024347323
Denmark,1975,0.76,0.023996467
Denmark,1976,0.83,0.026416715
Denmark,1977,0.85,0.026958294
Denmark,1978,0.86,0.027349637
Denmark,1979,0.86,0.027294752
Denmark,1980,0.84,0.026589425
Denmark,1981,0.75,0.023882716
Denmark,1982,0.72,0.022826514
Denmark,1983,0.68,0.021696912
Denmark,1984,0.70,0.022059719
Denmark,1985,0.78,0.024858292
Denmark,1986,0.80,0.025407135
Denmark,1987,0.77,0.024492217
Denmark,1988,0.76,0.024222377
Denmark,1989,0.70,0.02233523
Denmark,1990,0.73,0.023028995
Denmark,1991,0.84,0.026545652
Denmark,1992,0.78,0.024854366
Denmark,1993,0.83,0.026345034
Denmark,1994,0.89,0.028262248
Denmark,1995,0.88,0.027751638
Denmark,1996,1.04,0.033023284
Denmark,1997,0.94,0.029932675
Denmark,1998,0.91,0.028847275
Denmark,1999,0.88,0.027959221
Denmark,2000,0.85,0.026847635
Denmark,2001,0.85,0.026913367
Denmark,2002,0.85,0.026827734
Denmark,2003,0.91,0.02888728
Denmark,2004,0.86,0.027289324
Denmark,2005,0.83,0.026320684
Denmark,2006,0.92,0.029013017
Denmark,2007,0.87,0.027488012
Denmark,2008,0.83,0.026444321
Denmark,2009,0.78,0.024857975
Denmark,2010,0.82,0.026101494
Denmark,2011,0.78,0.024624184
Denmark,2012,0.72,0.022766534
Denmark,2013,0.75,0.023782426
Denmark,2014,0.72,0.022975327
Denmark,2015,0.70,0.022163863
Denmark,2016,0.71,0.022360091
Denmark,2017,0.71,0.022479978
Denmark,2018,0.70,0.022205103
Denmark,2019,0.70,0.022093238
Estonia,1985,0.43,0.013520273
Estonia,1986,0.42,0.01345524
Estonia,1987,0.43,0.01365881
Estonia,1988,0.42,0.013426706
Estonia,1989,0.44,0.013836722
Estonia,1990,0.43,0.013744506
Estonia,1991,0.39,0.012401519
Estonia,1992,0.28,0.008984736
Estonia,1993,0.22,0.007126479
Estonia,1994,0.23,0.007199479
Estonia,1995,0.21,0.006719752
Estonia,1996,0.22,0.00708474
Estonia,1997,0.22,0.007007246
Estonia,1998,0.21,0.00655619
Estonia,1999,0.19,0.006011739
Estonia,2000,0.19,0.006151405
Estonia,2001,0.20,0.006394936
Estonia,2002,0.20,0.006356325
Estonia,2003,0.22,0.006907226
Estonia,2004,0.23,0.007217989
Estonia,2005,0.22,0.007107847
Estonia,2006,0.22,0.006995418
Estonia,2007,0.25,0.007930005
Estonia,2008,0.24,0.007575461
Estonia,2009,0.21,0.006729983
Estonia,2010,0.26,0.008141605
Estonia,2011,0.26,0.008389286
Estonia,2012,0.27,0.008485606
Estonia,2013,0.28,0.008781533
Estonia,2014,0.27,0.008565875
Estonia,2015,0.25,0.007999057
Estonia,2016,0.25,0.008047869
Estonia,2017,0.28,0.008886622
Estonia,2018,0.30,0.00941086
Estonia,2019,0.24,0.007567648
Finland,1965,0.41,0.012980927
Finland,1966,0.47,0.014781776
Finland,1967,0.49,0.01554233
Finland,1968,0.53,0.016910084
Finland,1969,0.59,0.01864526
Finland,1970,0.65,0.02054553
Finland,1971,0.66,0.021078064
Finland,1972,0.70,0.022240384
Finland,1973,0.77,0.024526857
Finland,1974,0.74,0.02347451
Finland,1975,0.75,0.023862646
Finland,1976,0.80,0.025378131
Finland,1977,0.84,0.026777556
Finland,1978,0.88,0.027847095
Finland,1979,0.95,0.030075891
Finland,1980,0.94,0.029952266
Finland,1981,0.95,0.030123271
Finland,1982,0.94,0.029739684
Finland,1983,0.93,0.029434789
Finland,1984,0.97,0.030686375
Finland,1985,1.02,0.032233363
Finland,1986,1.03,0.032607105
Finland,1987,1.08,0.034317794
Finland,1988,1.08,0.034100005
Finland,1989,1.08,0.034258893
Finland,1990,1.15,0.036497973
Finland,1991,1.17,0.037239585
Finland,1992,1.17,0.037024241
Finland,1993,1.18,0.037465764
Finland,1994,1.24,0.039418417
Finland,1995,1.18,0.037542063
Finland,1996,1.24,0.039347634
Finland,1997,1.25,0.039738852
Finland,1998,1.30,0.04112307
Finland,1999,1.27,0.040374325
Finland,2000,1.28,0.040656036
Finland,2001,1.31,0.041564158
Finland,2002,1.32,0.041979377
Finland,2003,1.42,0.045025338
Finland,2004,1.41,0.044609399
Finland,2005,1.28,0.040544769
Finland,2006,1.37,0.043413407
Finland,2007,1.37,0.04330155
Finland,2008,1.32,0.041771506
Finland,2009,1.22,0.038763754
Finland,2010,1.33,0.042156588
Finland,2011,1.24,0.039241925
Finland,2012,1.20,0.037989752
Finland,2013,1.21,0.038232866
Finland,2014,1.16,0.036827007
Finland,2015,1.15,0.036519871
Finland,2016,1.18,0.037428392
Finland,2017,1.14,0.03620692
Finland,2018,1.15,0.036370124
Finland,2019,1.10,0.034802968
France,1965,4.68,0.148520065
France,1966,4.79,0.152003034
France,1967,5.11,0.161927873
France,1968,5.39,0.170863427
France,1969,5.94,0.188348978
France,1970,6.45,0.204557379
France,1971,6.71,0.212861407
France,1972,7.18,0.227578427
France,1973,7.80,0.247214567
France,1974,7.65,0.242593733
France,1975,7.20,0.228370073
France,1976,7.68,0.243439446
France,1977,7.76,0.246109371
France,1978,8.11,0.257277163
France,1979,8.35,0.264890651
France,1980,8.25,0.261433983
France,1981,8.15,0.258529468
France,1982,7.85,0.248911397
France,1983,8.04,0.254940535
France,1984,8.31,0.263362051
France,1985,8.58,0.271981539
France,1986,8.79,0.278592033
France,1987,8.94,0.283569858
France,1988,9.06,0.287208734
France,1989,9.18,0.291196893
France,1990,9.46,0.300035523
France,1991,10.06,0.318929313
France,1992,10.14,0.321349993
France,1993,10.13,0.321299616
France,1994,10.00,0.317044975
France,1995,10.24,0.324660327
France,1996,10.63,0.336880675
France,1997,10.48,0.332295885
France,1998,10.73,0.340089366
France,1999,10.91,0.34590483
France,2000,11.05,0.350344446
France,2001,11.18,0.354495594
France,2002,11.07,0.350990565
France,2003,11.19,0.354656489
France,2004,11.28,0.35755353
France,2005,11.22,0.355582662
France,2006,11.12,0.35261098
France,2007,10.92,0.346369365
France,2008,10.95,0.347328683
France,2009,10.34,0.327983806
France,2010,10.65,0.33771616
France,2011,10.24,0.324638371
France,2012,10.22,0.324188398
France,2013,10.31,0.326972428
France,2014,9.87,0.312965585
France,2015,9.92,0.314629886
France,2016,9.76,0.309500857
France,2017,9.70,0.307549592
France,2018,9.87,0.312975432
France,2019,9.68,0.306884457
Germany,1965,10.68,0.338585011
Germany,1966,10.71,0.339436759
Germany,1967,10.68,0.338584212
Germany,1968,11.40,0.361515641
Germany,1969,12.30,0.39002193
Germany,1970,12.99,0.411717771
Germany,1971,13.11,0.415513433
Germany,1972,13.56,0.429952882
Germany,1973,14.34,0.454675819
Germany,1974,14.09,0.446696395
Germany,1975,13.53,0.429123951
Germany,1976,14.44,0.457947537
Germany,1977,14.40,0.45668391
Germany,1978,14.92,0.473195597
Germany,1979,15.75,0.49946927
Germany,1980,15.23,0.483007168
Germany,1981,14.76,0.467863256
Germany,1982,14.23,0.451285461
Germany,1983,14.44,0.457688135
Germany,1984,14.96,0.474456588
Germany,1985,15.40,0.488322415
Germany,1986,15.27,0.48428689
Germany,1987,15.40,0.488347493
Germany,1988,15.45,0.489905759
Germany,1989,15.29,0.484702546
Germany,1990,15.05,0.477087587
Germany,1991,14.68,0.465493649
Germany,1992,14.38,0.456084752
Germany,1993,14.32,0.454061581
Germany,1994,14.19,0.449770486
Germany,1995,14.26,0.452055078
Germany,1996,14.73,0.467002103
Germany,1997,14.54,0.460909932
Germany,1998,14.42,0.457269532
Germany,1999,14.22,0.450776997
Germany,2000,14.31,0.453627524
Germany,2001,14.56,0.461639618
Germany,2002,14.37,0.455522767
Germany,2003,14.35,0.455083726
Germany,2004,14.34,0.454643885
Germany,2005,14.17,0.449141319
Germany,2006,14.51,0.460153089
Germany,2007,13.89,0.440393839
Germany,2008,14.03,0.444776624
Germany,2009,13.15,0.417067125
Germany,2010,13.71,0.434565303
Germany,2011,13.20,0.418584733
Germany,2012,13.37,0.423869733
Germany,2013,13.75,0.435826231
Germany,2014,13.17,0.417447025
Germany,2015,13.40,0.42485281
Germany,2016,13.62,0.431823811
Germany,2017,13.78,0.437031809
Germany,2018,13.44,0.426104706
Germany,2019,13.14,0.416610652
Greece,1965,0.28,0.009017422
Greece,1966,0.31,0.009854918
Greece,1967,0.34,0.010854815
Greece,1968,0.36,0.011287741
Greece,1969,0.38,0.011910999
Greece,1970,0.42,0.013227806
Greece,1971,0.50,0.015769397
Greece,1972,0.56,0.017696012
Greece,1973,0.64,0.02037815
Greece,1974,0.63,0.01991955
Greece,1975,0.71,0.022591719
Greece,1976,0.79,0.024966823
Greece,1977,0.82,0.025892342
Greece,1978,0.83,0.026326242
Greece,1979,0.73,0.023101801
Greece,1980,0.72,0.022884946
Greece,1981,0.71,0.022360988
Greece,1982,0.71,0.022662079
Greece,1983,0.72,0.022814392
Greece,1984,0.75,0.023812587
Greece,1985,0.79,0.025157522
Greece,1986,0.79,0.025202324
Greece,1987,0.87,0.027574344
Greece,1988,0.92,0.029126029
Greece,1989,1.00,0.031586065
Greece,1990,1.05,0.033261617
Greece,1991,1.06,0.03352134
Greece,1992,1.07,0.034021568
Greece,1993,1.09,0.034553995
Greece,1994,1.11,0.03515767
Greece,1995,1.15,0.036425117
Greece,1996,1.18,0.037414641
Greece,1997,1.21,0.038441776
Greece,1998,1.29,0.040841312
Greece,1999,1.29,0.040773573
Greece,2000,1.36,0.042998673
Greece,2001,1.37,0.04341504
Greece,2002,1.37,0.043594171
Greece,2003,1.45,0.045822168
Greece,2004,1.45,0.04589585
Greece,2005,1.46,0.046153969
Greece,2006,1.50,0.047704294
Greece,2007,1.53,0.048626894
Greece,2008,1.48,0.046900133
Greece,2009,1.43,0.045369324
Greece,2010,1.36,0.043177611
Greece,2011,1.33,0.042074194
Greece,2012,1.26,0.039801163
Greece,2013,1.19,0.037681894
Greece,2014,1.12,0.03547236
Greece,2015,1.13,0.035709312
Greece,2016,1.11,0.035126757
Greece,2017,1.17,0.037006859
Greece,2018,1.16,0.036817451
Greece,2019,1.15,0.036320531
Hungary,1965,0.67,0.021111703
Hungary,1966,0.67,0.02139511
Hungary,1967,0.64,0.020417243
Hungary,1968,0.67,0.021183379
Hungary,1969,0.72,0.022684956
Hungary,1970,0.77,0.024440269
Hungary,1971,0.80,0.02523422
Hungary,1972,0.82,0.026053577
Hungary,1973,0.89,0.028212854
Hungary,1974,0.92,0.02907701
Hungary,1975,0.97,0.030782593
Hungary,1976,1.04,0.032886829
Hungary,1977,1.09,0.034579285
Hungary,1978,1.17,0.036983088
Hungary,1979,1.16,0.036621559
Hungary,1980,1.16,0.036732637
Hungary,1981,1.15,0.036359648
Hungary,1982,1.15,0.036521079
Hungary,1983,1.13,0.035874967
Hungary,1984,1.16,0.036840059
Hungary,1985,1.20,0.038005035
Hungary,1986,1.19,0.037820924
Hungary,1987,1.25,0.039488959
Hungary,1988,1.22,0.03855936
Hungary,1989,1.18,0.037557684
Hungary,1990,1.17,0.037131086
Hungary,1991,1.10,0.034722161
Hungary,1992,1.03,0.032738259
Hungary,1993,1.02,0.032272789
Hungary,1994,1.03,0.032697987
Hungary,1995,1.04,0.032909373
Hungary,1996,1.06,0.033500671
Hungary,1997,1.03,0.032573143
Hungary,1998,1.04,0.032930221
Hungary,1999,1.04,0.03299331
Hungary,2000,1.01,0.031933171
Hungary,2001,1.04,0.032849538
Hungary,2002,1.02,0.032377759
Hungary,2003,1.03,0.032595836
Hungary,2004,1.04,0.032828478
Hungary,2005,1.11,0.035069861
Hungary,2006,1.09,0.034550164
Hungary,2007,1.07,0.034064754
Hungary,2008,1.06,0.033557773
Hungary,2009,0.97,0.030775512
Hungary,2010,0.99,0.031412296
Hungary,2011,0.99,0.031252031
Hungary,2012,0.91,0.029008829
Hungary,2013,0.87,0.027568475
Hungary,2014,0.87,0.027640464
Hungary,2015,0.92,0.029028935
Hungary,2016,0.93,0.029514609
Hungary,2017,0.98,0.030966056
Hungary,2018,0.98,0.031178179
Hungary,2019,0.99,0.031493199
Iceland,1965,0.03,0.000852427
Iceland,1966,0.03,0.000894886
Iceland,1967,0.03,0.000885778
Iceland,1968,0.03,0.000937249
Iceland,1969,0.03,0.000932292
Iceland,1970,0.04,0.001124281
Iceland,1971,0.04,0.001223679
Iceland,1972,0.04,0.001330253
Iceland,1973,0.05,0.001605994
Iceland,1974,0.05,0.00156405
Iceland,1975,0.05,0.001499895
Iceland,1976,0.05,0.001549465
Iceland,1977,0.05,0.001639075
Iceland,1978,0.05,0.001711613
Iceland,1979,0.06,0.001783299
Iceland,1980,0.06,0.00180477
Iceland,1981,0.06,0.001840052
Iceland,1982,0.06,0.001883701
Iceland,1983,0.06,0.001943936
Iceland,1984,0.06,0.002046056
Iceland,1985,0.06,0.002025251
Iceland,1986,0.07,0.002117112
Iceland,1987,0.07,0.002184766
Iceland,1988,0.07,0.00230403
Iceland,1989,0.08,0.002386419
Iceland,1990,0.08,0.0023886
Iceland,1991,0.07,0.002331592
Iceland,1992,0.08,0.00241397
Iceland,1993,0.08,0.002507759
Iceland,1994,0.08,0.002535802
Iceland,1995,0.08,0.002616869
Iceland,1996,0.09,0.002772936
Iceland,1997,0.09,0.002904752
Iceland,1998,0.10,0.00314169
Iceland,1999,0.11,0.003441315
Iceland,2000,0.12,0.003653934
Iceland,2001,0.12,0.003691711
Iceland,2002,0.12,0.003834435
Iceland,2003,0.12,0.003853309
Iceland,2004,0.12,0.003931932
Iceland,2005,0.12,0.003948017
Iceland,2006,0.14,0.00433427
Iceland,2007,0.16,0.004951023
Iceland,2008,0.19,0.006175534
Iceland,2009,0.19,0.006165863
Iceland,2010,0.19,0.006165593
Iceland,2011,0.19,0.006166388
Iceland,2012,0.20,0.006227463
Iceland,2013,0.20,0.006426395
Iceland,2014,0.20,0.006417915
Iceland,2015,0.21,0.006698352
Iceland,2016,0.21,0.006731894
Iceland,2017,0.22,0.007042532
Iceland,2018,0.23,0.007266944
Iceland,2019,0.22,0.006963425
Ireland,1965,0.24,0.007703851
Ireland,1966,0.27,0.008635239
Ireland,1967,0.30,0.009362481
Ireland,1968,0.34,0.010922669
Ireland,1969,0.35,0.010962694
Ireland,1970,0.27,0.008635887
Ireland,1971,0.28,0.008977191
Ireland,1972,0.30,0.009474118
Ireland,1973,0.31,0.009959332
Ireland,1974,0.32,0.010130994
Ireland,1975,0.30,0.009479566
Ireland,1976,0.31,0.00967582
Ireland,1977,0.33,0.010310334
Ireland,1978,0.34,0.010727712
Ireland,1979,0.37,0.011829363
Ireland,1980,0.36,0.011445393
Ireland,1981,0.35,0.011167164
Ireland,1982,0.35,0.011088069
Ireland,1983,0.34,0.010927576
Ireland,1984,0.34,0.010813021
Ireland,1985,0.36,0.011344199
Ireland,1986,0.39,0.012251654
Ireland,1987,0.39,0.012395259
Ireland,1988,0.39,0.01233207
Ireland,1989,0.40,0.012709282
Ireland,1990,0.42,0.013344076
Ireland,1991,0.44,0.013823188
Ireland,1992,0.44,0.013918097
Ireland,1993,0.45,0.014221798
Ireland,1994,0.47,0.014783321
Ireland,1995,0.48,0.015075338
Ireland,1996,0.50,0.015942325
Ireland,1997,0.52,0.016638585
Ireland,1998,0.56,0.017895585
Ireland,1999,0.60,0.018931826
Ireland,2000,0.62,0.019689817
Ireland,2001,0.66,0.020872662
Ireland,2002,0.65,0.020730083
Ireland,2003,0.64,0.020194301
Ireland,2004,0.65,0.020459763
Ireland,2005,0.67,0.021356004
Ireland,2006,0.69,0.021801013
Ireland,2007,0.71,0.022474913
Ireland,2008,0.71,0.022373853
Ireland,2009,0.64,0.020418336
Ireland,2010,0.64,0.020366548
Ireland,2011,0.61,0.019270081
Ireland,2012,0.60,0.019059004
Ireland,2013,0.59,0.018678085
