,Observed GMSL [lower],Observed GMSL [mean],Observed GMSL [upper],Sum of contributors [lower],Sum of contributors [mean],Sum of contributors [upper],Steric [lower],Steric [mean],Steric [upper],Glaciers [lower],Glaciers [mean],Glaciers [upper],Greenland Ice Sheet [lower],Greenland Ice Sheet [mean],Greenland Ice Sheet [upper],Antarctic Ice Sheet [lower],Antarctic Ice Sheet [mean],Antarctic Ice Sheet [upper],Terrestrial Water Storage [lower],Terrestrial Water Storage [mean],Terrestrial Water Storage [upper],Reservoir impoundment [lower],Reservoir impoundment [mean],Reservoir impoundment [upper],Groundwater depletion [lower],Groundwater depletion [mean],Groundwater depletion [upper],Natural TWS [lower],Natural TWS [mean],Natural TWS [upper],Altimetry [lower],Altimetry [mean],Altimetry [upper]
1965,-89.74098566,-76.65542732,-63.67535759,-79.50880432,-68.08691406,-56.05072021,-34.86851883,-33.07998657,-30.33201599,-29.60000038,-23.219841,-14.25,-16.10000038,-13.32121563,-10.64999962,-8.5,-5.967152596,-3.400000095,0.949999988,7.528021812,14.25,11.55000019,17.50462151,23.54999924,-11.39999962,-8.428470612,-5.300000191,-4.699999809,-2.757912874,-0.600000024,,,
1966,-95.52306037,-82.74987345,-69.90912378,-77.77426147,-67.15628815,-55.65946198,-33.47755814,-32.52550125,-31.37086678,-29,-22.85889626,-14.10000038,-15.44999981,-12.59099102,-9.949999809,-8.350000381,-5.913240433,-3.400000095,0.300000012,6.758743763,13.30000019,11.25,17.1082859,23.04999924,-11.19999981,-8.279642105,-5.199999809,-5.5,-3.279069662,-1,,,
1967,-95.26913414,-82.96694712,-70.34163614,-79.18986511,-68.58651733,-57.01586914,-35.61957932,-33.74758148,-31.23988914,-28.75,-22.52689362,-14.10000038,-15.05000019,-12.22290039,-9.600000381,-8.25,-5.859026432,-3.400000095,-0.550000012,5.798218727,12.10000038,10.69999981,16.34915352,22,-11.10000038,-8.184477806,-5.150000095,-5.699999809,-3.579093695,-1.299999952,,,
1968,-97.08644404,-84.9956835,-72.75970762,-82.29498291,-71.61410522,-60.39090347,-38.71073151,-35.79723358,-34.2573204,-28.45000076,-22.31526756,-13.80000019,-14.39999962,-11.66329575,-9.100000381,-8.149999619,-5.803863049,-3.349999905,-2,3.998297215,10.14999962,10,15.23542118,20.54999924,-10.89999962,-8.041401863,-5,-6.800000191,-4.411122322,-2,,,
1969,-96.82773707,-84.67996661,-72.35755802,-79.95874023,-69.41573334,-58.6801033,-37.89654922,-35.12060547,-33.00056839,-27.85000038,-21.84371948,-13.44999981,-14,-11.25493336,-8.699999809,-8.050000191,-5.750378132,-3.349999905,-1.149999976,4.584831715,10.39999962,9.699999809,14.84091473,20.04999924,-10.75,-7.91063261,-4.949999809,-5.800000191,-3.558259726,-1.200000048,,,
1970,-97.03364297,-84.90437264,-72.34432186,-80.1321106,-69.39801025,-58.54933929,-37.08669281,-34.4797821,-31.49405479,-27.39999962,-21.55110359,-13.39999962,-13.80000019,-11.10173607,-8.649999619,-7.949999809,-5.696603775,-3.349999905,-2.049999952,3.463519096,9.100000381,9.050000191,13.88413429,18.85000038,-10.64999962,-7.811268806,-4.849999905,-6.150000095,-3.827169657,-1.450000048,,,
1971,-84.74744954,-72.76139658,-60.05934522,-77.83454895,-67.68875122,-57.02615356,-34.28116226,-32.36619186,-29.93246078,-26.85000038,-21.08332253,-13.05000019,-13.25,-10.61605549,-8.25,-7.800000191,-5.641496181,-3.349999905,-3.450000048,2.05781126,7.449999809,8.699999809,13.44774628,18.25,-10.44999981,-7.653746605,-4.75,-7.150000095,-4.957602024,-2.700000048,,,
1972,-90.35550911,-78.48801423,-65.81922464,-76.46307373,-66.60088348,-56.32237244,-32.76494598,-31.22978401,-28.52783966,-26.45000076,-21.04180527,-13.19999981,-13.55000019,-10.91835976,-8.550000191,-7.75,-5.58688879,-3.299999952,-3,2.214305639,7.349999905,8.199999809,12.70302105,17.29999924,-10.19999981,-7.472280025,-4.599999905,-6.25,-4.2374897,-1.950000048,,,
1973,-96.02546545,-83.24536769,-70.75460401,-76.82608032,-67.12786102,-56.64847565,-33.06658173,-30.47109985,-27.48119164,-26.20000076,-20.76787376,-13.19999981,-13.39999962,-10.96731091,-8.699999809,-7.650000095,-5.533118725,-3.299999952,-4.400000095,0.658904672,5.650000095,7.800000191,12.14456844,16.54999924,-10.05000019,-7.33519125,-4.5,-7.449999809,-5.379208088,-3.099999905,,,
1974,-89.27706635,-76.77890442,-64.23583424,-80.26008606,-70.76191711,-60.58366394,-32.25730896,-29.49831772,-26.15972137,-25.75,-20.35971832,-13.05000019,-13.05000019,-10.72626495,-8.449999809,-7.550000191,-5.478682518,-3.25,-9.399999619,-4.624437332,0.150000006,7.199999809,11.29987812,15.5,-9.850000381,-7.195542336,-4.400000095,-12,-9.984027863,-7.599999905,,,
1975,-79.817352,-68.12081057,-56.15923419,-74.69261932,-65.82184601,-56.16267776,-28.7084713,-27.00933647,-24.07696915,-25.35000038,-20.04415703,-13,-13.05000019,-10.67008686,-8.449999809,-7.400000095,-5.424946308,-3.25,-7.449999809,-2.60790205,2.049999952,6.849999905,10.82807064,14.85000038,-9.600000381,-6.998419762,-4.25,-9.850000381,-7.687085629,-5.400000095,,,
1976,-89.15255434,-78.09582879,-66.69364354,-75.56282043,-65.79039001,-55.11835861,-30.28824234,-27.39489365,-22.38506699,-25.14999962,-19.91757774,-13,-13.19999981,-10.84678173,-8.649999619,-7.349999905,-5.369976044,-3.25,-6.849999905,-2.19648838,2.25,6.550000191,10.35176945,14.25,-9.399999619,-6.845001221,-4.150000095,-9,-6.95035696,-4.650000095,,,
1977,-84.8394196,-73.46108321,-61.82400567,-72.40539551,-63.11119843,-53.2035141,-29.13467407,-26.20742416,-21.95104408,-24.45000076,-19.35838127,-12.55000019,-13.10000038,-10.84260941,-8.800000191,-7.25,-5.316533089,-3.25,-5.75,-1.326669097,3.099999905,6.099999905,9.712855339,13.39999962,-9.199999809,-6.663911343,-4,-7.650000095,-5.618466854,-3.349999905,,,
1978,-88.81530115,-78.1371043,-66.72701705,-75.11483002,-65.08457184,-54.61035919,-30.53726768,-25.88254166,-20.82076836,-23.70000076,-18.75263977,-12.19999981,-12.94999981,-10.76608944,-8.699999809,-7.150000095,-5.262051105,-3.200000048,-8.600000381,-4.348937035,-0.150000006,5.650000095,9.05540657,12.55000019,-9.050000191,-6.52600193,-3.900000095,-10.19999981,-8.133861542,-5.800000191,,,
1979,-79.92071205,-68.25420755,-56.95934954,-75.63505554,-65.2159729,-53.67380524,-31.12568474,-26.23272896,-19.43857002,-22.70000076,-18.12921143,-11.5,-12.75,-10.65714073,-8.649999619,-7.050000191,-5.207698822,-3.200000048,-9.100000381,-4.915073872,-0.949999988,5.300000191,8.61532402,12,-8.800000191,-6.342817307,-3.799999952,-10.64999962,-8.444124222,-6.150000095,,,
1980,-81.51419794,-70.5558024,-59.00001891,-67.87986755,-59.29005814,-50.4651413,-25.61093712,-23.1020298,-19.7749176,-22.29999924,-17.68750763,-11.35000038,-12.39999962,-10.36814976,-8.399999619,-7,-5.153386593,-3.150000095,-6.949999809,-2.910201788,0.949999988,4.900000095,8.060538292,11.25,-8.550000191,-6.157037258,-3.650000095,-8.350000381,-6.065215111,-3.75,,,
1981,-64.29263887,-53.37497207,-42.18876979,-67.69626617,-59.49048996,-51.13156891,-26.10120201,-23.4769783,-20.85185242,-22,-17.2354908,-11.14999962,-11.85000038,-9.840932846,-7.900000095,-6.949999809,-5.099274158,-3.150000095,-7.599999905,-3.764995098,-0.100000001,4.349999905,7.310175419,10.35000038,-8.350000381,-5.950661659,-3.450000048,-8.75,-6.381271362,-4.150000095,,,
1982,-72.42105315,-61.62583297,-50.67751319,-68.75343323,-60.36603928,-51.69099426,-27.61345673,-24.79598808,-21.00387955,-21.5,-16.85746574,-10.85000038,-11.39999962,-9.453761101,-7.5,-6.849999905,-5.044567585,-3.099999905,-7.900000095,-4.139982224,-0.550000012,4.150000095,6.966296673,9.949999809,-8.050000191,-5.737114906,-3.299999952,-8.75,-6.625333309,-4.349999905,,,
1983,-69.04719167,-58.23164474,-47.13788917,-70.00819397,-60.85048676,-51.06659698,-30.05125237,-26.22219467,-21.03318977,-21.29999924,-16.60969734,-10.89999962,-11.69999981,-9.68694973,-7.75,-6.75,-4.99115181,-3.099999905,-6.900000095,-3.270228863,0.25,3.75,6.49040699,9.350000381,-7.849999905,-5.552402496,-3.150000095,-7.650000095,-5.462496281,-3.099999905,,,
1984,-69.40580726,-58.55205396,-47.89228771,-71.11593628,-61.02490997,-51.37093353,-31.59076118,-25.93332863,-20.98465729,-20.54999924,-16.01707649,-10.60000038,-11.75,-9.822171211,-8,-6.699999809,-4.936046124,-3.049999952,-7.800000191,-4.243091583,-0.850000024,3.400000095,6.014163494,8.800000191,-7.650000095,-5.380980968,-3.049999952,-8.399999619,-6.134234905,-3.849999905,,,
1985,-74.01120145,-64.17741298,-53.8626705,-67.92053986,-59.34270096,-50.65174103,-28.26623154,-24.25555801,-20.31391144,-19.89999962,-15.47767258,-10.05000019,-11.39999962,-9.610284805,-7.800000191,-6.650000095,-4.882669926,-3.049999952,-8.350000381,-5.043009281,-1.850000024,3.099999905,5.648108006,8.350000381,-7.400000095,-5.193772793,-2.900000095,-8.800000191,-6.754283428,-4.550000191,,,
1986,-66.79085446,-56.87626864,-46.92920302,-64.78700256,-57.39531326,-49.50291061,-24.32987404,-22.57913399,-19.58607674,-19.5,-15.12900925,-9.75,-11.14999962,-9.43539238,-7.699999809,-6.599999905,-4.827497482,-3,-8.449999809,-5.348708153,-2.25,2.599999905,4.907994747,7.400000095,-7.150000095,-5.02185154,-2.75,-8.550000191,-6.493820667,-4.25,,,
1987,-69.60035601,-59.44401057,-49.21628592,-61.86852264,-54.236866,-46.22299576,-25.0423851,-22.7514801,-19.12669373,-19.04999924,-14.8093729,-9.699999809,-11.10000038,-9.436426163,-7.699999809,-6.550000191,-4.773350239,-2.950000048,-5.400000095,-2.395387173,0.600000024,2.200000048,4.389504433,6.75,-6.900000095,-4.785900116,-2.549999952,-5.400000095,-3.253093004,-0.949999988,,,
1988,-72.6995706,-62.06679569,-51.68834986,-60.59766769,-52.95833969,-45.44910049,-24.8991909,-21.70013046,-18.71133614,-18.54999924,-14.3458519,-9.5,-10.80000019,-9.164364815,-7.5,-6.449999809,-4.718896866,-2.900000095,-6.050000191,-2.955027103,0,1.899999976,3.988346577,6.300000191,-6.599999905,-4.546945095,-2.349999905,-5.900000095,-3.651671171,-1.299999952,,,
1989,-64.49719995,-54.93921791,-45.54904033,-62.13061523,-54.4165802,-46.38180542,-25.83030701,-22.13611794,-18.40795898,-17.89999962,-13.81623936,-9.149999619,-10.39999962,-8.801208496,-7.150000095,-6.349999905,-4.66561985,-2.849999905,-7.75,-4.923722267,-2.049999952,1.649999976,3.675847054,5.900000095,-6.300000191,-4.26452589,-2.150000095,-7.75,-5.591817379,-3.349999905,,,
1990,-61.66597836,-51.67674674,-41.22209517,-60.85968018,-53.04701996,-45.08735657,-26.08275604,-22.01452065,-18.35411835,-16.85000038,-12.95127869,-8.75,-10.19999981,-8.592012405,-7.050000191,-6.300000191,-4.610251904,-2.799999952,-7.599999905,-4.803403378,-2.099999905,1.399999976,3.348905325,5.5,-5.949999809,-3.984776974,-1.899999976,-7.599999905,-5.42502737,-3.150000095,,,
1991,-72.96253168,-59.24024291,-45.19119507,-55.27069092,-48.74045944,-42.11349487,-21.40783119,-19.32011414,-17.22550011,-16.10000038,-12.28005028,-8.399999619,-9.949999809,-8.406363487,-6.900000095,-6.25,-4.556954384,-2.75,-6.849999905,-4.102180958,-1.450000048,1.149999976,3.046696901,5.150000095,-5.699999809,-3.766646624,-1.700000048,-6.75,-4.639586449,-2.450000048,,,
1992,-70.5075482,-59.8817472,-49.07295372,-54.45446014,-47.30327606,-39.67417145,-22.73636246,-19.37729263,-15.5241785,-15.69999981,-12.10895252,-8.199999809,-10.05000019,-8.648116112,-7.349999905,-6.449999809,-4.714530468,-2.849999905,-5.050000191,-2.382769346,0.100000001,0.850000024,2.669372797,4.699999809,-5.400000095,-3.521068573,-1.450000048,-4.849999905,-2.786462784,-0.550000012,,,
1993,-68.81975311,-58.91027565,-48.72273171,-56.57858658,-49.39421844,-41.17015076,-22.6671524,-19.75749016,-15.12382984,-14.85000038,-11.36046696,-7.449999809,-9.850000381,-8.557271004,-7.300000191,-6.5,-4.683066368,-2.599999905,-7.599999905,-4.960765362,-2.299999952,0.600000024,2.406099796,4.400000095,-5.150000095,-3.311743021,-1.299999952,-7.599999905,-5.31236124,-3.049999952,-61.73790741,-53.32365036,-44.47193527
1994,-68.88728355,-56.07227475,-42.54105446,-53.42938995,-47.28247452,-40.61808014,-20.69031143,-18.82006264,-15.82722473,-14,-10.66430187,-6.949999809,-9.550000191,-8.316083908,-7.099999905,-6,-4.345720291,-2.400000095,-7.550000191,-5.061406136,-2.599999905,0.25,1.976239562,3.900000095,-4.800000191,-3.063438416,-1.100000024,-7.349999905,-5.230710506,-3,-57.16086197,-49.44444656,-41.53091431
1995,-60.33863533,-45.17002052,-29.78386204,-51.6251297,-45.39878464,-38.26371765,-22.15412712,-19.78444099,-15.97253323,-12.89999962,-9.838601112,-6.5,-9,-7.781678677,-6.650000095,-5.699999809,-4.100896358,-2.299999952,-6.199999809,-3.81850481,-1.350000024,0.050000001,1.728126287,3.599999905,-4.550000191,-2.869734764,-0.949999988,-5.949999809,-3.93215847,-1.75,-52.76327515,-45.4197731,-38.18861389
1996,-58.4732717,-49.75505329,-40.84936384,-47.52124786,-42.45513916,-37.09686279,-17.89139938,-16.73625946,-14.93999004,-12.35000038,-9.578860283,-6.349999905,-9.350000381,-8.155566216,-7.099999905,-5.5,-3.977624416,-2.299999952,-6.349999905,-3.931960821,-1.450000048,-0.100000001,1.495112896,3.349999905,-4.300000191,-2.669292927,-0.800000012,-6.150000095,-4.013272762,-1.700000048,-51.1157341,-44.55841064,-37.85577393
1997,-47.38139615,-36.20533469,-25.25400962,-47.46451187,-42.05638123,-36.481884,-18.73156929,-16.42434311,-14.34837341,-11.19999981,-8.885141373,-5.800000191,-9.25,-8.129179001,-7.099999905,-5.199999809,-3.823491335,-2.25,-7.25,-4.718495846,-2.200000048,-0.349999994,1.23518002,3.049999952,-4.050000191,-2.44306159,-0.600000024,-7.099999905,-4.764517784,-2.450000048,-46.89020157,-40.6322403,-34.56863022
1998,-45.74108386,-35.75892749,-25.90375571,-44.77462769,-39.29918289,-33.82728577,-18.69731331,-16.1932869,-13.48248196,-10.19999981,-7.964991093,-5.25,-8.699999809,-7.757575512,-6.849999905,-5,-3.650321484,-2.099999905,-5.949999809,-3.65807724,-1.25,-0.600000024,0.901980221,2.700000048,-3.75,-2.165833712,-0.349999994,-5.800000191,-3.644514322,-1.350000024,-47.77348709,-41.8815155,-35.90795135
1999,-48.29503821,-32.66100932,-17.51744405,-41.17087936,-36.83828735,-32.43984985,-15.70123768,-14.12326622,-12.85780048,-9.300000191,-7.367599964,-4.949999809,-8.350000381,-7.479926586,-6.650000095,-4.550000191,-3.360490561,-2,-6.599999905,-4.432979107,-2.099999905,-0.949999988,0.567575932,2.349999905,-3.400000095,-1.837305307,-0.050000001,-6.550000191,-4.409096241,-2.150000095,-43.59254456,-37.8513298,-32.10337067
2000,-39.16233661,-30.49194625,-22.05799452,-42.09021378,-37.42082977,-32.49447632,-16.53658676,-14.55739212,-11.92440796,-8.649999619,-6.868742466,-4.849999905,-8,-7.193330288,-6.400000095,-4.199999809,-3.136071205,-1.950000048,-7.699999809,-5.590409756,-3.299999952,-1.200000048,0.2512981,2,-3.049999952,-1.541527152,0.200000003,-7.699999809,-5.541455269,-3.25,-40.33891678,-34.40818787,-28.63254929
2001,-38.03561606,-28.50669968,-19.14060408,-35.22520828,-31.17114449,-27.03288651,-13.48885155,-11.66311932,-9.928843498,-7.699999809,-6.276946068,-4.550000191,-7.599999905,-6.905331135,-6.199999809,-4.050000191,-2.979571581,-1.899999976,-5.400000095,-3.270433903,-0.899999976,-1.5,-0.02221306,1.700000048,-2.700000048,-1.2175318,0.5,-5.400000095,-3.268158436,-0.949999988,-34.91775513,-29.14894104,-23.59242249
2002,-26.06235699,-18.69649746,-10.85650964,-27.77877998,-24.6110611,-21.17146492,-9.539894104,-8.339600563,-7.354952335,-6.75,-5.655814648,-4.5,-6.849999905,-6.262057781,-5.650000095,-3.75,-2.871568918,-1.950000048,-3.450000048,-1.413324952,0.850000024,-1.75,-0.315727949,1.399999976,-2.349999905,-0.893568158,0.850000024,-3.5,-1.438150525,0.800000012,-29.8377285,-25.76559258,-21.81518555
2003,-22.65466647,-14.90810069,-7.555435178,-21.97750854,-19.17525291,-15.57597351,-6.847700596,-5.616476536,-3.478754759,-5.099999905,-4.752999306,-4.400000095,-6,-5.565807819,-5.199999809,-3.299999952,-2.560501099,-1.700000048,-2.049999952,-0.617242873,1.100000024,-2.049999952,-0.617242873,1.100000024,-2.049999952,-0.617242873,1.100000024,-2.049999952,-0.617242873,1.100000024,-26.73731995,-22.95450211,-19.22240257
2004,-36.81041376,-29.08900684,-21.27952077,-22.08576965,-19.96722221,-17.50894737,-6.501552105,-5.638072491,-4.991845608,-4.300000191,-3.978419304,-3.700000048,-5.25,-4.885714531,-4.599999905,-2.700000048,-2.080149174,-1.350000024,-4.599999905,-3.308558702,-1.799999952,,,,,,,,,,-24.0588932,-20.48727608,-16.87252998
2005,-30.62475994,-22.82930131,-15.19644871,-18.32769012,-16.59838486,-14.57951355,-5.500259876,-4.908377171,-4.189908028,-3.75,-3.452074528,-3.200000048,-4.599999905,-4.255963802,-4,-2.700000048,-2.154083729,-1.549999952,-2.799999952,-1.751291513,-0.449999988,,,,,,,,,,-18.96367836,-15.47182178,-11.93846798
2006,-18.84850282,-11.06644035,-3.251768871,-15.63631058,-13.82782459,-11.70912075,-4.638466358,-3.671440601,-2.415410519,-2.900000095,-2.644249678,-2.450000048,-3.75,-3.492525101,-3.299999952,-2.849999905,-2.414371967,-1.899999976,-2.400000095,-1.530057788,-0.5,,,,,,,,,,-17.26789665,-14.03799629,-10.61946678
2007,-23.90481854,-16.89562925,-9.36261259,-15.51459312,-13.49802303,-11.67529488,-6.018044472,-4.624906063,-3.4707551,-2.200000048,-1.977131963,-1.799999952,-2.900000095,-2.68413353,-2.5,-2.200000048,-1.846381426,-1.450000048,-2.950000048,-2.290473938,-1.450000048,,,,,,,,,,-16.20670319,-12.89786339,-9.52406311
2008,-17.19598715,-9.371227001,-2.224958689,-10.60267639,-9.294079781,-8.072282791,-3.696332216,-2.783293724,-2.081256866,-1.600000024,-1.448653936,-1.299999952,-2.049999952,-1.895747185,-1.799999952,-1.299999952,-1.033902526,-0.75,-2.599999905,-2.057154417,-1.450000048,,,,,,,,,,-12.77156067,-10.17924309,-7.601212025
2009,-14.81401971,-7.324730575,-0.138892482,-6.317466259,-5.360746861,-3.904315233,-1.842621446,-1.151002407,0.060745522,-0.949999988,-0.80952245,-0.649999976,-1.299999952,-1.214830637,-1.149999976,-1.25,-1.078407645,-0.899999976,-1.350000024,-1.032456517,-0.649999976,,,,,,,,,,-8.071763992,-5.374402523,-2.640445232
2010,-11.33282717,-2.866128358,5.728720621,-2.846636772,-2.386826754,-1.854431868,-1.98548615,-1.598745823,-1.137802362,0,0.104114555,0.25,-0.150000006,-0.100957319,-0.050000001,-0.300000012,-0.235720158,-0.150000006,-0.75,-0.527471304,-0.300000012,,,,,,,,,,-6.717634201,-4.041713238,-1.389388323
2011,-14.19403313,-7.194661294,0.137572283,-2.141298294,-1.677287698,-1.145318508,-0.843125165,-0.459240943,-0.001976276,0.600000024,0.734044492,0.850000024,1.200000048,1.214175344,1.25,0,0.087106794,0.150000006,-3.549999952,-3.327292204,-3.099999905,,,,,,,,,,-6.986789703,-4.309934616,-1.732063413
2012,4.005727976,12.19746486,20.13864003,4.91852951,5.778526783,6.61132431,0.553805351,1.179537892,1.802458882,0.850000024,1.000620961,1.149999976,2.349999905,2.404487848,2.5,0.200000003,0.382881075,0.550000012,0.349999994,0.736777544,1.100000024,,,,,,,,,,3.3165133,5.976808548,8.580247879
2013,-2.195721954,6.370173885,14.94265205,8.955513,9.972470284,10.93160629,2.740455151,3.112605333,3.669378996,1.700000048,1.867449164,2.049999952,3.349999905,3.443770647,3.599999905,0.800000012,1.079971075,1.299999952,-0.150000006,0.398771912,0.899999976,,,,,,,,,,6.048170567,8.814416885,11.59205723
2014,3.502923674,11.86893583,20.2580647,10.86837959,12.16477489,13.24838066,4.308543682,4.670032024,5.028706551,2.450000048,2.607803345,2.799999952,3.700000048,3.84954834,4.050000191,1.399999976,1.770051003,2.099999905,-1.600000024,-0.759096682,-0.050000001,,,,,,,,,,9.597370148,12.31688213,15.09414482
2015,9.216258557,17.86952067,26.59174652,18.93829918,20.68869209,22.15862656,5.933525562,6.744699001,7.239516258,3.200000048,3.392660618,3.650000095,4.199999809,4.429986954,4.699999809,2.200000048,2.701557875,3.150000095,2.299999952,3.344094515,4.25,,,,,,,,,,20.34768677,23.34223747,26.3919735
2016,15.51055,23.94186227,32.67298852,21.12207985,23.29216957,25.23776054,5.686139584,6.472463131,7.420359135,3.849999905,4.098024845,4.349999905,4.949999809,5.181756973,5.5,1.899999976,2.511930704,3.049999952,3.650000095,4.953524113,6,,,,,,,,,,22.66818428,25.72823143,28.83230591
2017,22.31229181,32.35804784,42.67341398,21.96355057,24.34899902,26.46899223,7.528717041,8.048317909,8.812847137,4.650000095,4.985920906,5.349999905,5.5,5.832570076,6.199999809,1.899999976,2.652418375,3.299999952,1.200000048,2.755219698,4.050000191,,,,,,,,,,24.309021,27.75854874,31.24269485
2018,24.9935631,35.63571776,46.21376163,22.94540787,25.69289398,28.15279961,7.737212658,8.563514709,9.56000042,4.849999905,5.27203846,5.75,5.599999905,5.96942091,6.400000095,2.950000048,3.8100214,4.550000191,0.200000003,2.005244732,3.450000048,,,,,,,,,,28.02778816,31.58335686,35.1110878
